Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS2pe,base_GATS3Z,base_GATS1se,base_GATS3m,solvent_GATS4se,solvent_VSA_EState9,solvent_SdssC,solvent_NsCH3,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3952238,COc1cccc(P(C2=NC([O-])C(CN)=CN2)c2cccc(P(=O)(C(N)=O)c3ccccc3)c2)c1,29.6712,112.1395,0.0854,O=C([O-])C(C)(C)C.[Cs+],CCCC#N,"29.6712, 0.8276",0.15285281509040824,0.06442562223749324,0.1243972321309733,0.05199823768686698,1.3691437802907915,0.0,0.0,1,29.6712,0.8276,11.326220023583087,4.937384007100783,0.15102628647691224,5.9918196531791885,210.33130376262557,47.84567349192709,-1.3929253683640799,7.552442046242773,0.12477411322442404,0.8794894869252965,-0.05614666835200749,0.00788992965136616,0.005126262626262623,0.8235060185816032,0.40328592718083145,-0.12065400465491233,0.022346035934808477,4.69023569023569,6.213254807692308,0.1255614002095873,-0.053290939619248474,1.136136868168108,-1.3929253683640799,7.714980807692304,-1.3929253683640799,6.425922222222223,0.84183310609767,9.250017378223385,-84.09362139917697,6.3135157575757574,13.65455394719011,-0.8453940855668143,0.06314413333638384,0.3633969817820219,0.4645076270341978,30.33183534230805,0.025160508796901192,21.43030303030303,0.09415385168170456,5.469735256595487
Result3952245,CCN(CC)c1cc(-c2ccccc2)cc(C(C)P(CC)c2cccnc2)c1,29.444,119.1159,0.1229,O=C([O-])C.[Cs+],CC1=CC=C(C)C=C1,"29.4440, 0.1294",0.15437109729761034,0.07445192098979814,0.1265444360281399,0.056742661225519415,1.0624999999999998,0.0,0.0,2,29.444,0.1294,0.0,2.3209876543209873,0.0797240828683688,5.576969387755102,164.33302915886227,10.204449627089385,-0.29354296725548923,7.191577285714285,0.12061571677291744,0.9978881259093209,0.030741942729532824,-0.011718212664496321,-0.006086333955015613,0.9987941944057189,0.23570226039551584,0.13418741521447217,0.39859740672241606,1.8635578583765113,5.761981132075473,0.11860837709068948,-0.1273018492222283,1.159622661771227,-0.29354296725548923,7.309221603773587,-0.29354296725548923,6.1062049180327875,0.9724383057950613,6.179757484586252,-40.782516021719324,5.685176683937824,24.151332570143552,-0.43739551225414997,0.027228935393305117,0.3963552521037375,0.3516209812870963,6.196843571613076,0.017844589533105033,13.082901554404145,-0.06409125539838269,1.1431353999464438
Result3952233,CP(c1c(CNCCN)cccc1C(C)(C)C)C(C)(C)C,29.3142,111.5809,0.0695,O=C([O-])C.[K+],CCCCOC(C)=O,"29.3142, 0.2351",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.0555555555555556,0.0,-0.18199074074074065,2,29.3142,0.2351,0.0,1.069753086419753,0.14652134558083005,5.574354838709677,156.08848936224092,16.354995977407423,-0.21464915595867962,7.182672462365589,0.10183283299099373,1.4259495925252872,-0.3890769368944451,-0.3561314453646807,-0.2165367121507472,1.434456826041609,0.1214169233703767,-0.1036852127531128,0.40417534369680364,0.9948018193632229,5.60247474747475,0.1005761293647967,-0.03960560828478259,1.2348305710853993,-0.21464915595867962,7.206725313131315,-0.21464915595867962,6.03538888888889,1.3879388399908008,2.3878710198279665,-76.51105014479498,5.594394736842105,19.754338416057685,-0.3377101179911425,0.049926233614540634,0.4593431890999869,0.32199315005938745,0.0,0.04350768435312895,12.087719298245615,-0.02464142934769186,2.0505621980760638
Result3952237,CCNCc1ccc(CNc2cccc(Oc3nccnc3-c3cccc(P(C(C)C)C(C)C)c3)c2)cc1,29.1634,107.7790,0.0952,O=C([O-])C(C)(C)C.[Cs+],CCCC#N,"29.1634, 1.2107",0.15285281509040824,0.06442562223749324,0.1243972321309733,0.05199823768686698,1.3691437802907915,0.0,0.0,1,29.1634,1.2107,11.443439828132366,2.9592406476828588,0.07099987636261205,5.613071238938051,170.19754016006434,20.674980058051617,-0.27134283681433846,7.23451163716814,0.10051637457599734,0.9553707939714418,0.1315010839231385,0.10196779964221823,0.05410536307546273,0.9754226473145575,0.4389653927918013,-0.06918083204963832,0.37438761495876044,2.683720930232558,5.9138478260869585,0.09926966273475857,-0.044875557815890796,1.008403453918197,-0.27134283681433846,7.438446550724638,-0.27134283681433846,6.241618750000001,0.9267546522338039,8.783604846018578,21.71572038671607,5.866691162790701,11.861545009918906,-0.4738640526897479,0.022166167635777546,0.36398983308716,0.42500520884515863,24.26546827384644,0.021534776814420464,13.967441860465117,-0.09311343931353903,1.4344901488919704
Result3952242,CCNc1cc(NCCc2c[nH]nc2C(C)(C)C)nc(P(C)C(C)C)[nH+]1,29.1294,95.7206,0.0916,O=C([O-])C(C)(C)C.[Cs+],CC1=CC=C(C)C=C1,"29.1294, 1.2649",0.15285281509040824,0.06442562223749324,0.1243972321309733,0.05199823768686698,1.0624999999999998,0.0,0.0,2,29.1294,1.2649,0.0,1.488888888888889,0.09919651827707979,5.653618749999999,142.04610951863003,21.18304863150171,-0.3112372410901354,7.287394249999997,0.10999824328693752,1.0664086615445727,0.012615641029112074,-0.1468758835171049,-0.08551440329218106,1.0816137267388015,0.4128776819930395,-0.26177064356691887,0.5234852321105624,1.458161865569273,5.858728181818184,0.10852298564613644,0.19988116694093605,1.3976832252582196,-0.3112372410901354,7.411210472727273,-0.3112372410901354,6.280321311475411,1.0475470095204344,4.185622831769724,-100.77794238683131,5.9476802469135786,30.38791562407035,-0.35007932262345975,0.031285729789824364,0.41985197551502623,0.4727579718383843,6.196843571613076,0.03337114015078328,12.154320987654321,0.36384332614857584,0.44745583090134317
Result3952243,Nc1cc(P(c2ccccc2)c2ccccc2)cc(N)c1N=Cc1ccc([S-])cc1,29.0664,110.5302,0.0985,O=C([O-])C(C)(C)C.[Cs+],CC1=CC=C(C)C=C1,"29.0664, 0.2383",0.15285281509040824,0.06442562223749324,0.1243972321309733,0.05199823768686698,1.0624999999999998,0.0,0.0,2,29.0664,0.2383,5.687386274683562,3.906779661016949,0.14875138699924678,5.783794366197183,226.69051289326978,27.380954643041093,-0.7709978392381798,7.327529690140844,0.041760619519417,1.1677138932054139,-0.018068607338150584,-0.11463844797178127,-0.06426099851705386,1.1754744640627555,0.44257986476197986,-0.08854745252747655,0.08436404456808563,4.412698412698412,5.932458823529412,0.04543235065686036,-0.22382621772314545,1.1965832546218824,-0.7709978392381798,7.4159493176470574,-0.7709978392381798,6.278240740740741,1.0857443013816659,8.850992314965456,-9.91866376180104,6.044336974789915,11.46733495432437,-0.8009562124829289,0.05816261851741648,0.3401416342126158,0.385932888595004,48.53093654769288,0.021467334054782305,19.73949579831933,0.01624684179928685,5.7413902704929844
Result3952231,COc1cc(CNc2ccc(Nc3cccc(P(C)C)c3)c(C)c2)cc(OC)c1,29.0634,118.0608,0.1412,O=C([O-])C.[K+],CC(N(C)C)=O,"29.0634, 0.9602",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.4760842589662049,3.4490740740740735,0.09259259259259278,3,29.0634,0.9602,11.49902366656781,2.5774754346182918,0.0801237105003185,5.8645223880597035,158.50323980086495,25.411843011851666,-0.10176155996747038,7.444992029850745,0.10746680688839215,0.9656061851491915,-0.17388037876959894,-0.10498584432656904,-0.05832893669630129,0.9811913087719901,0.41564208143766906,-0.21493019700922086,0.39193297252473375,2.246504782928624,5.9813366336633695,0.10653019005600223,0.1723764156116534,0.9914857065081925,-0.10176155996747038,7.5289374653465355,-0.10176155996747038,6.2957583333333345,0.9312881975006818,7.190691473847581,-47.58583990252637,5.829717218543047,38.1828234990328,-0.5295584098698073,0.027156406609809784,0.38152920977920013,0.3976413264271395,18.19910120538483,0.023941955740937684,13.172185430463577,-0.06147977285875228,1.4051342249215169
Result3952232,CCNc1cccc(P(c2ccccc2)c2ccccc2)c1,28.9857,101.5757,0.0739,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"28.9857, 1.2478",0.15285281509040824,0.06442562223749324,0.1243972321309733,0.05199823768686698,1.4760842589662049,3.4490740740740735,0.09259259259259278,3,28.9857,1.2478,0.0,3.252415458937198,0.13150965389564612,5.609435897435897,217.88658645595743,21.23040829272305,-0.512919081212732,7.188048769230768,0.11538846615939125,1.1499243051541128,-0.12605829423828308,-0.18196317239379436,-0.08623651480794338,1.2009807880157672,0.2248892177291057,0.14040767403285626,0.12447664479910708,3.4960718294051625,5.788791666666667,0.11494315944069466,-0.1499910031269281,1.092460343612083,-0.512919081212732,7.308185222222223,-0.512919081212732,6.115522727272728,1.0719706063094783,6.110330945491011,-5.475770555135637,5.851626262626261,11.861545009918906,-0.3257501734439957,0.05007400755307143,0.3735773234008945,0.34384072218769296,0.0,0.01322146213689916,17.444444444444443,-0.01987023989116151,3.6676429628300697
Result3952234,CCC1=CC(c2scnc2-c2cc(O)cc(P(CC)c3ccccc3)c2)NCC1c1ccccc1,28.8927,94.8543,0.0883,O=C([O-])C.[Cs+],CC1=CC=C(C)C=C1,"28.8927, 0.6112",0.15437109729761034,0.07445192098979814,0.1265444360281399,0.056742661225519415,1.0624999999999998,0.0,0.0,2,28.8927,0.6112,5.749511833283905,3.1780303030303028,0.13258046350202646,5.719763551401869,188.09468928973575,15.925868396484145,-0.5346434899277235,7.337976313084113,0.09050347932869422,0.9841359965275338,0.011660598586277396,-0.046207744141038884,-0.025893733573984373,0.9786398877088522,0.6228736744336756,-0.039214795848508885,0.23376483829348352,2.835796387520525,5.875615,0.09241183921945992,-0.026644908691227952,1.0906062989462706,-0.5346434899277235,7.403186966666666,-0.5346434899277235,6.217285714285714,0.9482498080666739,7.981691857126346,-15.632701878493119,5.885651231527094,12.706666433380496,-0.35529889663845626,0.04900552652330954,0.37627978050321936,0.38643202426004325,17.6432734105406,0.01916706197507158,16.852216748768473,-0.04257076944407674,4.314953372749314
Result3952244,COCP(CO)COCC1CCCO1,28.8614,117.8172,0.1089,O=C([O-])C.[Cs+],CCCC#N,"28.8614, 0.3666",0.15437109729761034,0.07445192098979814,0.1265444360281399,0.056742661225519415,1.3691437802907915,0.0,0.0,1,28.8614,0.3666,0.0,1.918803418803419,0.08744678276104731,5.807770491803279,136.7048278827174,0.0,-0.5232540732342317,7.531871344262295,0.13273921200750471,0.915966845949731,0.07468939215259586,0.02663316582914573,0.009733700642791554,0.9564220610575038,0.07216878364870322,-0.27363052398813414,0.05859158826784723,1.0444444444444445,6.209377049180329,0.13324105808641376,0.009521917864194243,1.002575454429356,-0.5232540732342317,7.888989540983607,-0.5232540732342317,6.445924242424243,0.8910929612810021,1.4001870921178075,-36.25377229080932,6.0137836363636366,39.36747257746785,-0.4169857365341941,0.03485081294031221,0.48410180930962404,0.3184238279855578,0.0,0.009750732658344436,14.018181818181818,-0.25416458536075776,-1.7462115901229025
