Unnamed: 0,SMILES,ATSC5v,AATSC5Z,MATS8se,AATS2p,ATSC5Z,Reagent1 (ul),Reagent2 (ul),Reagent3 (ul),Reagent4 (ul),lab_code,crystal_size,crystal_score
0.0,CCc1nnc(-c2ccnc(O)c2)o1,-207.66944869538727,-1.4311909262759923,-0.035132074863205943,1.4996268407735789,-42.93572778827977,53.57571881445899,91.15912537211771,105.21211708262979,78.0934291873334,0.0,0.8706408751799204,4.0
1.0,C1CCC(N2CCOCC2)C(C2COCO2)C1,-286.09511454369806,-0.09181818181818176,0.09831302103981486,1.2769560074344046,-12.119999999999992,81.75028694079406,14.527395731555991,114.38534309156641,118.32746343594565,1.0,0.05387373333333334,1.0
2.0,Cc1ccnc(-c2ccccc2)c1,43.485218762253226,-0.6348684210526315,0.24990226136340266,1.736390214863675,-24.125,135.310900207091,17.44747759903797,96.5552914657825,18.198354506955226,0.0,0.2935421486461252,4.0
3.0,Cc1ccc(-c2ccccn2)cc1C1CCCCC1,-56.85457540298014,0.012941176470588185,-0.16426935902431009,1.6177908372209473,1.3199999999999952,121.37933395053184,12.076413061302553,146.0041209941546,36.53753616047738,1.0,0.10324705333333346,4.0
4.0,Cc1ccncc1-c1ccncc1,-85.45788956877331,-0.3383322831337953,-0.3487049905243217,1.7141158932775526,-15.22495274102079,134.53094112748724,125.06776235875994,131.58932921231965,82.74194288168906,1.0,0.8756239901230347,4.0
5.0,Cc1ncc(C2CCCC(O)C2)s1,48.03319400075056,0.000944822373393768,-0.2560989619493969,1.631153012591537,0.05102040816326348,0.7758369896520592,16.352005749145313,135.28840649269821,30.870948249807306,0.0,0.6945184000000021,4.0
6.0,Cc1ccnc2c(C(N)=O)cccc12,-402.46513542630476,-1.1410147392290249,0.4474950141357473,1.7376146064848998,-55.90972222222222,128.25506285503977,80.7010778291814,110.186435771861,159.96581744540967,1.0,1.6616891335497823,4.0
7.0,Cc1ccncc1-c1ccncc1,-85.45788956877331,-0.3383322831337953,-0.3487049905243217,1.7141158932775526,-15.22495274102079,72.48383415053974,83.4693931013676,184.41087760773567,97.27527017249832,0.0,0.6766758801569259,4.0
8.0,Cc1cncc(-c2cnccn2)c1C,337.54874381184106,0.689362962962963,0.2811259092666111,1.611874436645095,37.2256,99.79163443085196,68.08686277702151,64.71987899192136,71.72461832139106,1.0,0.9969447496517077,4.0
9.0,c1cncc(Cc2cccnc2)c1,-161.82016681917582,0.17332230623818526,-0.16648241735102262,1.7052345017065529,5.5463137996219265,51.48144616657428,109.32986225365906,120.18039506024908,114.97057227351101,0.0,0.7608618894345855,4.0
,c1ccc2nc3c(cc2c1)CNC3,-317.1776525987184,-0.86332130377499,0.5884396715097864,,,90.8639,73.8196,62.4007,168.2111,0.9195217490196228,1.8322929198645943,0.0
,CC1=CSc2cc3cc(CS)ccc3cc2C1,-136.05619401978373,0.11375862008148273,-0.13907503594432985,,,159.9096,43.2108,40.9522,6.9579,0.08289739489555359,1.3960792435939708,0.0
,Cc1cnc2c(C(N)=O)cccc2c1,-748.5619676932346,-2.149305555555556,-0.8592397378859934,,,126.6143,81.815,121.8765,125.3986,0.927474081516266,1.3755476018181805,0.0
,Cc1cncc(-c2nc(C)cnc2C)c1,-837.7077472346733,-1.6103316326530612,0.1735223033061906,,,102.849,47.2528,64.8423,84.6149,0.8562241196632385,1.0876683856011236,0.0
,Cc1cccc(-c2ccccn2)c1,-268.4257122263614,-0.6480263157894737,0.24990226136340266,,,106.744,58.3593,48.3833,0.9043,0.5532270669937134,1.0807359323128671,0.0
,Cc1ccncc1-c1ccncc1,-85.45788956877334,-0.33833228313379543,-0.3487049905243217,,,94.7342,145.9378,108.0802,76.5932,0.6948951482772827,0.8173084984638221,0.0
,Cc1nc2c(-c3cnccn3)ncnc2c(C)c1C,207.2786975609033,0.5696373456790124,-0.2660386091721323,,,109.6516,91.3124,53.3627,83.399,0.863315224647522,0.7408611061020591,0.0
,Cc1cc(C)c(OCc2ccncc2C)cc1C,674.3515980747394,0.2945841594490245,0.011687606429949758,,,112.7143,33.7905,73.4303,64.5164,0.09002409130334854,0.7001415936397248,0.0
,[NH2+]=C([NH3+])c1cncc(CO)c1,-124.50147083199442,0.29155188246097313,0.4229781232393887,,,16.8567,59.6247,121.5282,128.9907,0.5083714127540588,0.4612733601677035,0.0
,CC1(Oc2cccnc2Cl)CCCCC1,238.61353375615954,1.078721659887112,-0.056366740407112335,,,29.031,38.1151,110.4307,824.7355,0.7684001922607422,0.4504887990629933,0.0
,CCc1cncc2nccnc12,-473.8716462425341,-3.2352941176470584,0.5949732179645596,,,135.3531,69.4195,71.1859,165.4162,0.4753384292125702,1.8698121186111123,0.0
,[O-][n+]1c(-c2ccccc2)sc2cc(-c3ccccc3)ccc21,71.0297289569477,-1.1829891956782714,-0.16718291126596366,,,173.0683,52.8288,39.0827,9.4449,0.12163271754980087,1.485460140292488,0.0
,c1ccc(-c2ccccn2)cc1,-136.37464951988042,-0.8201579482367662,0.3577374385718541,,,102.2258,57.3343,27.7284,15.0585,0.9136670231819152,1.4259735495394361,0.0
,CSC1CCC2[NH2+]CCCC2C1,243.71929536096002,0.8701830231741573,0.15447115859483887,,,116.3448,128.3322,70.6752,22.3248,0.7705969214439392,1.1794360535595372,0.0
,Cc1cccc(-c2ccccc2)n1,-193.68963307898133,-0.7796052631578947,0.2499022613634027,,,121.3923,38.0472,53.9644,38.4914,0.0652923658490181,1.1572776713698179,0.0
,Cc1cc2c(c3c1ccc1c4c(ccc13)CC(c1cccc(-c3ccc5ccccc5c3)c1)C4)CCC2,-819.3153382393808,-0.4416675498035111,-0.02904990880451015,,,167.7318,51.6343,42.232,152.2287,0.23493993282318115,1.1212205894336054,0.0
,Cc1ccc(-c2ccncc2)c2cnccc12,-403.0017066070216,-0.2058823529411765,0.1282687146455262,,,120.6954,50.9385,64.0982,39.963,0.2864058613777161,1.0341023402121503,0.0
,Cc1cncc(-c2cnccn2)c1C,337.54874381184106,0.6893629629629628,0.2811259092666111,,,97.9868,81.6661,0.8608,47.6821,0.6870881915092468,1.0338433024951508,0.0
,Cc1nnc(-c2cc[nH]n2)c(C)c1O,-479.61872417406266,-1.5479797979797971,0.011223119346809371,,,114.9107,39.9624,74.9928,143.4361,0.5287143588066101,0.8956607458676117,0.0
,Oc1ccc2ccccc2c1,-13.174543870492627,0.48,0.3532752347652986,,,95.0554,75.3536,36.7004,163.3962,19.86281013488769,0.8692063518625094,0.0
,Cc1cncc(-c2cncc(C)c2)c1,-439.49082302712236,-1.4755917159763317,-0.17162174678151512,,,128.6392,70.2624,71.9374,80.5545,0.9957489967346193,1.6370860970882086,0.0
,CC1=CNC(c2cccc([N+](=O)[O-])c2)NC1=NO,107.66703664788072,0.1840277777777774,0.2046352421238186,,,167.8778,77.8204,57.7849,13.76,0.08910341560840608,1.540294030593096,0.0
,CCc1conc1C1[NH+]=CN(c2ccccc2)C1=[NH2+],-331.90529997416525,-0.9962330956478976,-0.03782114692326168,,,167.1762,128.2337,39.2799,165.6336,0.9898617267608644,1.468274407485292,0.0
,Cc1cc(-c2ccccc2)ccn1,-175.81369100778954,-0.12797619047619047,0.0036008971378012366,,,156.6439,45.482,57.9163,28.7627,0.2985914945602417,1.240956148748446,0.0
,Cc1ccc(C2C[NH2+]CCC2c2ncc[nH]2)cc1C,150.78770873798558,0.237755304382312,-0.10293253903005456,,,124.5059,86.9716,52.1143,94.9371,0.19588367640972135,0.6735798360178552,0.0
,[NH3+]Cc1ccc(-c2ccccc2)c(OCc2ccccc2)c1,348.95039746995405,0.08001823917972976,0.00689268472323095,,,166.2459,62.4775,55.4253,165.5819,0.3210521340370178,0.666294088119261,0.0
,Cc1cc2ccc(O)cc2cc1O,84.87539660101277,0.975,-0.7922160327799643,,,175.7684,85.7436,9.6785,165.3378,0.04198242723941803,0.6407241537684761,0.0
,c1ccc(-c2ccc3[nH]c4ccccc4c3c2)[nH+]c1,9.134747362468874,0.0899188701923077,-0.2049753139955729,,,98.1298,74.9659,46.1517,164.7333,0.9086607694625854,0.5892761574922286,0.0
,CSc1cnc2nccnc2c1Oc1ccccc1C,526.2643679042137,0.8994137175955359,-0.12778955148060395,,,141.2964,79.4239,9.9029,4525.8989,0.8092660307884216,0.501004183052464,0.0
,O=C(c1cnc(Cl)c(O)c1)N1CCc2ccccc21,-129.9929006723358,0.4653639846743294,-0.25795897450258504,,,13.4937,79.8897,42.5896,169.4225,0.9213532209396362,0.46595142882698026,0.0
