Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS1se,base_GATS3m,base_GATS3Z,base_GATS2pe,solvent_VSA_EState9,solvent_SdssC,solvent_GATS4se,solvent_NsCH3,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3935218,CC(C)c1cccc2cc(CP(Cc3ccccc3)c3ccccc3)c(-c3cccnc3O)nc12,73.609,112.1196,0.0704,O=C([O-])C.[K+],CC(N(C)C)=O,"73.6093, 3.2832",0.1453627869996672,0.6971767885426821,0.6819085487077534,0.1574807960088896,3.4490740740740735,0.09259259259259278,1.4760842589662049,3,73.6093,3.2832,0.0,3.3170890188434052,0.11432774522396269,5.759684974093265,206.6106793032378,5.304539896238907,-0.5420811579089795,7.32045205181347,0.09135493011470452,0.8906518237722649,-0.010809281302640758,-0.023641870894142637,-0.01333895596590909,0.9029600517942199,0.5407664094860384,-0.12817624617169407,0.301965948883669,3.519570707070707,5.883745614035089,0.09152093738767618,-0.08693184419338575,1.1078682077471558,-0.5420811579089795,7.379704561403509,-0.5420811579089795,6.217044117647058,0.8693488337784955,9.173198813209957,-40.592592592592595,5.918605113636364,0.0,-0.3918856870178601,0.037803913485839856,0.351778762451589,0.4094102531978423,12.13273413692322,0.021338764972830715,17.988636363636363,0.06481776811214256,3.330436750864416
Result3935223,CC(C)c1ccc(-c2ccccc2CCP(c2ccccc2)c2ccc3ncccc3c2)c(C(=O)[O-])c1,69.754,107.4612,0.0905,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"69.7537, 5.2467",0.1453627869996672,0.6971767885426821,0.6819085487077534,0.1574807960088896,0.0,0.0,1.0624999999999998,2,69.7537,5.2467,0.0,3.5252525252525255,0.09937250150793075,5.771949494949495,194.7362983244131,15.71560718731852,-0.6193842687739997,7.357196848484849,0.09084059078871923,0.6060376370559255,0.0033267821932993556,-0.05441336455663529,-0.03159123024879031,0.5380041992298472,0.5371746679565995,-0.0314356941154748,0.26487372841328066,3.3419689119170983,5.894601694915255,0.09060904008845924,0.1039546336310296,0.9829007348707912,-0.6193842687739997,7.390442898305084,-0.6193842687739997,6.19395,0.6227288103836196,9.642894037054397,13.304266004602706,5.83691243523316,6.161910027467921,-0.6264731012385505,0.032715411104014235,0.3446733813109914,0.3765337055935271,42.595045982382736,0.02259927490611126,16.83937823834197,0.19848109662694197,2.89635457623707
Result3935216,CCP(c1ccccc1)c1ccccc1C=Nc1ccc(PC(C)C)cc1,57.71,110.4331,0.0832,O=C([O-])C.[K+],CCCC#N,"57.7095, 9.0830",0.1453627869996672,0.6971767885426821,0.6819085487077534,0.1574807960088896,0.0,0.0,1.3691437802907915,1,57.7095,9.083,0.0,2.4558180227471564,0.06295897021347688,5.547557046979867,189.44018256529276,15.913619688716722,-0.3551887341736222,7.160917275167784,0.0715835774490952,1.0272016457578075,-0.034891709499294155,-0.0979949254285538,-0.049367128070831795,0.9766125866467246,0.28381478282798467,-0.0688583428678152,0.29146170063246646,2.442760942760943,5.655585106382978,0.07228220513245033,0.09342202527129986,1.1644091583158571,-0.3551887341736222,7.217893297872339,-0.3551887341736222,6.020705357142858,0.985298500000511,6.197117165054452,-39.72839506172839,5.783050000000001,6.161910027467921,-0.37763552956207574,0.028853568151147892,0.4171737485086581,0.3513298600894976,6.2146005795353165,0.0186362395102621,15.136363636363637,-0.024318551631537025,2.3379429166133425
Result3935224,CC#CC#CP(C1CCCCC1)C1CCCCC1,54.974,104.0598,0.1172,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"54.9737, 2.7094",0.1453627869996672,0.6971767885426821,0.6819085487077534,0.1574807960088896,0.0,0.0,1.0624999999999998,2,54.9737,2.7094,0.0,1.1563088512241055,0.1413509793623014,5.465009345794392,162.08983864288163,0.0,-0.07220679012345665,7.090355289719625,0.13882165639354127,1.382205037296969,-0.17702727537123242,-0.12355367473751869,-0.047978117069517816,1.3878521638106305,0.11785113019775792,0.007413943574823919,0.1876156056980509,1.4284188034188032,5.514517647058826,0.13726475504446847,-0.12572427903612093,1.0551308332995357,-0.07220679012345665,7.1196086352941155,-0.07220679012345665,5.932806818181819,1.3051858848527067,1.0976310729378174,-15.97718486469163,5.560783653846153,0.0,-0.40844035297117365,0.05447267798356139,0.4791056259783346,0.3380055095383205,6.923737199690624,0.009511036788920343,12.153846153846153,-0.02431551199022758,3.2049089328107603
Result3935225,CC(C)P(Cc1cc2c(c3cccnc13)[N-]C=CC2)C(C)C,49.858,105.1984,0.1071,O=C([O-])C.[K+],CCCC#N,"49.8581, 0.3971",0.1453627869996672,0.6971767885426821,0.6819085487077534,0.1574807960088896,0.0,0.0,1.3691437802907915,1,49.8581,0.3971,0.0,2.3274410774410774,0.1087747991804286,5.4847830985915484,158.05426719505095,0.0,-0.030052752582514053,7.141248323943662,0.13227252563511976,0.9083974062210657,0.11230523570264278,0.0646810801112407,0.03839292845922415,0.8713081065118582,0.3636382071711815,-0.16744630273212868,0.4634600519991569,1.7511737089201878,5.708674418604651,0.13100422071878845,0.06136885790477923,1.0708330139281934,-0.030052752582514053,7.2679430000000025,-0.030052752582514053,6.103000000000001,0.8999972266120678,3.5922561154011436,2.694251907862487,5.638735915492955,0.0,-0.703188257977617,0.03993259874119855,0.40459542841047585,0.35837015846677506,18.463165529895136,0.027128461904713165,13.028169014084508,0.004171633161358032,2.2655157236466983
Result3935215,CC(C)=C(c1ccccc1)P(C)c1ccoc1[SiH](C)C,49.791,92.7657,0.1453,O=C([O-])C.[K+],CC(N(C)C)=O,"49.7915, 3.4767",0.1453627869996672,0.6971767885426821,0.6819085487077534,0.1574807960088896,3.4490740740740735,0.09259259259259278,1.4760842589662049,3,49.7915,3.4767,8.796736650091386,1.8828282828282825,0.06900431461791393,5.3904864864864885,189.329183603515,10.688061469103811,-0.35043724279835375,7.05878464864865,0.12121488659178023,1.1633198339387518,0.07033614712350363,-0.1870533772447649,-0.1076391527249485,1.1504994340552668,0.3416171304626491,0.034465699818308285,0.4767241126721884,1.6225895316804406,5.495447368421054,0.12318721872947408,-0.05274626333848447,1.3730982927568443,-0.35043724279835375,7.096965947368421,-0.35043724279835375,5.931022727272728,1.1020950479734108,3.7101040761050985,-58.07426770559996,5.735239669421487,6.664825604232536,-0.5443407973887178,0.056174670739676455,0.5588536699047854,0.37044550491645784,6.263162995639057,0.028323452728475796,14.933884297520661,-0.09759485213070959,4.935427788059192
Result3935212,C1CCC(CP(C2CCCCC2)C2CCCCC2)CC1,47.481,101.3075,0.1188,O=C([O-])C.[K+],CC(N(C)C)=O,"47.4813, 6.0788",0.1453627869996672,0.6971767885426821,0.6819085487077534,0.1574807960088896,3.4490740740740735,0.09259259259259278,1.4760842589662049,3,47.4813,6.0788,0.0,0.6144505160898603,0.15621514180304005,5.393041666666668,137.00113403742793,0.0,0.38015432098765467,7.048325583333333,0.153853703952977,1.513634915139545,-0.11077971390603772,-0.08920481174816436,-0.03491520565614102,1.5180702978660892,0.19001991384646116,-0.042718704366331454,0.029205060128064984,0.7694283879254977,5.509128205128203,0.15241974591527913,-0.08764282531385599,0.9999635160772484,0.38015432098765467,7.116669829059828,0.38015432098765467,5.906157894736843,1.4515935136691698,-0.44524435364115966,7.47061728395062,5.4328236994219665,6.161910027467921,-0.25612885732452906,0.05420192384561437,0.5161643031718419,0.2453583421226262,0.0,0.011978028599776236,9.907514450867051,-0.023760456879651448,4.432344335784111
Result3935217,CP(C)C#Cc1ccncc1,40.908,103.8701,0.1175,O=C([O-])C.[K+],CC(N(C)C)=O,"40.9081, 1.5585",0.1453627869996672,0.6971767885426821,0.6819085487077534,0.1574807960088896,3.4490740740740735,0.09259259259259278,1.4760842589662049,3,40.9081,1.5585,0.0,1.7291666666666665,0.12915286099240003,5.582095652173914,224.895326401863,0.0,-0.10566263542454002,7.178906347826089,0.14147431124348483,0.9886040943595839,-0.6375160863787385,-0.6581660336408031,-0.28953335720253015,0.9324157341937256,0.07216878364870322,-0.14834131362939265,0.4543430253956569,1.8596491228070178,5.628484848484849,0.14152588150926015,-0.24980650474092253,1.119815628450497,-0.10566263542454002,7.228495454545454,-0.10566263542454002,6.0653571428571444,0.9461498838774977,2.106336763230084,-19.771618935640102,5.743526315789474,13.329651208465071,-0.3999573262401531,0.06564837755102063,0.5104106074182091,0.3524704460626149,12.13273413692322,0.01931998746712645,23.473684210526315,-0.015210536765247116,0.9317256622210509
Result3935221,[c-]1ccccc1CP(c1ccccc1)c1ccccc1,39.054,105.5564,0.0824,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"39.0545, 4.3507",0.1453627869996672,0.6971767885426821,0.6819085487077534,0.1574807960088896,0.0,0.0,1.0624999999999998,2,39.0545,4.3507,0.0,2.982905982905983,0.12086541789496327,5.624045977011494,207.47876600827874,10.609079792477814,-0.3584104938271604,7.182616459770114,0.12024868689034196,1.0685996696257103,-0.06445521223977552,-0.08433734939759038,-0.037483266398929065,1.0753273061484787,0.19001991384646116,-0.06564217168335457,0.07755984676518599,3.634538152610441,5.711540983606557,0.11969496883265762,-0.13410878161484519,0.9185306565627763,-0.3584104938271604,7.23357380327869,-0.3584104938271604,6.054236842105263,0.9807735134733876,5.705049164867749,42.008192348727334,5.714897590361445,0.0,-0.47089312488956947,0.04844249710044444,0.37435115919461504,0.3230023061989058,12.13273413692322,0.011978028599776147,16.542168674698797,0.0355720628706249,3.59546635815744
Result3935219,OCP(CP(CP(CO)c1ccccc1)c1ccccc1)CP(c1ccccc1)c1ccccc1,28.836,109.8163,0.1334,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"28.8357, 9.1122",0.1428941881283608,0.5051641116163132,0.476153268219384,0.1556534312908589,3.4490740740740735,0.09259259259259278,1.4760842589662049,3,28.8357,9.1122,0.0,1.7142759702612373,0.18666721343890932,5.609777973568281,199.6333330124788,21.21815958495563,-0.6417459981022193,7.251303607929515,0.1312368056395138,1.1282719357314734,-0.08418693442597124,-0.12333980711609599,-0.05874370853513327,1.0419947170212365,0.23570226039551584,-0.077442723609097,-0.021032783654565994,2.213197969543147,5.619506896551724,0.13442004937232943,-0.04613483637385539,0.9792123981885638,-2.230858131112811,7.230887991379309,-0.4901995441523661,6.057914285714286,1.0938300535131626,7.347795153030042,9.91817034231826,5.702177664974619,30.40493603413916,-0.3186446636757876,0.10863012337319844,0.4881036289349832,0.3395135033770617,6.06636706846161,0.013676971978424508,20.695431472081218,-0.08956136745987733,6.6197322043454925
