Unnamed: 0,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,yield
0.0,O=C([O-])C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CC(N(C)C)=O,0.1,105.0,5.47
1.0,O=C([O-])C(C)(C)C.[Cs+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CC(N(C)C)=O,0.1,105.0,29.16
2.0,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,90.0,10.34
3.0,O=C([O-])C(C)(C)C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.64
4.0,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,90.0,13.19
5.0,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,90.0,16.92
6.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.15
7.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,29.4
8.0,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,90.0,9.59
9.0,O=C([O-])C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CC(N(C)C)=O,0.1,105.0,7.26
,O=C([O-])C(C)(C)C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.08900000000000001,105.1149,64.32919999999997
,O=C([O-])C.[Cs+],CC(C)c1cc(CCP(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.1055,104.9371,61.36459999999998
,O=C([O-])C(C)(C)C.[K+],CC(C)P(Cc1cccc2c(-c3c(N(C)C)cccc3N(C)C)cccc12)C(C)C,CCCC#N,0.1115,105.0166,46.85930000000004
,O=C([O-])C(C)(C)C.[K+],CC(C)P(Cc1cccc2c(-c3c(N(C)C)cccc3N(C)C)cccc12)C(C)C,CCCC#N,0.1155,104.7522,46.738200000000035
,O=C([O-])C.[K+],CC(C)P(c1ccccc1-c1c(N(C)C)cccc1N(C)C)C(C)C,CC(N(C)C)=O,0.1245,104.89,45.37059999999998
,O=C([O-])C.[K+],CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,CC(N(C)C)=O,0.1402,90.0634,25.397800000000025
,O=C([O-])C.[K+],CC12CC3(C)OC(C)(O1)C([N+](=O)[O-])C(O2)P3c1ccccc1,CC(N(C)C)=O,0.0574,90.0243,22.1401
,O=C([O-])C.[Cs+],CC(C)P(c1cc(C(c2ccc(C(F)(F)F)cc2)c2c(C(F)(F)F)c([O-])nn2-c2ccccc2)cc(C(F)(F)F)c1)C(C)C,CC(N(C)C)=O,0.128,90.9019,14.654999999999998
,O=C([O-])C(C)(C)C.[K+],Cc1cc(C)c(P(c2ccccc2)c2ccccc2-c2c(N(C)C)cccc2N(C)C)c(C)c1,CCCC#N,0.0952,105.2305,8.580599999999997
,O=C([O-])C.[K+],C(=CP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,CCCC#N,0.1138,105.2845,4.823300000000003
,O=C([O-])C.[Cs+],CC(C)c1ccc(-c2ccc(C(C)C)cc2P(C2CCCCC2)C2CCCCC2)c(CP(C)C)c1,CC1=CC=C(C)C=C1,0.1491,104.5734,52.81830000000001
,O=C([O-])C.[K+],CC(C)P(c1ccccc1N(C)C)c1ccccc1N(C)C,CC(N(C)C)=O,0.0616,104.8013,39.19140000000002
