Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS3m,base_GATS2pe,base_GATS3Z,base_GATS1se,solvent_GATS4se,solvent_SdssC,solvent_NsCH3,solvent_VSA_EState9,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3950531,CC(C)c1c[c-]c(-c2ccccc2C(C)C)c(P(c2ccccc2)c2ccccc2)c1,85.077,112.9894,0.0839,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"85.0770, 0.4842",0.5051641116163132,0.1556534312908589,0.476153268219384,0.1428941881283608,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,85.077,0.4842,0.0,3.357487922705314,0.11073423419994112,5.61741052631579,220.39958648304778,15.913619688716722,-0.6942870790291429,7.1778305999999965,0.1087618670886077,1.07339437731704,-0.08895223486764735,-0.0570114955209391,-0.032297831915651595,1.0777644230769232,0.3319273052604535,0.03805442676876007,0.3279902281034364,3.6227390180878554,5.690183486238532,0.10760485478934584,-0.18824811814153156,1.0973716103620663,-0.6942870790291429,7.221114348623849,-0.6942870790291429,6.0411093750000004,1.0180327949641237,7.53932513690369,-7.870126509202007,5.7804651162790694,0.0,-0.4369522430335338,0.038224223472740494,0.364581208565149,0.32578953069659616,0.0,0.022569771429332114,18.267441860465116,0.0696591503100663,3.3890473489813164
Result3950542,CC1=NC(C)(P(c2ccc(O)cc2)c2ccccc2N(C)C)N(Cc2ccccc2-c2ccccc2)C1(C)O,82.925,109.0525,0.1164,O=C([O-])C.[Cs+],CCCCOC(C)=O,"82.9246, 1.3626",0.056742661225519415,0.15437109729761034,0.07445192098979814,0.1265444360281399,1.0555555555555556,-0.18199074074074065,2,0.0,82.9246,1.3626,11.153460273195728,3.414914914914915,0.09665102278751257,5.818666666666667,194.46035831991438,15.508989523328292,-1.1585000186631584,7.377194843137257,0.08718359759711103,0.9628452196725746,0.012347786145822392,-0.009790777299060539,-0.0067290924512298745,0.9890377473170034,1.1373336065072492,0.015426532045688942,0.321034607900063,3.533078880407125,6.0378911111111115,0.08745470932869864,-0.06405808825963585,1.1671880993155312,-1.1585000186631584,7.5296142074074055,-1.1585000186631584,6.294487341772152,0.9333592517472953,9.92287324239455,103.90080219478739,5.920501145038168,18.99525369620486,-0.44473739414825547,0.030545374059371595,0.3378760106408796,0.3767808447889957,32.046575604766076,0.03126489181056013,17.11832061068702,0.10922580201353753,2.332221122244915
Result3950539,CCc1cc(-c2ccccc2)ccc1-c1cc(C)ncc1-c1ccc(P(Cc2ccccc2)C(C)C)cc1,81.964,100.9098,0.0999,O=C([O-])C.[Cs+],CC(N(C)C)=O,"81.9635, 0.2531",0.056742661225519415,0.15437109729761034,0.07445192098979814,0.1265444360281399,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,81.9635,0.2531,0.0,2.9371492704826037,0.09654941030147862,5.608077586206896,189.4437853172913,5.304539896238907,-0.2782728296951804,7.186557982758618,0.10387521148807928,0.9423469662250864,-0.10693275923901152,-0.10044023463569414,-0.05619957613655347,0.914274893818198,0.500608138052643,0.005929995256535227,0.36771612715985574,2.7080219232685603,5.735977443609023,0.1026694094009565,-0.06828713405241582,1.057696475495201,-0.2782728296951804,7.259157368421052,-0.2782728296951804,6.087307692307693,0.9223267108203753,9.485295685710634,-37.57880402925448,5.7395134529147995,0.0,-0.3864189979283917,0.031446937726436155,0.3617050912947687,0.3669950385405831,0.0,0.021447503196603577,14.68609865470852,-0.03360923866291549,2.9986906526815957
Result3950533,COc1cc(-c2ccccc2)ccc1C(C)(O)C(C(C)C)P(c1ccccc1)c1ccccc1-c1ccccc1,80.517,95.8982,0.0582,O=C([O-])C.[K+],CC(N(C)C)=O,"80.5172, 0.4600",0.6971767885426821,0.1574807960088896,0.6819085487077534,0.1453627869996672,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,80.5172,0.46,5.749511833283905,3.486796213253612,0.10822078528432422,5.723896341463415,206.79638111669877,15.345942746277863,-0.9842490068616414,7.308429420731709,0.08920894884794202,0.9196361534158647,-0.08625101023297459,-0.14895715896279593,-0.08913813459268004,0.9173857742802342,0.39441866353195126,0.005241472872518583,0.2682822812332888,3.1315789473684212,5.865781021897811,0.08898943598707973,-0.06403076762421911,1.0335039080420487,-0.9842490068616414,7.384431503649631,-0.9842490068616414,6.169043209876544,0.9043418301810873,10.184169708858887,-137.3560278105732,5.986406390977443,7.109797541277533,-0.5288568111795637,0.03500734177608092,0.3471900146355824,0.38379894304991014,25.122838405075456,0.023279038273019654,17.526315789473685,-0.12229652150727366,3.3630115330403205
Result3950541,c1ccc(C(C2CCCCC2)P(CCc2c3ccccc3cc3ccccc23)c2ccccc2)cc1,80.228,118.2603,0.0991,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"80.2278, 0.0738",0.05199823768686698,0.15285281509040824,0.06442562223749324,0.1243972321309733,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,80.2278,0.0738,0.0,2.296998420221169,0.11567475582113257,5.516630036630037,193.44592564999164,5.304539896238907,-0.35278985050810396,7.120137179487179,0.11419434001670836,1.0363203590565375,-0.0703277402528007,-0.09470218497455847,-0.048281018723391265,1.0400877192982458,0.5512279451342286,0.03127263691170594,0.23552577691988086,2.292972459639126,5.714637037037037,0.11331309536118864,0.03593434789170838,1.0972811210082558,-0.35278985050810396,7.235553792592591,-0.35278985050810396,6.055243421052631,0.9890085765214448,8.123528749992163,-45.24124157219442,5.68773717948718,6.161910027467921,-0.3729713329040382,0.03842775966313117,0.37169699542941176,0.37298888142049447,0.0,0.015224189700342993,15.602564102564102,-0.06095854198495847,4.290400302149338
Result3950530,CC(C)Cc1cc(F)cc(F)c1-c1c(O)cccc1P(C(C)C)C(C)C,78.372,103.9905,0.0633,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"78.3718, 1.6309",0.6971767885426821,0.1574807960088896,0.6819085487077534,0.1453627869996672,1.0624999999999998,0.0,2,0.0,78.3718,1.6309,17.383953515375694,3.374305555555556,0.1424798534926178,5.8417276995305185,190.80978086756753,5.304539896238907,-0.6075724888720921,7.443493408450706,0.07774312564921698,0.6203570105350447,-0.029124974169870983,-0.16105774917788448,-0.10467422640784162,0.6099393020021783,0.3290786380078254,-0.05335604610220432,0.38192484220694317,2.885658914728682,5.791740000000002,0.0764587373093013,-0.061499882072603915,0.8842979566659339,-0.6075724888720921,7.344286960000002,-0.6075724888720921,6.196857142857143,0.6383340656069708,4.424903530470181,-65.67808590960105,6.112455813953489,0.0,-0.3172373974320838,0.05089549618560825,0.39615576936750174,0.4062939372441722,25.980208536304467,0.036823390357265035,17.406976744186046,0.05747741098556047,3.045302293551245
Result3950540,Cc1ccccc1P(c1ccccc1-c1ccc2ccccc2c1)c1c(C)ccc(C(N)=O)c1-c1ccccc1O,76.25,103.4753,0.1501,O=C([O-])C.[K+],CC(N(C)C)=O,"76.2503, 2.8255",0.6971767885426821,0.1574807960088896,0.6819085487077534,0.1453627869996672,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,76.2503,2.8255,5.749511833283905,4.90661938534279,0.1537019744679884,5.920023346303501,242.05155110149798,21.647287165878907,-1.191929945503578,7.4236129105058355,0.06526883756152976,0.8636091609016634,-0.1336874284375032,-0.17060200424255723,-0.10660510084587482,0.8227926150446179,0.76425724194565,0.028522040294394892,0.2223806333761488,4.95852534562212,5.916935483870967,0.06687888545832582,-0.13878401611805333,0.9337014785536141,-1.191929945503578,7.393042354838709,-1.191929945503578,6.244256578947368,0.8498246571274973,11.855705969552528,-4.470610132714194,6.002904608294931,0.0,-0.355278105823604,0.049387188074203385,0.3247170827895779,0.4099793920794305,18.19910120538483,0.02425982479506226,21.88479262672811,0.1359432011597851,5.2253725169815235
Result3950534,S=C=CP(c1ccccc1)c1ccccc1,51.267,91.2224,0.1201,O=C([O-])C.[K+],CC(N(C)C)=O,"51.2668, 1.4411",0.6971767885426821,0.1574807960088896,0.6819085487077534,0.1453627869996672,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,51.2668,1.4411,0.0,3.2716049382716053,0.08340064404885555,5.578692307692308,223.36976800272626,10.609079792477814,-0.4912551440329218,7.25671476923077,0.060924369747899124,1.1204598834719648,-0.16558791295982833,-0.19444444444444442,-0.08641975308641976,0.8646332219110264,0.11785113019775792,-0.026766502105372136,-0.07616057150472132,3.1481481481481484,5.712372093023256,0.06506945847427811,-0.11079930319985151,0.9942297441364605,-0.4912551440329218,7.249948000000003,-0.4912551440329218,6.056250000000001,0.9707333132953633,4.567977837615683,-10.32373113854595,5.802814814814814,0.0,-0.32318377315057906,0.043694517386181166,0.40227366065164016,0.33354756706013355,17.949842648299015,0.01069991638753533,21.14814814814815,-0.03400512634711231,2.815335577033696
Result3950543,CC(C)C(c1ccccc1)P(c1cccnc1)C(F)(F)P(c1ccccc1)c1cccnc1,45.262,115.6489,0.1182,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"45.2622, 1.0483",0.5051641116163132,0.1556534312908589,0.476153268219384,0.1428941881283608,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,45.2622,1.0483,0.0,4.79766803840878,0.12700385403852701,6.245057777777779,228.52637083841213,15.913619688716722,-1.9995211325270834,7.744540293333331,0.11193899018232817,0.5674616914950157,-0.12319336367952219,-0.1776922835502365,-0.10607427900528336,0.5375036383327072,0.23570226039551584,-0.1249412290998324,0.12308200718677816,5.175724637681159,5.998323076923076,0.11055177705041423,0.04142095565960918,0.9271637038060028,-3.959124727051314,7.501897932692307,-1.9596035945242305,6.237629032258066,0.5690621534117594,8.15760773760324,-38.41965732849582,6.573804347826088,0.0,-0.3753290462785002,0.05581920629271239,0.3784880208487485,0.4093132472534542,80.57751215245897,0.02303564942707012,25.53804347826087,-0.11030256788804423,2.906391178450326
Result3950538,CC(C)C(c1ccc(P(C(C)C)C(C)C)cc1)N(C)O,45.086,118.8658,0.0759,O=C([O-])C(C)(C)C.[K+],CCCC#N,"45.0860, 2.1276",0.5051641116163132,0.1556534312908589,0.476153268219384,0.1428941881283608,1.3691437802907915,0.0,1,0.0,45.086,2.1276,0.0,1.217138707334786,0.1416836018581236,5.184441935483871,137.18978554510255,5.304539896238907,-0.11219156798521857,6.943577612903225,0.11583758129724016,0.9398720434719283,0.13712070408950722,0.05335628227194488,0.02987951807228914,0.8206350097706004,0.09622504486493763,-0.14508626353496565,0.38727596042114165,0.781124497991968,5.639824175824175,0.11363973073010493,0.11254790617499108,1.4607861261339636,-0.11219156798521857,7.246291296703295,-0.11219156798521857,6.080161999999999,0.9864996025520891,2.392020933550551,-83.45305679012347,5.738993975903615,7.04767198267719,-0.3224506167153228,0.04992922932800001,0.4516451752545921,0.3236396051838115,0.0,0.03742091235003187,9.626506024096386,-0.0900328300035093,0.8589871083345397
