Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS2pe,base_GATS3Z,base_GATS1se,base_GATS3m,solvent_GATS4se,solvent_SdssC,solvent_NsCH3,solvent_VSA_EState9,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3938418,CC(C)c1cc(C(C)C)c([N-]c2ccccc2P(c2ccccc2)c2ccccc2)c(C(C)C)c1,47.466,102.6843,0.0664,O=C([O-])C.[K+],CC(N(C)C)=O,"47.4657, 0.3811",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,47.4657,0.3811,0.0,3.17037037037037,0.09736491644124685,5.740041322314049,211.75046932611554,15.913619688716722,-0.7231702873193175,7.271256545454542,0.10547052221877307,0.9915416733917655,-0.25026310840482047,-0.34262145352798773,-0.19821021202361788,0.953525805372868,0.36039797265996265,-0.056056237217156225,0.39964415695047106,3.1808910359634996,5.707461538461541,0.10403520684070179,-0.10388156974769726,1.2644191845401076,-0.7231702873193175,7.243345107692308,-0.7231702873193175,6.058800000000001,0.976019426741461,7.830769439652453,-129.74734224965707,5.903028985507248,0.0,-0.6969644009941994,0.032014824518042224,0.36984880267764914,0.3358194549918878,0.0,0.02557521319054242,17.028985507246375,0.09236363984116941,2.6677844305809586
Result3938413,c1ccc(P(CP(c2ccccc2)C2CCCCC2)c2ccccc2)cc1,45.646,101.0212,0.0906,O=C([O-])C.[K+],CCCC#N,"45.6456, 0.9846",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.3691437802907915,0.0,1,0.0,45.6456,0.9846,0.0,1.7472035794183445,0.15119754113736478,5.513854748603352,192.98718655712193,15.913619688716722,-0.3098624758545394,7.117036648044693,0.15171523258846506,1.2776459951586099,-0.05389344748242286,-0.02223208123829246,-0.010186335403726725,1.2855935915889602,0.23570226039551584,0.007497327267502604,0.07578710419254438,2.231193926846101,5.594545098039217,0.1516692809900996,-0.12192557033589749,0.9489424244360667,-0.4415957000083979,7.164826205882351,-0.13173322415385846,5.9766724137931035,1.1679771039112583,5.463467541070549,53.801730435669846,5.5749440993788815,5.902998432009833,-0.31919282197792076,0.06939044258332779,0.4410990611196309,0.3307144527632393,0.0,0.012681382385227124,17.285714285714285,-0.04485675463105893,4.89908616271772
Result3938406,[C-]#CC=CP(c1ccccc1)c1ccccc1,44.319,102.9834,0.1079,O=C([O-])C.[K+],CC(N(C)C)=O,"44.3189, 0.3709",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,44.3189,0.3709,0.0,3.346743295019157,0.11546930919973265,5.587187500000001,217.51773906415326,10.609079792477814,-0.5198199588477366,7.161724125000001,0.11530539772727279,1.0903981991772105,-0.06149229553603117,-0.22985347985347987,-0.09948474038842647,1.0984848484848484,0.11785113019775792,-0.03391629344853026,-0.0167835924988376,3.966666666666667,5.71808695652174,0.11494113118487131,-0.008577774153716885,0.9781629384718704,-0.5198199588477366,7.237916043478264,-0.5198199588477366,6.053700000000003,0.9828465156985012,4.9396939615057205,12.131266422982625,5.808183333333331,0.0,-0.6565609102952907,0.049437094762515316,0.3768455514703,0.3226936244535566,12.13273413692322,0.010070509541209775,16.633333333333333,0.03190904070922838,2.7898379804764764
Result3938407,CC(=N[N-]c1ccc(P(c2ccc([CH-]C(C)C)cc2)C(C)C)cc1)[N-]c1ccccc1,42.963,90.6803,0.0902,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"42.9627, 0.9210",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.0624999999999998,0.0,2,0.0,42.9627,0.921,0.0,2.737717309145881,0.08998965467980202,5.533343820224716,188.41443364061027,10.609079792477814,-0.41999551218370956,7.162780898876405,0.10997744521320363,0.7626866913128956,-0.058320555479585805,-0.0728941772580587,-0.03908296028326197,0.6890194309003542,0.28624495871139877,-0.013383250787563701,0.4006882941334165,2.4668158090976884,5.778767592592594,0.1079205161682518,0.10602227828620854,1.181989771982783,-0.41999551218370956,7.309460259259258,-0.41999551218370956,6.1480562500000016,0.7868161503757413,7.048206822951586,-86.28637864364536,5.878983892617451,0.0,-0.7808604772868177,0.02999510509812267,0.36473591209061523,0.308047529609175,49.38830667892189,0.024306115129134144,15.12751677852349,0.40493431568932725,1.3619678092152112
Result3938405,[CH2-]C[N-]C(P(C)c1ccccc1)P(c1c(C)ccnc1C)C(C)C,40.317,94.2122,0.1152,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"40.3174, 2.5581",0.1556534312908589,0.476153268219384,0.1428941881283608,0.5051641116163132,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,40.3174,2.5581,0.0,1.9968253968253968,0.14185270544961523,5.565511848341232,182.52359148140482,10.609079792477814,-0.42913821701520116,7.188811582938389,0.15545271152248713,1.0498682854692867,-0.19874880732776004,-0.3172010485985078,-0.17690058479532164,0.9737575752352622,0.2342920386527526,0.0318802479244662,0.3017501727156487,1.8414554905782974,5.616630434782608,0.15489696552420978,0.023459701060628876,1.2324806985041405,-0.7999739648945998,7.221207271739131,-0.37083574787939866,6.021367924528302,1.0278250186328648,4.1031161262136395,-75.77242676601652,5.80036081871345,13.20958201014511,-0.8190715250037983,0.06599948852825731,0.4643558225002355,0.33191894210451245,6.196843571613076,0.025740860399407123,16.485380116959064,0.3762887984042306,2.077998048666559
Result3938416,CC(C)Cc1cc(C(C)C)ccc1Oc1ccc([O-])cc1P(C(C)C)C(C)C,38.615,115.1099,0.1193,O=C([O-])C.[K+],CC(N(C)C)=O,"38.6155, 1.4738",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,38.6155,1.4738,11.49902366656781,2.106906906906907,0.0929953575370285,5.713707762557077,170.94457171282255,15.147930244879662,-0.47481430741020714,7.370676246575343,0.10499835973329916,0.8062944611050209,0.04461071380630666,-0.08928462470472355,-0.0529255539021164,0.7312227426727076,0.2909463691732222,-0.12203199499432862,0.46096205652380695,2.1052322163433277,5.675542372881356,0.10335063669869293,0.0010682680018059992,1.160769323040533,-0.47481430741020714,7.2643759999999995,-0.47481430741020714,6.07056923076923,0.8336935496160282,4.189282553068583,-42.76652922453705,5.855026984126983,0.0,-0.8889631757984978,0.031170379593315332,0.4125031369412244,0.37049438434005383,6.06636706846161,0.03539577336071808,13.984126984126984,0.07727685658174181,1.369163376227852
Result3938414,CC([S-])[C-](Cc1ccccc1)Cc1ccccc1P(c1ccc([O-])cc1C(C)(C)C)C1CCCCC1,37.432,113.3149,0.1032,O=C([O-])C.[K+],CCCC#N,"37.4315, 4.6701",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.3691437802907915,0.0,1,0.0,37.4315,4.6701,0.0,2.221288515406162,0.0939882080554395,5.680267132867131,199.39515628327524,15.71560718731852,-0.5826653730765283,7.275583353146851,0.07439618754310287,0.8050030382510169,-0.152881626763655,-0.15995887191539354,-0.0942693905817174,0.6236634610425801,0.379478218960815,-0.08184957813953019,0.2978802645162925,2.403240740740741,5.678541666666664,0.07600637163872036,-0.12712168660109233,0.9121298866728048,-0.5826653730765283,7.24236936111111,-0.5826653730765283,6.04543670886076,0.8378011213390638,5.749321833024702,-61.14814814814814,5.73865875,0.0,-0.8890114704229922,0.03408076931150112,0.3891679271657399,0.3238554200408369,6.06636706846161,0.028389209825425612,17.0875,0.37400815696445255,3.121024316255234
Result3938403,O=C=NCP(c1ccccc1)c1ncc[nH]1,36.353,104.9286,0.0877,O=C([O-])C.[K+],CCCC#N,"36.3532, 0.1133",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.3691437802907915,0.0,1,0.0,36.3532,0.1133,5.565492902541839,4.76,0.12057971619192495,6.1589399999999985,190.04794351220303,10.870032798780747,-0.7155606995884776,7.689219760000001,0.09149512566490686,0.7742520967996056,0.02671006850179194,-0.20716049382716054,-0.09193513039666887,0.7492783793591341,0.16596365263022672,-0.11420903097486007,0.09753069772718023,5.111111111111111,6.136011904761905,0.0937433128466867,-0.010087721994509186,0.927614470363878,-0.7155606995884776,7.626898238095241,-0.7155606995884776,6.471592592592595,0.737554075959432,4.703220621925752,17.08773467747827,6.267,6.285844810454487,-0.35683436396651097,0.05227365204059287,0.3705165030292578,0.38881646335443176,30.33183534230805,0.01069991638753533,18.22222222222222,0.07202688162930496,1.3877817717079177
Result3938408,CN(C)c1cccc2c(-c3ccccc3P(C)C(C)(C)C)cccc12,35.833,112.0534,0.0952,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"35.8333, 3.5188",0.1556534312908589,0.476153268219384,0.1428941881283608,0.5051641116163132,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,35.8333,3.5188,0.0,2.2733469665985004,0.09730528517046791,5.512156626506024,172.78259992552697,10.204449627089385,-0.24704425734628543,7.125771819277108,0.12710828648252256,1.1021310859644504,-0.1531735447608206,-0.09769065520945215,-0.0647561409754361,1.1205014082586933,0.3495849299935525,-0.17039934675901677,0.4732880684930649,1.8915032679738562,5.709270833333335,0.12529605146009515,-0.11043795379499775,1.0528280226580462,-0.24704425734628543,7.265446187499999,-0.24704425734628543,6.066218181818182,1.05422828669358,5.4168700262200264,-53.35551951619353,5.6519088235294115,25.660079300437395,-0.44540174458729054,0.03469177743954966,0.3932111000982168,0.37101614954607126,0.0,0.03474658176371573,13.523529411764706,-0.08916501879164775,1.970158142593203
Result3938404,CCC(C)(CCCP(C(C)(C)C)C(C)(C)C)CCP(C(C)(C)C)C(C)(C)C,35.295,101.7586,0.0907,O=C([O-])C(C)(C)C.[Cs+],CCCC#N,"35.2947, 3.0379",0.15285281509040824,0.06442562223749324,0.1243972321309733,0.05199823768686698,1.3691437802907915,0.0,1,0.0,35.2947,3.0379,0.0,0.33630952380952384,0.14699241960875556,5.079671875,111.23777075735319,0.0,0.02677088290734697,6.860283963541669,0.14230769230769238,1.82956230007022,0.30765543638533616,0.09934063961221774,0.06289605501435035,1.8353474320241694,0.0,-0.3961089363350675,0.21330751480436833,0.3345888261142498,5.375307692307693,0.13955273825918088,-0.21291642391777152,1.3962737008343153,0.07126311670072716,7.036385153846154,0.04449223379338019,5.8312124999999995,1.7420586294655485,-0.8164965809277263,12.721491190931822,5.386252824858756,12.323820054935842,-0.27754320622053635,0.055988790310204775,0.5518621200795054,0.25493159846428637,0.0,0.06204627741110179,7.519774011299435,0.10799774215873913,0.6799476640413638
