Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS3Z,base_GATS3m,base_GATS1se,base_GATS2pe,solvent_NsCH3,solvent_GATS4se,solvent_SdssC,solvent_VSA_EState9,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3941788,Cc1ccc(C)c(P(Cc2ccccc2-c2ccccc2CP(C)C)C(C)C)c1,76.359,107.2775,0.1070,O=C([O-])C(C)(C)C.[Cs+],CCCC#N,"76.3593, 1.3294",0.06442562223749324,0.05199823768686698,0.1243972321309733,0.15285281509040824,1,1.3691437802907915,0.0,0.0,76.3593,1.3294,0.0,1.7423423423423425,0.14894601876684377,5.505129629629631,188.81530984339528,5.304539896238907,-0.25695308198725275,7.114522055555551,0.1479514679947621,1.3435717093285588,-0.1893136969014975,-0.1951111111111111,-0.11060720584530107,1.3508682514834909,0.38944264861656924,-0.13368469021992702,0.4574335892184907,1.7942386831275718,5.515807017543861,0.14712769685914243,0.01604479343416025,1.1916701630494864,-0.21698884261273976,7.115951508771928,0.03996423937451299,5.950915384615387,1.2431430719185133,5.059554131268214,-72.74152459337644,5.6509444444444465,13.329651208465071,-0.33975665107264336,0.06486317297397495,0.46872925681451066,0.3399316005122801,0.0,0.027901119367896028,15.555555555555555,-0.030690597705230974,3.846393031679585
Result3941778,CCP(CC)C(C)P(c1cccc(C)c1C)C(C)P(c1ccccc1C)C(C)P(CC)C(C)(C)C(C)(C)CC,74.177,105.5074,0.1036,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"74.1767, 2.7814",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,2,1.0624999999999998,0.0,0.0,74.1767,2.7814,0.0,0.9070505958752586,0.17653818573634453,5.2969639215686275,146.30907362639732,10.609079792477814,-0.34493748425296045,6.989497205882353,0.17599999999999996,1.6967339589145325,0.03309398401740917,0.027893686089579716,0.01691095630489569,1.705199999999999,0.3068123293196758,0.0029291385968465574,0.37046097853796917,0.7738507738507738,5.385240860215056,0.17530090596276365,-0.03243908134851137,1.2540966381615333,-0.7916548905971643,7.040257349462366,0.026259066995474534,5.856839999999997,1.568493170381021,2.781495276001481,40.043847881483494,5.397069646569648,18.485730082403762,-0.3411883912858592,0.0857141970148519,0.5435372404326128,0.3271399390696125,0.0,0.03530901531762461,12.90852390852391,0.03637372790366129,3.551398056849356
Result3941789,CCP(c1ccc(C2CCCCC2)cc1)C(C)(CC)CC,47.5,100.8873,0.0927,O=C([O-])C.[Cs+],CCCC#N,"47.5002, 8.2311",0.07445192098979814,0.056742661225519415,0.1265444360281399,0.15437109729761034,1,1.3691437802907915,0.0,0.0,47.5002,8.2311,0.0,0.9424836601307189,0.13339647606391078,5.246994413407823,124.6500191665328,5.304539896238907,-0.029049969439078227,6.962140178770951,0.13012112338613072,1.4453550442123446,-0.012209231174227068,0.03677359303149439,0.018525517202765865,1.4500143389733304,0.15515060996381658,0.006386935641459667,0.3458035265154288,0.6513605442176871,5.507276190476191,0.1282260763238194,0.1290398837985841,1.2861162368151127,-0.029049969439078227,7.114772,-0.029049969439078227,5.916927272727273,1.3816760092049416,1.7070039976574023,-33.446713746210776,5.444155612244899,6.161910027467921,-0.3249785112455027,0.04715682937249386,0.4793313695393198,0.3146577473138114,0.0,0.02117650491039928,8.316326530612244,-0.0008377363724673673,2.778516717921803
Result3941792,Cc1c(Cl)cc(O)cc1N(C)CC=CP(c1ccc(O)cc1)c1c(O)ccc2cc(O)ccc12,44.938,108.2858,0.0842,O=C([O-])C.[Cs+],CC(N(C)C)=O,"44.9378, 1.5758",0.07445192098979814,0.056742661225519415,0.1265444360281399,0.15437109729761034,3,1.4760842589662049,0.09259259259259278,3.4490740740740735,44.9378,1.5758,22.99804733313562,3.6136200716845877,0.17507121173816043,5.920768786127167,196.65018673889742,15.508989523328292,-1.1386120384367737,7.5569317919075125,0.018680742142164412,0.9962329349123739,-0.09918217794724461,-0.10282358352811549,-0.0677613618539204,0.9621762931570818,0.6518231422721867,-0.0757500244449154,0.16812828159325177,3.295160190865712,6.108569999999999,0.022101768705684432,-0.007496546512227824,0.9707481389252411,-1.1386120384367737,7.610588099999996,-1.1386120384367737,6.4564919354838715,0.942416503577817,9.206101025580999,-31.270260780746277,6.0018104294478505,18.492338119440245,-0.4363316155608545,0.06101163088293085,0.33597368532377836,0.4053114745885361,43.146440225437004,0.029944775410507003,18.650306748466257,0.1253392834796018,5.08222113738629
Result3941784,Fc1ccc(P(c2ccccc2)c2ccccc2)cc1,37.576,110.3980,0.1369,O=C([O-])C.[K+],CC(N(C)C)=O,"37.5764, 1.2217",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,3,1.4760842589662049,0.09259259259259278,3.4490740740740735,37.5764,1.2217,5.817220841045895,3.966049382716049,0.12256644454522284,5.717555555555556,234.9329657479457,15.913619688716722,-0.6250411522633748,7.263097955555556,0.10114598903836576,0.5390559824598912,-0.20136253160683104,-0.23245977011494245,-0.11663206459054208,0.4928197215555083,0.2492969859635601,0.018056394213900012,0.01923316053289421,3.998518518518519,5.906140350877193,0.09980052789965638,-0.17909477580852626,0.967456006637595,-0.6250411522633748,7.386836350877194,-0.6250411522633748,6.180208333333334,0.5498708899323913,5.976349391535274,-31.858515955401764,5.925695999999999,0.0,-0.32047338666678454,0.05063881364563643,0.3565535375611937,0.36463698853394866,24.26546827384644,0.01644384847362832,19.56,-0.02172048135216038,3.5330958806482653
Result3941787,C=C(c1ccccc1)P(C)c1ccccc1,37.409,104.1131,0.0683,O=C([O-])C.[K+],CC(N(C)C)=O,"37.4094, 2.6780",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,3,1.4760842589662049,0.09259259259259278,3.4490740740740735,37.4094,2.678,0.0,1.838235294117647,0.132414662793073,5.42286567164179,160.83167130011745,5.304539896238907,-0.30761316872428,7.065281194029853,0.13159509202453998,1.1965599411463668,-0.03730679914941518,-0.023101940114388268,-0.011587029276935631,1.2040178571428568,0.11785113019775792,-0.08303320442164024,0.20042891581659256,1.6846846846846848,5.628549019607843,0.130881026119999,0.06073722580086576,1.1790417478087045,-0.30761316872428,7.183773490196083,-0.30761316872428,5.998078125000003,1.0963441058357053,4.119321437244329,3.464343983247905,5.550351351351351,6.664825604232536,-0.32358809082259804,0.05728944498214854,0.41812953933170227,0.32637312716485245,6.06636706846161,0.018657491383649433,12.22972972972973,-0.017871730986155646,3.308164318810792
Result3941783,Cc1c(N=CP(C)c2ccccc2)cccc1P(C)C[SiH](C)C,35.503,96.1095,0.1391,O=C([O-])C.[K+],CCCC#N,"35.5030, 2.5424",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,1,1.3691437802907915,0.0,0.0,35.503,2.5424,0.0,1.2297979797979797,0.08783932980374397,5.323871532846716,170.2553216443374,10.609079792477814,-0.3301265857852058,7.007028459854015,0.1413669427574835,1.4369414088487795,0.09399185441452555,-0.04085574208884267,-0.021653543307086614,1.4813383969620786,0.21436317934124427,-0.1075940759337934,0.4552386990604482,1.2344706911636045,5.36891590909091,0.1442250730428057,-0.10846311725991974,1.204964298309636,-0.35903886845099575,6.987661772727273,-0.028912282665789935,5.845460784313726,1.329955309261695,4.061635606903238,-40.61220740740741,5.607925196850394,19.114835389923456,-0.378439258988399,0.0741005205707835,0.6280647932998896,0.34335661681025664,0.0,0.02609315475568381,14.48031496062992,-0.011720679030379953,5.600678557399195
Result3941781,CP(C1=CCCCC1)C1CCC(c2cccnc2)(P(c2ccccc2)c2ccccc2)CC1,32.719,105.3548,0.0669,O=C([O-])C.[K+],CC(N(C)C)=O,"32.7187, 2.6643",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,3,1.4760842589662049,0.09259259259259278,3.4490740740740735,32.7187,2.6643,0.0,2.1751322751322753,0.14196257175710908,5.517424137931034,182.65225470623778,10.609079792477814,-0.529810618520385,7.133892951724137,0.14710546041630623,1.0768795845233055,-0.05511868747851713,-0.06371139035265505,-0.033991349480968866,1.019651622641441,0.35280773160461976,-0.008285947289111788,0.18049147154971706,2.2167901234567897,5.656738461538461,0.1466729440915375,0.01472466898915948,1.017675801276252,-0.532138759996454,7.214451153846153,-0.002328141476068968,6.026854166666666,1.0335497110817873,5.7854324721513155,1.383228672732697,5.7033124000000015,6.664825604232536,-0.37699812899803264,0.05928412229659304,0.424469760186591,0.3456331951128851,11.511036506224254,0.0171693940859191,14.776,-0.06753305728465317,4.390744618021764
Result3941777,c1ccc(CP(C2CCCCC2)C2CCCCC2)nc1,32.346,102.7822,0.0909,O=C([O-])C.[K+],CCCC#N,"32.3460, 0.4895",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,1,1.3691437802907915,0.0,0.0,32.346,0.4895,0.0,1.0176245210727968,0.136209703827606,5.543380645161291,146.4473998964449,0.0,0.16422839506172893,7.168529858064516,0.147664276022485,1.0924204603699432,-0.07302621560529018,-0.06206896551724138,-0.02586206896551724,1.012738306132449,0.19001991384646116,-0.017147852627431424,0.2015658446060295,1.2804597701149427,5.602030927835051,0.14634821008063528,-0.031181527690861546,0.8143266104316393,0.16422839506172893,7.187066082474226,0.16422839506172893,5.9976,1.091235835713972,1.6227275535688293,19.253107853223593,5.538527586206897,0.0,-0.38288596208729964,0.04964483862572235,0.4661320005033709,0.3272370926330488,12.263210640074686,0.011978028599776236,11.23448275862069,-0.035697311257783755,3.557828429964764
Result3941782,c1ccc(P(c2ccccc2)C2CCCCC2)cc1,30.566,112.4863,0.1346,O=C([O-])C.[K+],CC(N(C)C)=O,"30.5658, 4.7930",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,3,1.4760842589662049,0.09259259259259278,3.4490740740740735,30.5658,4.793,0.0,1.965811965811966,0.13994260097285977,5.517704918032786,190.15493352488028,10.609079792477814,-0.1690432098765433,7.122297442622952,0.1387494294842537,1.210196266372486,-0.20539519397752626,-0.2437520285621551,-0.10831730769230768,1.216182048040455,0.17677669529663687,0.01827506103118108,0.08730712955573286,2.173076923076923,5.625093333333335,0.13789351025769697,-0.0964971993754419,1.0307644465782122,-0.1690432098765433,7.184529599999996,-0.1690432098765433,5.990678571428573,1.1306678555788856,3.7396756543850405,-24.273580246913586,5.7037211538461525,0.0,-0.3194333432789235,0.05544960458864299,0.41686196389119057,0.3238350660549346,0.0,0.011722306294206161,14.134615384615385,-0.03282031992289805,4.309369071532596
