Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS2pe,base_GATS1se,base_GATS3Z,base_GATS3m,solvent_SdssC,solvent_VSA_EState9,solvent_NsCH3,solvent_GATS4se,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3949709,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,77.575,106.9313,0.0899,O=C([O-])C.[K+],CC(N(C)C)=O,"77.5747, 0.7222",0.1574807960088896,0.1453627869996672,0.6819085487077534,0.6971767885426821,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,77.5747,0.7222,0.0,2.6726084373143197,0.06475138807405836,5.641063492063492,206.11345541025725,20.40889925417877,-0.5366941714957589,7.230853166666663,0.12348833640270102,1.070642765404754,-0.16491221759188157,-0.2643642365544518,-0.1681505094629642,1.1088382074259657,0.2730017401615745,-0.16343062771078748,0.3993942999550288,2.395375070501974,5.796738738738741,0.1210883774079186,-0.24114902962599957,1.1586970328410864,-0.5366941714957589,7.343419333333332,-0.5366941714957589,6.116414062500001,1.0267407788868,6.824937879897916,-165.02991996505696,5.902693908629443,37.99050739240972,-0.4473493463156663,0.021817983638467164,0.37034128918769277,0.3637590457997152,0.0,0.03303382557137713,17.121827411167512,-0.19169531581693347,0.4982783811377241
Result3949707,CC(C)NC(c1ccccc1)P(c1ccccc1C(C)C)C(C)(C)c1nc([N-]N)nc(NCc2ccncc2)n1,74.479,119.7857,0.0685,O=C([O-])C(C)(C)C.[K+],CC1=CC=C(C)C=C1,"74.4791, 0.0494",0.1556534312908589,0.1428941881283608,0.476153268219384,0.5051641116163132,0.0,0.0,2,1.0624999999999998,74.4791,0.0494,0.0,3.1768115942028983,0.08933008928181646,5.952264126984128,197.7005558774695,21.780787374517807,-0.9660628523876078,7.472974488888888,0.09062978995469495,0.9381536243574521,-0.14381341347569018,-0.26352354883452606,-0.1566318093385214,0.9621142012995407,0.357565129349446,-0.1233189305262622,0.3831179539213448,3.272373540856031,5.985227272727273,0.0897817203030495,-0.12775467291840248,1.0453387421693232,-0.9660628523876078,7.484532741258741,-0.9660628523876078,6.319856626506024,0.9148913522083567,9.038599961769089,-66.46585648148147,6.003121789883267,5.316788604006331,-0.4886822209458128,0.026661064832972828,0.3504037588664227,0.3508414265983062,12.13273413692322,0.02643669576715203,18.202334630350194,0.5130694094202761,1.674486954539307
Result3949396,CNC(N)([SiH3])P(c1ccc(C)cc1)c1cccc2c1ncn2-c1cccc2c1ccc1c(C(N)=S)cccc12,71.117,119.3262,0.1000,O=C([O-])C.[K+],CC(N(C)C)=O,"71.1173, 1.1171",0.1574807960088896,0.1453627869996672,0.6819085487077534,0.6971767885426821,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,71.1173,1.1171,11.315822176502731,4.242063492063492,-0.09162621143918874,5.790889082969433,211.18982453639572,27.393203350808516,-0.9015625250933923,7.349515074235807,-0.05041755569208554,1.1194567551512098,-0.0800189213922532,-0.05747509385512993,-0.04015168287380008,1.1943809123133025,0.9556755410616053,-0.025291027409191175,0.3256586973972399,3.7722722722722724,5.961225806451613,-0.04255225161395589,0.04016468517866035,1.0139390635286372,-0.9015625250933923,7.445078532258063,-0.9015625250933923,6.248925675675675,1.0241458563826986,10.24830163463024,-27.020070480057875,5.950741891891892,7.04767198267719,-0.4233746636518435,-0.056240287463993725,0.35462508346630106,0.4079318493366869,25.50772619436495,0.029060291844500076,19.39189189189189,0.10144664959358092,-1.6261066322055
Result3949393,CC(=Nc1ccc(-c2ccccc2)cc1)c1cccc(C(C)(c2cccc(C)n2)P(c2ccccc2)C(C)C)n1,70.418,115.0700,0.0673,O=C([O-])C.[K+],CC(N(C)C)=O,"70.4175, 1.6123",0.1574807960088896,0.1453627869996672,0.6819085487077534,0.6971767885426821,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,70.4175,1.6123,0.0,3.408140814081408,0.07615621636730616,5.675844217687077,200.5710496310638,5.304539896238907,-0.6956980889048516,7.263965047619048,0.1022938144329898,0.8417487374590467,-0.032470316038804965,-0.12693586160006043,-0.07630216611416374,0.8311760026224279,0.4396684068282412,-0.002840785693052375,0.3818626447080241,3.066029143897996,5.8335703703703725,0.10090288382910492,0.04938518152979502,1.2879693550035949,-0.6956980889048516,7.339519037037036,-0.6956980889048516,6.160162500000001,0.8302271522711306,10.36146371681485,-68.34810710987998,5.901776639344265,0.0,-0.39478845884714064,0.024171753606685435,0.3464397059642023,0.372776427395926,12.990104268152233,0.02467461300368213,16.7172131147541,-0.03850985650315491,1.9736956515840511
Result3949405,C1=CSC(CP(c2ccccc2)c2ccccc2)S1,59.362,113.6931,0.0845,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"59.3622, 0.4124",0.1556534312908589,0.1428941881283608,0.476153268219384,0.5051641116163132,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,59.3622,0.4124,0.0,2.240740740740741,0.11094090146386068,5.577720930232558,215.07432826717726,10.609079792477814,-0.2435699588477367,7.275990604651161,0.08759879356273248,1.1175765753808495,-0.046129998278115356,-0.06904761904761902,-0.03135813148788927,0.8687751142518272,0.17677669529663687,-0.11967583354002888,-0.05792879656516024,2.6,5.681857627118644,0.09363673541836014,-0.16374998859809275,1.2028903903903907,-0.2435699588477367,7.32709252542373,-0.2435699588477367,6.062625,0.9615157401335358,3.822372000342419,10.705284292366182,5.736424999999999,6.161910027467921,-0.31884628349747834,0.06082664764470517,0.46103333514950906,0.32633063007727575,23.52376989878223,0.012608451157659196,21.95,-0.039099322649858166,4.876957730440328
Result3949714,Cc1cc([N+](=O)[O-])c(C(N(C)C)P(c2ccccc2)c2ccccc2-c2ccccc2)cc1CO,51.512,119.8101,0.1101,O=C([O-])C.[K+],CCCC#N,"51.5123, 0.5298",0.1574807960088896,0.1453627869996672,0.6819085487077534,0.6971767885426821,0.0,0.0,1,1.3691437802907915,51.5123,0.5298,0.0,4.12584407612032,0.13306232565880774,6.005405737704918,216.74195776474858,10.609079792477814,-1.1026121189216422,7.534729024590163,0.0914576055890759,0.578515195217795,-0.13140993217149463,-0.18803439084387283,-0.11380304074754902,0.5230281425062367,0.37306547059412887,-0.09866525360880384,0.20761638180325095,4.1759259259259265,6.015260714285715,0.09060796558430641,-0.051445689828317515,0.8676508159550346,-1.1026121189216422,7.519066785714286,-1.1026121189216422,6.330846268656717,0.6018464584951908,9.47850552258846,-77.570987654321,6.143658823529411,14.09534396535438,-0.38764631183063397,0.043746876326033524,0.3401011637380184,0.46038901196855614,68.69264758150887,0.024008311622931208,20.58823529411765,-0.22092733743188797,2.5524000692087974
Result3949715,c1c[n-]c(CP(C2CCCCC2)C2CCCCC2)c1,33.898,103.0547,0.1201,O=C([O-])C.[K+],CC(N(C)C)=O,"33.8982, 0.9111",0.1574807960088896,0.1453627869996672,0.6819085487077534,0.6971767885426821,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,33.8982,0.9111,0.0,1.0615507593924862,0.14079942703798964,5.550080000000001,145.40601171695,4.9839785209472085,0.18994855967078228,7.173901919999999,0.1524760813321526,1.094599612259586,-0.0935627406723765,-0.0673992673992674,-0.02857142857142857,1.0118515494509916,0.17677669529663687,-0.014754266156171307,0.2237164027821467,1.3714285714285714,5.5973085106383,0.15125513487186318,-0.04826670270857277,0.6902075068476203,0.18994855967078228,7.184783297872337,0.18994855967078228,5.995156250000002,1.0943868576282556,1.1543259272983821,25.970080982053243,5.541657142857143,0.0,-0.746372656013063,0.05198954136509381,0.4704567331367207,0.24240262661880263,6.196843571613076,0.012608451157659196,10.857142857142858,0.015113221444580608,3.7498428698601796
Result3949716,c1ccc(P(C2=NC(P(c3ccccc3)c3ccccc3)CN2)c2ccccc2)cc1,31.644,109.4584,0.0584,O=C([O-])C.[K+],CC(N(C)C)=O,"31.6443, 0.8632",0.1574807960088896,0.1453627869996672,0.6819085487077534,0.6971767885426821,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,31.6443,0.8632,5.576708190299181,4.335744598765432,0.13633592981056353,5.773449438202247,222.52286330848557,26.53494818896196,-0.6919409567667947,7.332333483146068,0.1267084131739698,1.0425106024966686,-0.1151288815220943,-0.18263010350776307,-0.09080187625642169,1.0515090061454204,0.4321208107251124,-0.029004673752418872,0.004902778105782854,3.9924924924924925,5.847747422680413,0.1274082974086779,0.12490415463383212,0.9238804159241363,-1.2727708024224782,7.357333649484533,-0.5808298456556835,6.14907627118644,0.9729023687500227,8.590581861321223,-63.66420569329662,6.08566216216216,6.544756405912575,-0.3739419296316087,0.06008850435591599,0.3790011546896367,0.3551571809136526,0.0,0.01436238957441091,20.18918918918919,-0.03182504105456492,4.26041899526314
Result3949392,c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,30.18,97.8991,0.0773,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"30.1797, 1.4685",0.1574807960088896,0.1453627869996672,0.6819085487077534,0.6971767885426821,0.0,0.0,2,1.0624999999999998,30.1797,1.4685,0.0,2.586206896551724,0.13524954147716953,5.574432432432433,218.5631006053365,21.21815958495563,-0.40867766859830357,7.151974,0.13658911479074973,1.1833053360240817,-0.022522511102461555,-0.02473661344629089,-0.011497734529804514,1.192050710981669,0.23570226039551584,-0.02868492479413743,0.0019508999726497974,3.1919191919191916,5.665614285714286,0.13697471327365393,-0.1128977516275747,1.0305735177461683,-0.8173553371966067,7.2058272500000005,-0.4086776685983031,6.018980769230769,1.0632930218142123,7.445677803958862,62.91888667787599,5.6669090909090905,5.902998432009833,-0.3205646152207717,0.06376385365201001,0.4074460859730871,0.33780388806045863,0.0,0.012681382385227124,20.09090909090909,-0.051531965099392514,4.445756780212874
Result3949403,CC(O)(CCP(CCO)C1CCCCC1)c1ccccc1,29.48,107.2120,0.1367,O=C([O-])C.[K+],CCCCOC(C)=O,"29.4804, 1.7308",0.1574807960088896,0.1453627869996672,0.6819085487077534,0.6971767885426821,-0.18199074074074065,0.0,2,1.0555555555555556,29.4804,1.7308,0.0,1.0504385964912282,0.1830547275599934,5.591483443708609,127.85667491033651,0.0,-0.14362622826908522,7.275257854304636,0.09487513857579465,1.0652394259747655,-0.002791415924304469,-0.014895577395577397,-0.007275000000000002,1.0162812049090368,0.10995660140686184,-0.061119320492105514,0.15717949051716276,1.0458333333333332,5.699894736842105,0.09582931915404473,0.04121827954060093,0.8962683872771103,-0.14362622826908522,7.292611999999998,-0.14362622826908522,6.106784313725491,1.0726797681848679,2.048251063019876,18.814814814814813,5.565821874999999,18.93070201944876,-0.30828670019061666,0.06541045366128627,0.4564787001433313,0.3242608168609731,37.255572541998674,0.021621675232473762,10.3375,-0.01680421531634857,4.290998107344639
