Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS3Z,base_GATS2pe,base_GATS1se,base_GATS3m,solvent_VSA_EState9,solvent_GATS4se,solvent_SdssC,solvent_NsCH3,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3943601,CC(C)C1C(C)(P(c2ccccc2)c2ccccc2)C(C)CC(c2ccccc2)C1(C)P(C1CCCCC1)C1CCCCC1,75.647,113.0116,0.1185,O=C([O-])C.[Cs+],CC(N(C)C)=O,"75.6473, 0.4580",0.07445192098979814,0.15437109729761034,0.1265444360281399,0.056742661225519415,3.4490740740740735,1.4760842589662049,0.09259259259259278,3,75.6473,0.458,0.0,1.7431714961939486,0.14320791460856727,5.45201788375559,183.90160796944747,10.609079792477814,-0.5578770016236945,7.0826639016393464,0.14143770641557155,1.2920202914609966,-0.05440505571660272,-0.15035848412427444,-0.08757904784631902,1.2969191275380494,0.4752573182421992,0.015557296040271626,0.2525685682832175,1.6326346630606265,5.5919313725490225,0.14032275088452964,-0.08386062137356669,1.198292755547225,-0.7194731507143319,7.16453556862745,-0.16159614909063746,5.9672383177570065,1.2268348616368714,5.310335482166881,-37.118696038086014,5.649584178498985,0.0,-0.32039899379654824,0.05220802631090858,0.4269954137900212,0.33833863686514126,0.0,0.024253010492476926,14.415821501014198,-0.03837739747739407,4.558501890855236
Result3943605,CC(C)c1ccc(P(c2ccc(CP(=O)([O-])[O-])cc2)C2CCCCC2)c(C(C)C)c1,68.684,117.4501,0.1107,O=C([O-])C.[Cs+],CC(N(C)C)=O,"68.6845, 0.7320",0.07445192098979814,0.15437109729761034,0.1265444360281399,0.056742661225519415,3.4490740740740735,1.4760842589662049,0.09259259259259278,3,68.6845,0.732,0.0,2.271276595744681,0.01569020424538884,5.638252830188679,181.5793643284043,20.395902997982766,-0.5247409087091626,7.236937551886792,0.23446678453462713,0.8842793991768583,-0.18544484615131382,-0.17434443093984095,-0.10879501110406091,0.7216924878428221,0.28381478282798467,0.03839776880251262,0.07050549327628573,2.2588832487309647,5.805008130081301,0.22696146243967585,-0.191412910807279,0.7542502877703138,-0.5247409087091626,7.369215788617886,-0.5247409087091626,6.033959090909089,0.8513185190472577,4.327573417288736,-61.44675925925926,5.777403553299492,0.0,-0.8447403948038628,0.006707325240215455,0.4450947128499654,0.3304972702537163,12.13273413692322,0.03395092999729412,15.065989847715736,1.0764397448128775,3.343615551609616
Result3943603,CC(C)(C)C(F)P(CCCCC(C#N)c1ccccc1)c1ccccc1,66.738,102.1378,0.0995,O=C([O-])C.[Cs+],CCCC#N,"66.7380, 5.9558",0.07445192098979814,0.15437109729761034,0.1265444360281399,0.056742661225519415,0.0,1.3691437802907915,0.0,1,66.738,5.9558,5.912763800052205,1.6791584483892177,0.11730320472250316,5.630902439024391,170.46453144282128,5.304539896238907,-0.8440180437744369,7.2458275121951194,0.0963255494505495,0.6096205582986696,-0.13463281642256925,-0.19812579634284927,-0.10715167035269468,0.5374701872220363,0.11785113019775792,-0.23174263459136685,0.21840038913209628,1.8638497652582158,5.722570000000001,0.09432313573290285,0.017044386489530102,1.2058516602462332,-0.8440180437744369,7.279078239999997,-0.8440180437744369,6.078562500000001,0.6490038377333364,4.801403992647891,-85.84450566268745,5.8990669014084505,6.161910027467921,-0.4078403666707857,0.041576695842361434,0.40487281288230104,0.34716108166553766,69.30214814676475,0.025205513236733333,13.73943661971831,-0.0857513649474789,2.2699363380797863
Result3943478,CN1C(c2cccc(P(C)C)c2)=[NH+]C(C)(C(C)(C)P(C)C)C1(C)C,50.629,113.5774,0.0871,O=C([O-])C.[K+],CCCCOC(C)=O,"50.6292, 3.8677",0.6819085487077534,0.1574807960088896,0.1453627869996672,0.6971767885426821,0.0,1.0555555555555556,-0.18199074074074065,2,50.6292,3.8677,5.538925252383345,0.9393939393939394,0.14913990634410448,5.378363636363637,116.57124876452843,10.296944628874577,-0.08463045780726519,7.061963354545456,0.1665146474943665,1.324389099661405,-0.04693655373905144,0.0015067937650679176,0.0011375621989653801,1.306752064065767,0.8447711075472598,-0.19786101977276468,0.6838940836535466,0.6650446066504461,5.609647747747751,0.16548422191458725,0.17489836732646732,1.2794961964295684,-0.1620157829078126,7.216667873873874,-0.07738532510054741,6.012166666666668,1.2779292598820886,2.1581019764751375,-7.5574423413167,5.437555474452552,33.70697439960733,-0.32265362772693357,0.06531732715565473,0.5300539439093931,0.45522595427146784,0.0,0.05113821268011473,9.018248175182482,0.13664316857365846,1.9031066479714016
Result3943597,CP(CP(c1ccccc1)c1ccccc1)CP(c1ccccc1)c1ccccc1,34.581,102.2861,0.0681,O=C([O-])C.[K+],CC(N(C)C)=O,"34.5814, 2.3910",0.6819085487077534,0.1574807960088896,0.1453627869996672,0.6971767885426821,3.4490740740740735,1.4760842589662049,0.09259259259259278,3,34.5814,2.391,0.0,1.9340723943898548,0.1477186757971864,5.4957391304347825,212.5385423819928,21.21815958495563,-0.3195129732276998,7.108482391304348,0.1505976095617529,1.339127790808792,-0.21206329186929035,-0.2523017523017523,-0.12067618438809574,1.3492753623188407,0.23570226039551584,-0.07088264288057901,0.09331515415939487,1.9886039886039886,5.555446464646464,0.15173008200852114,0.026898793248576917,0.9340258732928892,-0.7351878680141459,7.138810888888886,-0.09616192155874637,5.963175000000001,1.1923443163988539,6.868327534769235,-77.13306658459011,5.657499999999999,18.4708224682522,-0.319177500700071,0.07984179229262714,0.46855727156950044,0.33738471911141354,0.0,0.014951682476126056,20.076923076923077,-0.06338007196295735,5.0416743208338834
Result3943606,CP(CP(C)c1ccccc1)c1ccccc1,34.14,97.9954,0.0693,O=C([O-])C.[K+],CCCC#N,"34.1399, 1.6324",0.6819085487077534,0.1574807960088896,0.1453627869996672,0.6971767885426821,0.0,1.3691437802907915,0.0,1,34.1399,1.6324,0.0,0.8255813953488372,0.16116563649985763,5.318370370370371,154.02116536112828,10.609079792477814,-0.00989438985470703,7.002580691358024,0.16407982261640797,1.4919927131742692,0.04592445319870567,-0.02855208665179993,-0.013611770289511146,1.5025252525252528,0.11785113019775792,-0.14340219669896698,0.2338538406683918,0.9844961240310078,5.442393333333333,0.16517852148182052,0.040527682670049886,0.9971715344127086,-0.01978877970941384,7.070832683333334,-0.009894389854706809,5.90325,1.3335213408860975,3.37157416844945,-8.48461577223482,5.4632093023255806,19.232649640474904,-0.3153322482687366,0.09250039253630554,0.5413142311470316,0.31769974666148343,0.0,0.01855038909082355,13.325581395348838,-0.02622979717986387,4.767458718282281
Result3943492,CC(C)(C)P(c1ccccc1Nc1ccccc1)C1CNCC(N)O1,32.307,94.8068,0.1272,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"32.3066, 2.5607",0.476153268219384,0.1556534312908589,0.1428941881283608,0.5051641116163132,3.4490740740740735,1.4760842589662049,0.09259259259259278,3,32.3066,2.5607,6.22790117073487,2.2817204301075265,0.14162222811844893,5.776451595744681,178.68728725875974,21.671784581413753,-0.5858098702443935,7.369856191489361,0.10478705472525002,1.1158439661835062,-0.11157001466328394,-0.17937463810075274,-0.1053642409634183,1.1168479721459021,0.3106527269458531,-0.10004296225476257,0.22298262035424565,2.3842887473460723,5.954762886597938,0.10503332063680461,-0.024203323604271867,1.0301618824871563,-0.5858098702443935,7.496661546391752,-0.5858098702443935,6.272581818181819,1.076493983571531,5.05662016648433,-71.16061249335246,6.006975159235668,18.406301415831482,-0.39163071861441795,0.04863210812525477,0.37713379791454005,0.34767006193186234,18.19910120538483,0.02894821015800101,15.636942675159236,0.014831328289265092,3.701625052223177
Result3943604,C(=CP(c1ccccc1)c1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1,29.472,97.7860,0.1179,O=C([O-])C.[K+],CCCC#N,"29.4720, 1.6736",0.6819085487077534,0.1574807960088896,0.1453627869996672,0.6971767885426821,0.0,1.3691437802907915,0.0,1,29.472,1.6736,0.0,3.6920634920634923,0.12573193265542304,5.632440860215053,236.70712316194118,26.522699481194536,-0.6501591034218903,7.1880174516128985,0.12616099071207415,1.096857670665628,-0.10973711780040583,-0.14956011730205285,-0.07129032258064517,1.1045721688574315,0.34274034792686364,0.007856281589666109,-0.011034165039376799,4.042851453604142,5.739529411764706,0.12611908051709847,-0.030686128879277075,1.0096095040878947,-1.2382372880565125,7.250650254901955,-0.5880781846346221,6.053859375000001,0.994293721352645,9.917580339761619,4.983813443072709,5.840410322580643,0.0,-0.3284205160762227,0.053778285154130655,0.3742313627026521,0.3524632161147865,0.0,0.013095119906080536,20.193548387096776,-0.07355594262879706,4.072291865754485
Result3943598,CC(C1=NC(c2ccccc2)CO1)C(c1ccccc1)P(c1ccccc1)c1cccc(P(c2ccccc2)c2ccccc2)c1,28.387,103.5665,0.1189,O=C([O-])C(C)(C)C.[Cs+],CCCC#N,"28.3867, 0.8695",0.06442562223749324,0.15285281509040824,0.1243972321309733,0.05199823768686698,0.0,1.3691437802907915,0.0,1,28.3867,0.8695,12.648722793660879,3.749253058233271,0.1098729242990598,5.725498412698413,226.0641358619798,26.522699481194536,-0.8438723603295915,7.2900015047619044,0.12202733718089276,0.8804746243245564,-0.04751341426932248,-0.11756426690687366,-0.06157234359123241,0.8642303547664489,0.6336867171000858,-0.006689589470608161,0.10429897164381241,4.030381944444445,5.874939597315437,0.12154555130780648,-0.014714848451360065,1.1042931494800938,-1.5670346684612284,7.378661771812078,-0.723162308131637,6.148651685393255,0.848442528551511,12.490963486180668,5.214478619520457,5.935943359375,6.606881964512918,-0.5096495327018935,0.04175836715148836,0.35890473302398107,0.38756748287063364,0.0,0.016457841989143504,19.55078125,-0.10173892960705455,3.394090661147377
Result3943484,Cc1nnc(Sc2ccccc2P(c2ccccc2)c2ccccc2)nc1-c1ccccc1C(c1ccccc1)c1ccccc1,20.156,116.2060,0.1007,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"20.1559, 0.6528",0.6819085487077534,0.1574807960088896,0.1453627869996672,0.6971767885426821,0.0,1.0624999999999998,0.0,2,20.1559,0.6528,0.0,4.786989061600461,0.0910706985635801,5.867568939393939,250.93885508366532,15.913619688716722,-0.78284119682106,7.407016780303028,0.09366366633989848,0.6938223801485084,-0.15372837094866915,-0.1787780566011433,-0.09367923149974436,0.6422047278564741,0.5944030070341666,0.00967618810821484,0.17407099834456188,5.045781893004115,5.93070955882353,0.09419804079331075,-0.09943680666198729,1.0412240621691553,-0.78284119682106,7.411975882352937,-0.78284119682106,6.223644047619045,0.6955525050310274,13.69877852075909,-42.01499987824772,6.0827046296296325,0.0,-0.37236986466700256,0.030955168661657987,0.3364441075845547,0.3894858053132647,6.923737199690624,0.016457841989143504,23.10648148148148,-0.10659559790458963,2.8316605269469437
