Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS3Z,base_GATS2pe,base_GATS3m,base_GATS1se,solvent_NsCH3,solvent_VSA_EState9,solvent_SdssC,solvent_GATS4se,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3938157,CNc1c(N2CC[NH2+]CC2([NH3+])c2ccccc2)cccc1P(c1ccccc1C)C(C)C,42.374,104.2956,0.0804,O=C([O-])C.[K+],CC(N(C)C)=O,"42.3743, 0.9969",0.6819085487077534,0.1574807960088896,0.6971767885426821,0.1453627869996672,3,3.4490740740740735,0.09259259259259278,1.4760842589662049,42.3743,0.9969,0.0,2.419457735247209,0.14542672903990203,5.6595275510204095,175.9990466001545,31.87623420850314,-0.4970595319746558,7.259900476190477,0.09635092006183611,1.3863267101984507,-0.14937277806928626,-0.19345028060624384,-0.11515187885698279,1.4861027061081984,0.464658951620129,0.06026973296224969,0.40362835313258855,2.044973544973545,5.868433333333335,0.09659137622592412,-0.009845980238063816,1.352049694951677,-0.4970595319746558,7.395148682170543,-0.4970595319746558,6.234270833333333,1.300252672403813,7.189847888379749,-115.21101231456198,5.87043888888889,36.89863953527173,-0.3746810624935921,0.04650511630118209,0.38199953010855875,0.7411217290109395,0.0,0.02465102052470421,14.412698412698413,0.6015049692317219,4.2417121469950825
Result3938158,CNC(C)P(c1ccc(C)c(C)c1)c1ccccc1-c1ccccc1C,40.119,100.9850,0.0866,O=C([O-])C.[K+],CC(N(C)C)=O,"40.1195, 0.0374",0.6819085487077534,0.1574807960088896,0.6971767885426821,0.1453627869996672,3,3.4490740740740735,0.09259259259259278,1.4760842589662049,40.1195,0.0374,0.0,2.533333333333333,0.12266132316334696,5.591388571428572,181.2289012963095,15.925868396484145,-0.5086906861510034,7.182003920000001,0.11253778991065794,1.1797210021697433,-0.16176429571785905,-0.10675844806007506,-0.06194625998547567,1.2183087739713006,0.40303737418461344,0.02362223347604262,0.3590142060971882,2.3555555555555556,5.702054166666669,0.11149409488188025,-0.13524835178370218,1.1199078992355285,-0.5086906861510034,7.254111583333333,-0.5086906861510034,6.07094642857143,1.1171274034848346,6.272987662881844,-4.705295601957694,5.69170294117647,7.04767198267719,-0.34108082179293525,0.04348778909001592,0.37946418820062977,0.34326408672040637,0.0,0.024928375266151718,15.023529411764706,-0.040408588042778706,3.1927095700213424
Result3938146,[c-]1ccc(P(c2ccccc2)c2ccccc2)cc1,35.401,98.4529,0.0881,O=C([O-])C.[K+],CC(N(C)C)=O,"35.4006, 0.5979",0.6819085487077534,0.1574807960088896,0.6971767885426821,0.1453627869996672,3,3.4490740740740735,0.09259259259259278,1.4760842589662049,35.4006,0.5979,0.0,3.7407407407407405,0.11894024339065115,5.614545454545455,233.71520270197462,15.913619688716722,-0.46598765432098777,7.1785320000000015,0.11882362543189054,1.050326139109461,-0.19726792808102675,-0.30670751723383305,-0.13913086640359368,1.0575289575289575,0.17677669529663687,-0.028965194150269713,-0.00777514969223459,4.108108108108108,5.748181818181818,0.118518113489421,-0.018647882318075203,0.9534042052697658,-0.46598765432098777,7.256030399999999,-0.46598765432098777,6.066814285714285,0.9558226282905692,5.721885917273355,-16.44911516965389,5.8879864864864855,0.0,-0.4651974996178141,0.04867878590110991,0.3616306238164925,0.32304942599786335,12.13273413692322,0.011722306294206161,18.0,0.03341054531254019,3.6058299627409256
Result3938152,[c-]1ccccc1P(c1ccccc1)c1ccccc1,34.835,105.5785,0.0952,O=C([O-])C.[K+],CC(N(C)C)=O,"34.8347, 0.5416",0.6819085487077534,0.1574807960088896,0.6971767885426821,0.1453627869996672,3,3.4490740740740735,0.09259259259259278,1.4760842589662049,34.8347,0.5416,0.0,4.1940298507462686,0.11894024339065114,5.6551219512195114,242.0156205114872,15.913619688716722,-0.5015432098765431,7.202459707317073,0.11882362543189053,1.050326139109461,-0.25396170878745483,-0.3415268941584731,-0.15492588219860945,1.0575289575289575,0.17677669529663687,0.01392905510406988,0.012760157188486552,4.457142857142857,5.748181818181819,0.118518113489421,-0.1121731111824266,0.964237868087371,-0.5015432098765431,7.2560304,-0.5015432098765431,6.066814285714285,0.9558226282905692,5.721885917273355,-22.479701617748766,5.903557142857142,0.0,-0.46523871551194473,0.048678785901109904,0.3621099622327467,0.3230144616925248,12.13273413692322,0.011722306294206161,18.885714285714286,0.034326857859683604,3.6058299627409256
Result3938153,[O-]P(c1cc(F)cc(C=NO)c1P)C1CCCCC1,32.844,110.3443,0.0914,O=C([O-])C.[K+],CCCC#N,"32.8439, 0.2684",0.6819085487077534,0.1574807960088896,0.6971767885426821,0.1453627869996672,1,0.0,0.0,1.3691437802907915,32.8439,0.2684,5.817220841045895,3.1879432624113475,-0.05347915554652408,6.228111111111111,173.16908414909608,15.50249139523029,-1.6119385655496774,7.799274472222221,-0.025644585511244808,0.614087766312833,-0.24718082656907775,-0.1289602855867916,-0.07433127572016461,0.591885768208815,0.2413954012308886,-0.009076057702274312,0.1479648418803529,3.828532235939644,5.933153846153847,-0.02606665034339808,-0.10587362624854284,0.963421066533792,-1.6119385655496774,7.464368369230767,-1.6119385655496774,6.295194594594594,0.6064186003842802,3.2271126379104773,-14.717764060356664,6.287324691358024,0.0,-0.8442153251281452,-0.03008394310753747,0.41127941996332673,0.3750753086844925,0.0,0.023999189844068174,21.25925925925926,-0.03638045648515882,1.8997042922986644
Result3938149,[c-]1ccccc1CP(c1ccccc1)c1ccccc1,32.733,100.5197,0.1010,O=C([O-])C.[K+],CCCC#N,"32.7326, 0.5742",0.6819085487077534,0.1574807960088896,0.6971767885426821,0.1453627869996672,1,0.0,0.0,1.3691437802907915,32.7326,0.5742,0.0,2.982905982905983,0.12086541789496327,5.624045977011494,207.47876600827874,10.609079792477814,-0.3584104938271604,7.182616459770114,0.12024868689034196,1.0685996696257103,-0.06445521223977552,-0.08433734939759038,-0.037483266398929065,1.0753273061484787,0.19001991384646116,-0.06564217168335457,0.07755984676518599,3.634538152610441,5.711540983606557,0.11969496883265762,-0.13410878161484519,0.9185306565627763,-0.3584104938271604,7.23357380327869,-0.3584104938271604,6.054236842105263,0.9807735134733876,5.705049164867749,42.008192348727334,5.714897590361445,0.0,-0.47089312488956947,0.04844249710044444,0.37435115919461504,0.3230023061989058,12.13273413692322,0.011978028599776147,16.542168674698797,0.0355720628706249,3.59546635815744
Result3938145,CCC(C)C(O)(C(CCO)c1ccc(C(C)(C)C)cc1)P(C(CC(C)(C)C)OC(F)(F)F)C(C)(C)C,32.686,96.3213,0.0870,O=C([O-])C(C)(C)C.[K+],CCCCOC(C)=O,"32.6864, 0.0748",0.476153268219384,0.1556534312908589,0.5051641116163132,0.1428941881283608,2,0.0,-0.18199074074074065,1.0555555555555556,32.6864,0.0748,0.0,1.7674650698602792,0.0986515841625514,5.937508274231677,160.90082736659394,0.0,-1.7870733645824572,7.514916903073289,0.055495625074913055,0.6712777742609357,-0.08056454027200147,-0.17781786446523948,-0.13011766934638674,0.6801841581107646,0.08977918909913549,-0.10518313278723096,0.34102710976308287,2.192404268675455,6.026308641975311,0.05410525131164981,0.030499880750527644,0.8496524834136295,-1.7870733645824572,7.561261851851854,-1.7870733645824572,6.22987790697674,0.6885143292330116,3.227089968453871,-72.08844954563361,6.079117796610166,6.606881964512918,-0.32716624017115,0.029884726997295805,0.4017498071066905,0.5849563878404251,79.65536587137142,0.05348650795200531,14.330508474576272,0.264561451488502,0.995233127607545
Result3938154,CC1=CC(P(C2=C(P(CP)C3COc4ccccc4C3)CCC2)c2ccccc2)CC1,27.255,105.9503,0.1070,O=C([O-])C.[K+],CC(N(C)C)=O,"27.2554, 0.1539",0.6819085487077534,0.1574807960088896,0.6971767885426821,0.1453627869996672,3,3.4490740740740735,0.09259259259259278,1.4760842589662049,27.2554,0.1539,5.749511833283905,2.156172839506173,0.04596638843662814,5.450536000000001,189.4703759298427,10.041402850038956,-0.26638608358295324,7.109785336,0.05656975433851702,0.9815124322988484,-0.07157677772561057,-0.122176071952781,-0.06726246148767606,0.9183134846618813,0.6641416147994555,-0.06561344462734647,0.2288824558499143,1.8568944531385847,5.676738709677419,0.058591591963417046,-0.008379944502967524,1.1207880124743286,-0.4430487609995988,7.254465975806452,-0.17666267741664554,6.018330882352941,0.9490167335830347,4.391853243131893,-34.1255787037037,5.658766197183098,12.509880396522751,-0.5240055065154132,0.02381488829458522,0.44219664974020123,0.36308390020622955,10.628385869222358,0.019441897474375566,18.239436619718308,-0.09156341805810528,3.6793205507258193
Result3938150,CC[N-]C(=C1C=C(C)Nc2ccc(C)c(C)c2N1)P(CO)C1CC[NH2+]CC1,23.804,90.1310,0.1050,O=C([O-])C.[K+],CC(N(C)C)=O,"23.8038, 0.8933",0.6819085487077534,0.1574807960088896,0.6971767885426821,0.1453627869996672,3,3.4490740740740735,0.09259259259259278,1.4760842589662049,23.8038,0.8933,0.0,2.5324341682723186,0.1463381845479338,5.840284500000001,163.17580635563516,15.950365812018994,-0.6925872385991432,7.442150149999999,0.09426057813154587,1.172714304223838,-0.06729849681767557,-0.11399481792867665,-0.06266548463356973,1.181011433431587,0.28788780640774797,0.038345747436776004,0.3798039653967059,2.1767139479905437,5.86561238938053,0.09496324958007668,-0.04233028788804371,1.2193142519311277,-0.6925872385991432,7.420379663716812,-0.6925872385991432,6.282,1.1373413004236244,4.251977348725795,-70.32005486968447,5.952498936170215,36.61581679480522,-0.7181240458079277,0.047573351926671725,0.40395740138663366,0.4636881129883026,0.0,0.023221100254250584,14.99468085106383,0.25493800878095757,3.353337848709445
Result3938156,CCP(c1cn[nH]c1)C(c1ccccc1)(c1cccnc1)c1ccc(-c2cncc(P(CCN)c3ccccc3)c2)nc1,20.064,105.3368,0.0908,O=C([O-])C(C)(C)C.[K+],CC1=CC=C(C)C=C1,"20.0638, 0.7240",0.476153268219384,0.1556534312908589,0.5051641116163132,0.1428941881283608,2,0.0,0.0,1.0624999999999998,20.0638,0.724,0.0,4.366076221148685,0.14237965726016671,5.862707453416148,219.18244630353823,21.647287165878907,-0.7961576842802249,7.405872739130439,0.11073734865612184,0.9145545707261553,-0.12612715211455966,-0.19992109549989812,-0.11039663799404058,0.9151623104223162,0.4475841034444635,0.03613757461478868,0.20527593686247322,4.026515151515151,5.9305,0.1110739609305854,0.09419571488408733,1.027548653321545,-1.3995719675816893,7.427324867647058,-0.6034142833014644,6.275251219512195,0.8826630699118226,11.330051072857302,-76.65308412927456,6.042507954545455,18.868576460848416,-0.3823826426723169,0.05395878129375914,0.36412247906078704,0.38401922269823563,49.44427206975314,0.015802253486927507,19.431818181818183,-0.2624366871361303,3.889772909341214
