Unnamed: 0,SMILES,ATSC5v,AATSC5Z,MATS8se,AATS2p,ATSC5Z,Reagent1 (ul),Reagent2 (ul),Reagent3 (ul),Reagent4 (ul),lab_code,crystal_size,crystal_score
0.0,CC(C)CC(NC(=O)C(=O)n1ccnc1)C(=O)O,-128.64677836685323,-0.23315674224765146,-0.320967596800702,1.3738661077489822,-15.155188246097342,25.18864643207213,63.54208775348903,153.78097929183625,66.79085627495489,1.0,0.5447055088475256,4.0
1.0,Cc1ccc(-c2ccc(C)cn2)nc1,135.29555826567994,0.02622741084279528,0.027596400234630662,1.6367711588430454,0.9704142011834254,148.0636729327426,42.43760975767177,63.259899457172146,108.30002417001764,1.0,0.6428356613813356,4.0
2.0,CCCC(C)(NCCCCCNCC)C(C)C,-110.04895598731927,-0.11884240327146894,0.08738192212033813,1.201612057203406,-19.60899653979238,52.04529401414243,27.23198299660833,87.48113030677479,162.549233716573,0.0,0.6295946092333672,4.0
3.0,Cc1ccc(-c2ccc(C)cn2)nc1,135.29555826567994,0.02622741084279528,0.027596400234630662,1.6367711588430454,0.9704142011834254,24.62989100165116,115.23377152828286,171.4575248500723,151.31599213029708,0.0,0.610757793489786,4.0
4.0,CCc1cc(OC2(C)CO2)ccn1,-697.4198926029549,-1.9737015121630508,-0.07770048629321538,1.3211615284620446,-88.81656804733728,133.12786532729305,144.19963155373327,6.961016019716202,136.56433416541148,0.0,1.4488941305500924,4.0
5.0,CCCCN=C=NCC,-15.772688815414071,-1.5814429741650915,0.07762235797533118,1.1144465597048718,-37.95463137996221,114.08709373979582,160.36625967382332,74.96055875907612,80.45603788281238,1.0,1.5910625600483823,4.0
6.0,OC1OC(O)C(O)c2ccccc21,-247.2213704592641,-1.1417769376181477,0.4126141716512674,1.5541563144999997,-52.52173913043479,153.89639090317155,150.24583841468737,29.89005909557328,145.4846322541381,0.0,1.7989770566455208,4.0
7.0,CCC(C)CCCCC(C)(C)C,183.96838494340903,0.2269929208987381,-0.4180911680911669,1.2534936371802778,20.42936288088644,157.0383154643402,87.36957496471848,142.99330716313955,82.18152332761724,0.0,0.8617259318348292,4.0
8.0,Cc1ccc(-c2ccc(C)cn2)nc1,135.29555826567994,0.02622741084279528,0.027596400234630662,1.6367711588430454,0.9704142011834254,69.49227577717677,65.13471178011457,131.9304066881196,163.37938579060247,0.0,0.6588544895584424,4.0
9.0,CCCCCc1c(CCCC)nnn1C,-206.08832902942538,-0.4997361825616672,-0.09243632842623137,1.2553905622194932,-41.97783933518005,170.29699525755208,86.87028450604126,78.882398325601,30.97677078517983,1.0,1.5798613497292366,4.0
10.0,Cc1nc(-c2ccncc2)n(C)n1,-688.3431226460757,-2.5945945945945947,-0.13062315482743872,1.4774650697203588,-96.0,142.44375264476926,66.0607456508467,135.6770832597177,148.60012876346266,0.0,1.4609513749999985,4.0
11.0,CCOC1(O)C2CCCC21,-506.34030635609986,-2.9703947368421053,0.23747395168279464,1.2884679520413402,-112.875,58.02058743056531,78.44157735887212,77.58357638776688,56.57222236471689,1.0,1.237025214824867,4.0
12.0,CCc1ccc(C2CCC(O)CCN2)cc1,507.5080362172394,0.5826381146438047,-0.11933346408057235,1.4568666183541714,55.35062089116145,176.82604491144693,12.03911330047767,30.307015782017125,132.24429217434567,0.0,0.7008634090895706,4.0
13.0,CCCC1OC1CC=O,-125.13783202301569,-1.1031746031746028,-0.6268690292436271,1.2028483131647028,-30.88888888888888,163.5731727267485,62.08038590631692,35.491178115311705,33.31556881127808,1.0,1.3559986671233273,4.0
14.0,CCC1OC1CCC1CC1C,68.09424333570702,0.5184304399524376,0.0189814951384083,1.253233871645273,26.43995243757432,104.92666545852656,61.69921292442688,184.6487862352425,66.98138771294411,1.0,0.6961920496250849,4.0
15.0,CCCCCCCCNC(=O)CCCCOCCO,-53.16940449955141,-0.17417981651376144,-0.10347729891007006,1.1745438531911303,-18.9856,13.474245836419492,147.74201997820447,47.82331264582418,126.92803133122116,1.0,0.4809772960938827,4.0
16.0,CCOC(C)c1ccc(-c2ccccn2)nc1,-45.53334681294793,-0.349487189435973,-0.12552257104956416,1.487125152841105,-24.813590449954084,86.8122849158145,132.64527932720029,185.86327899723858,14.359053793322019,1.0,0.9274890296990108,4.0
17.0,CC#CC#Cc1ccno1,-163.86487015498219,-1.0755555555555554,-0.12694785837287126,1.5797141368831906,-10.755555555555553,103.82538309537128,134.97925023473414,173.26528937758408,144.12121251176015,0.0,1.279803993636364,4.0
18.0,Cc1ccc(-c2ccc(C)cn2)nc1,135.29555826567994,0.02622741084279528,0.027596400234630662,1.6367711588430454,0.9704142011834254,85.3514672361222,76.24773765196201,74.59905472361447,86.0810448973253,1.0,0.8628540081024183,4.0
19.0,CC(C1=CCC(=O)N(C)C1)c1ccc([N+](=O)[O-])cc1,288.90142014301875,0.6926662277814354,-0.2861892656098202,1.5492502152189205,64.4179591836735,113.1123842309322,60.11743303637628,66.18274368130413,21.42864876234252,1.0,0.6909954745075576,4.0
20.0,OC1=Cc2nc(N3CCOCC3)nn2CC1,363.714309550364,-0.14196078431372566,-0.10511388428309636,1.3470913179843793,-7.240000000000008,18.65499651185621,31.58483621800729,100.89709843699123,160.12168516175097,0.0,0.3962759929911884,4.0
21.0,CC(=O)OC(C)c1ccnc2ccc(O)cc12,-652.7342238817953,-0.6518935837245697,0.2847859590148917,1.5686952802959606,-46.28444444444445,71.88055896414122,142.61404525923191,117.47306612707159,109.81924391911579,0.0,1.2772662932360832,4.0
22.0,Cc1ccc(-c2ccc(C)cn2)nc1,135.29555826567994,0.02622741084279528,0.027596400234630662,1.6367711588430454,0.9704142011834254,11.250781029544997,119.5712798891472,66.3887334098377,163.8415950753705,1.0,0.5450501718564376,3.0
23.0,CC1OC(=O)c2c1[nH]c1c2C(=O)CNC1=O,-411.1920375508722,-0.5228658536585366,0.5927824011274003,1.6132094698999129,-21.4375,129.1921209918325,150.07536230690383,14.431244089199991,157.68732934205764,1.0,1.6754255374388318,4.0
24.0,Cc1ccc(-c2c[nH]c(=O)c3c2CCCC3)cc1,-197.8314595818721,-0.7719498401770346,-0.13050084338636805,1.6678974535445907,-64.07183673469387,84.95094959612261,5.040835308779542,54.894997274128784,128.40493799179876,0.0,0.05794800000000001,3.0
25.0,Cc1cnc(-c2cccnc2)c2c1N(C)CC2,-1669.2738100659112,-2.254166666666667,-0.1785109674723002,1.6089235694710506,-169.0625,166.75677657714309,139.72719856610755,114.54506577862915,61.699605299917145,0.0,1.5027880871232555,4.0
26.0,CC1CC(Cc2cc3c(cn2)CCCC3)CO1,125.3711340244302,0.156902978694299,-0.012079163421633732,1.4713255165777923,12.709141274238222,8.571604597184955,25.13797625424049,17.74173152241294,58.85279825893946,1.0,0.1818399856298032,3.0
27.0,Cc1ccc(-c2ccc(C)cn2)nc1,135.29555826567994,0.02622741084279528,0.027596400234630662,1.6367711588430454,0.9704142011834254,74.33327894194628,12.057187497050636,170.05457506172976,25.64613805485744,0.0,0.5485728259049774,4.0
28.0,CC1(OC2CO2)OC12CCCC2,-477.8515124282408,-1.9393770235569951,0.2878505154741382,1.26699015691749,-102.78698224852072,111.26481780919649,159.39956823031278,91.63954126996029,73.06816010190992,1.0,1.8715788267678424,4.0
29.0,CC#CCCCCCC(C)C,15.92993144002827,0.029483177245924436,0.10165289256198212,1.2454821176408213,1.7689906347554665,166.3216588739957,47.43113984652997,170.3576966664788,80.75738877898746,0.0,0.8950817109534577,4.0
30.0,O=C1c2cccnc2-c2ccc(O)nc2OC12CCCOCC2,146.21876626849928,-0.08286414440260588,0.00869321310580458,1.600094876057365,-9.115055884286647,61.93098248308222,104.57887387411364,175.84801753497413,61.02134937796296,0.0,0.8271902605660437,4.0
31.0,Cc1ccc(-c2c[nH]c(=O)c(C)c2)cc1,194.9701107196833,0.7354788069073782,-0.17438699440092084,1.680296492064458,38.24489795918368,123.83630091028496,101.60085372170572,98.56334750890386,93.80729215960457,1.0,0.8900176054163186,4.0
32.0,CC1CC2(CCC3(CCCN3)N2C)CN1C,468.8558210651178,0.22041778286355185,0.07143731143437536,1.3624158090526897,34.60559190957764,109.11470345001196,41.60139339391287,122.45256657878136,114.65352197461493,0.0,0.5620506888744777,4.0
33.0,O=Cc1ccnc(-n2nccn2)c1,46.29327161335162,-1.2399584487534627,-0.3123578990098658,1.6223093122,-29.759002770083107,10.970267134565427,45.877884078955795,113.80372510981371,122.56607641570218,0.0,0.4530488976646704,4.0
