Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS3Z,base_GATS3m,base_GATS1se,base_GATS2pe,solvent_SdssC,solvent_VSA_EState9,solvent_NsCH3,solvent_GATS4se,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3953279,CNC(=O)OC(C)P(C)c1cccc2[nH]c3cccc(OC(C)C)c3c12,37.7004,109.3411,0.1240,O=C([O-])C.[Cs+],CC1=CC=C(C)C=C1,"37.7004, 3.9019",0.07445192098979814,0.056742661225519415,0.1265444360281399,0.15437109729761034,0.0,0.0,2,1.0624999999999998,37.7004,3.9019,11.59456662557412,3.466845878136201,0.08928393665293563,5.904457516339869,193.47843578012007,15.358191454045286,-0.7137296338288399,7.48814499346405,0.10582032097158971,0.8495215470919515,-0.21126449993227775,-0.23999999999999988,-0.15224913494809683,0.8524212179430387,0.6569432124656691,0.08086887456357585,0.45171542231540907,2.9060457516339864,6.100434782608697,0.10583015541759015,-0.06979774254020484,1.3394863818266896,-0.7137296338288399,7.638604391304348,-0.7137296338288399,6.378632075471699,0.8234254843019169,5.574819357208825,-106.23246994270963,6.061125735294118,13.712497586909725,-0.5232433037459363,0.03109464429530924,0.3782471244556994,0.4965482118351854,38.9703128044567,0.029011188723176557,18.051470588235293,0.4068572996616416,1.5921260457320374
Result3953266,CC(=CC(C)C)P(Cc1cncc(OCP(C(C)C)C(O)c2cccc(C)c2)n1)c1nc[nH]n1,37.0199,109.5817,0.1332,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"37.0199, 2.5613",0.476153268219384,0.5051641116163132,0.1428941881283608,0.1556534312908589,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,37.0199,2.5613,18.520345236109584,2.558526440879382,0.13070792167661222,5.91169502487562,166.42581697559123,10.302355856341888,-0.8332034520209921,7.490899273631843,0.12452915570421694,0.8911717286553164,-0.04755465142406611,-0.013737282746926666,-0.00777897800582111,0.9019308810717395,0.35633507349490784,-0.15334555671220085,0.34783689750265046,2.6082766439909295,5.921952845528455,0.12462076146425982,0.0691973002455913,1.0418378239233572,-1.5964576932204515,7.487878699186992,-0.7632542411994594,6.30298028169014,0.8740199565087199,6.359444902780098,-45.99985738030967,6.049805612244897,6.3479703690548295,-0.5017658320192342,0.0520700069916844,0.40813500631539573,0.4171282183953722,31.189205473537065,0.027415363645801126,16.387755102040817,-0.08689774563838708,1.4926081213194544
Result3953468,CC(C)(C)P(c1ccc(N)cc1)C(C)(N)N,36.3116,90.7067,0.0947,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"36.3116, 2.9121",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,0.0,0.0,2,1.0624999999999998,36.3116,2.9121,0.0,1.1550179211469536,0.2577038764159925,5.178389261744967,140.50427394258904,22.505542327725465,-0.6502469135802467,6.941996456375837,0.0836554389839868,1.5284226622746673,0.19337658302957586,0.03257519223905777,0.023371121301706262,1.5507849998451677,0.13144585576580214,-0.19956393565621033,0.24056725137348067,0.7871148459383754,5.670807575757577,0.08545234454425868,-0.1268430487639633,1.284878150413301,-0.6502469135802467,7.259228424242425,-0.6502469135802467,6.182171052631578,1.48009161014526,2.436932232748145,-91.606648199446,5.926273949579831,5.733667477162185,-0.3074877328198248,0.09784422349030472,0.4187408617862605,0.3336247515488251,31.189205473537065,0.05494915805031612,10.495798319327731,0.2916043212921761,6.558116866676369
Result3953282,CP(CC[N-]C(N)([SiH3])c1cccnc1)C(C)(C)C(N)=[NH2+],35.7583,97.2804,0.0573,O=C([O-])C.[Cs+],CC(N(C)C)=O,"35.7583, 3.0966",0.07445192098979814,0.056742661225519415,0.1265444360281399,0.15437109729761034,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,35.7583,3.0966,0.0,1.1995305164319248,-0.07701247276327595,5.444525925925927,104.13613386299446,16.876618560115894,-0.32175751542043396,7.140789222222221,-0.059675366008911476,1.267223809394194,0.19682549173410543,0.14507088691064948,0.09241755933627384,1.323692193664893,0.05103103630798288,-0.17401235686141533,0.41370939631848896,0.7733577198597774,5.7364299999999995,-0.05044003250097867,0.04939575767200382,0.8831298536985188,-0.32175751542043396,7.31053475,-0.32175751542043396,6.13963043478261,1.2125402186947185,2.838310572589519,36.50946346472499,5.470880246913581,19.37149203761303,-0.6801280334003001,-0.058460954839319346,0.48226310663802907,0.53223838952345,12.13273413692322,0.041191954451745866,9.358024691358025,0.7330068089119159,-3.8973406914747635
Result3953465,C[NH+](C)c1cccc(P(C2CCCC2)C2CCCCO2)c1F,35.4737,114.6322,0.0571,O=C([O-])C(C)(C)C.[Cs+],CC1=CC=C(C)C=C1,"35.4737, 1.1911",0.06442562223749324,0.05199823768686698,0.1243972321309733,0.15285281509040824,0.0,0.0,2,1.0624999999999998,35.4737,1.1911,0.0,2.2746031746031745,0.10749706722364208,5.8726875,173.18625198472404,10.204449627089385,-0.5474279835390943,7.462920599999999,0.12953367875647667,0.7359323898831269,-0.21072423266371862,-0.19950214884473005,-0.10565633802816903,0.7250266714283299,0.3017594118396324,-0.05366709356538872,0.26697143510460475,2.3176838810641627,5.890079999999999,0.1273141803065611,-0.034602889184950185,1.2047090691298035,-0.5474279835390943,7.457722040000001,-0.5474279835390943,6.219192307692309,0.7420847970926712,3.091583263910387,-90.10137283950618,6.184846478873239,20.702225929867296,-0.41137253307831667,0.03845559619220947,0.43106295181040805,0.44924100466512884,32.29444517073921,0.022303318728229105,15.626760563380282,-0.10311672784773465,2.1493784073425988
Result3953450,Cc1cn[nH]c1P(C(N)=S)N(C)c1[nH]nc2ccccc12,35.1057,104.2943,0.1156,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"35.1057, 2.9712",0.476153268219384,0.5051641116163132,0.1428941881283608,0.1556534312908589,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,35.1057,2.9712,18.619767480674327,3.956349206349206,0.08480119841986995,5.972547872340425,190.96193598278984,15.839100066473858,-1.0302596161921562,7.5747753617021285,0.06490792738670505,1.0350386913846978,-0.1628497377220298,-0.15939501914256474,-0.10466447630426125,1.0377322329858716,0.5641824473469433,-0.26669925531743643,0.25551142736824406,3.136200716845878,6.2224919354838715,0.06827644212638204,0.08231805468856446,1.3087208629916627,-1.0302596161921562,7.705280370967743,-1.0302596161921562,6.5957842105263165,0.9788082180568063,5.4263849036635365,-80.5725880201189,6.304996774193548,11.718088172598488,-0.3984416682504993,0.03749240408832949,0.35037188855747636,0.40128789284482347,42.90729364613555,0.027618543309432392,22.06451612903226,-0.1438635133468613,3.5397455715224617
Result3953284,CCOC(C)[Si](C)(C)C(C)(C)SC(P)P(C)C,32.6789,95.7870,0.1402,O=C([O-])C(C)(C)C.[K+],CCCCOC(C)=O,"32.6789, 3.7858",0.476153268219384,0.5051641116163132,0.1428941881283608,0.1556534312908589,-0.18199074074074065,0.0,2,1.0555555555555556,32.6789,3.7858,0.0,0.35580093551108044,0.11611158903093145,5.176246753246754,118.64093286556694,0.0,0.1069988096404546,6.929237129870134,0.09536979730775176,1.4346976815442756,-0.20126603762001818,-0.08617890199375251,-0.05173074877488268,1.2733312046579877,0.0,-0.1934572738485087,0.2080976007058045,0.22768670309653918,5.270255813953487,0.096800359733168,-0.0054808970317029825,1.3110700831663833,0.1069988096404546,7.005124058139533,0.1069988096404546,5.76404347826087,1.3901037717774167,-0.6099464320964074,-10.018057441778586,5.280355191256832,19.936533172977988,-0.421089351537356,0.11064397540354594,0.825138581767157,0.3085846262548499,0.0,0.05033219205758227,10.628415300546449,-0.030447457005118445,9.11025146492697
Result3953466,Cc1cccc(P(C)C(C)c2cn[nH]c2N(C)C)c1C,32.6067,99.5740,0.0849,O=C([O-])C(C)(C)C.[K+],CC1=CC=C(C)C=C1,"32.6067, 1.2639",0.476153268219384,0.5051641116163132,0.1428941881283608,0.1556534312908589,0.0,0.0,2,1.0624999999999998,32.6067,1.2639,5.817862777835028,1.232,0.10767485970035214,5.5050232558139545,136.7579533531077,10.204449627089385,-0.25212962962962915,7.160524527131783,0.136496913580247,0.9506446933254733,-0.07051081233785417,-0.10603754439370877,-0.06506849315068493,0.9223516881599495,0.45805803891764374,-0.10086921259028997,0.512840608874218,1.2199391171993912,5.78708734177215,0.13443585402616506,-0.1255171856973625,1.3121364494889765,-0.25212962962962915,7.353974683544305,-0.25212962962962915,6.1889577777777784,0.9459782582651306,3.9930810016640406,-44.7998163452709,5.662883561643837,25.660079300437395,-0.4285633190024006,0.03932005792186669,0.4183626190225655,0.3660855768006166,6.196843571613076,0.03278927260232779,10.924657534246576,-0.05951079457881624,0.5680613209030105
Result3953463,CC[NH+](c1ccccc1)c1cnc(P(c2cnoc2)c2n[nH]c(C)n2)cn1,30.1621,108.9635,0.1248,O=C([O-])C(C)(C)C.[K+],CCCC#N,"30.1621, 2.3084",0.476153268219384,0.5051641116163132,0.1428941881283608,0.1556534312908589,0.0,0.0,1,1.3691437802907915,30.1621,2.3084,23.97179733993562,5.412997903563942,0.08370809066601362,6.1316728070175435,195.8735061458603,21.2049589290216,-1.0708886870934926,7.656698631578944,0.11061805757384584,0.7765765580092773,-0.07815196520881708,-0.054438671786763045,-0.02997214207541539,0.8000436309083115,0.39798445670457,0.06173821533978296,0.3163853920773202,5.54093567251462,6.330262962962962,0.11011083939377656,0.0040236926884125316,0.8769702878554921,-1.0708886870934926,7.779756839506174,-1.0708886870934926,6.633157142857144,0.7423572537433376,7.6918028725044945,32.97792247193633,6.4346666666666685,6.544756405912575,-0.4627036559017413,0.02822216656679402,0.33516881878213284,0.4575005889487527,31.319681976688532,0.01851340997407537,20.350877192982455,0.07175078002355212,0.29918110994283964
Result3953290,CC(C)c1c[nH+]c([NH3+])n1CP(C)C,29.0291,90.8303,0.1464,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"29.0291, 1.7311",0.476153268219384,0.5051641116163132,0.1428941881283608,0.1556534312908589,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,29.0291,1.7311,12.482688382067563,0.45758661887694146,0.17208111431394169,5.574734177215191,131.52139015706956,10.717645998109393,0.09475308641975344,7.252041924050633,0.13358778625954187,1.481388179568939,-0.36776461777572145,-0.42250000000000004,-0.22890266299357212,1.529117785077428,0.31327546854248245,-0.27741734372728794,0.6781280435244993,0.28888888888888886,5.713865,0.133588583602365,-0.032454207221666885,1.6271044442815412,0.09475308641975344,7.3190525666666675,0.09475308641975344,6.235984848484849,1.425636685596311,1.3537830829398567,-52.83288553322223,5.637812500000001,13.329651208465071,-0.28854153591210036,0.0680388474563819,0.5576511929280064,0.8521625169711271,0.0,0.03695915804380878,11.6875,1.047463925192972,1.2957544887230898
