Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS3m,base_GATS1se,base_GATS2pe,base_GATS3Z,solvent_NsCH3,solvent_SdssC,solvent_GATS4se,solvent_VSA_EState9,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3922419,Cc1cc(C)c(CP(Cc2ccccc2)CC(C)C)c(C)c1,46.29,106.8241,0.1061,O=C([O-])C.[Cs+],CC(N(C)C)=O,"46.2900, 2.9013",0.056742661225519415,0.1265444360281399,0.15437109729761034,0.07445192098979814,3,0.09259259259259278,1.4760842589662049,3.4490740740740735,46.29,2.9013,0.0,0.9130116959064327,0.12494277933645703,5.352180722891568,161.75212016507027,0.0,0.005280507264634693,7.022971168674699,0.12192018507807972,1.3161288193671612,0.11431676027230092,-0.005419452983868445,-0.002837868113813465,1.3211190655614167,0.27811916038128914,-0.19151040152637103,0.43483334366017146,1.2653876898481218,5.524322580645161,0.12015992788932359,0.02034205962062744,1.1108456907509736,0.005280507264634693,7.122243720430106,0.005280507264634693,5.951798076923077,1.2497270582173012,3.610780906763125,-1.9439484338881998,5.5691474820143885,6.161910027467921,-0.350396013139837,0.04554926959718158,0.4426734628297137,0.3182255112336653,0.0,0.028809821099633773,12.316546762589928,-0.018403567779613807,2.627214756114124
Result3922427,CCc1c(N)cc(C)c(CP(CC)CC)c1-c1ccc(C)cc1OC,44.75,107.0670,0.1093,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"44.7498, 1.4211",0.6971767885426821,0.1453627869996672,0.1574807960088896,0.6819085487077534,2,0.0,1.0624999999999998,0.0,44.7498,1.4211,5.749511833283905,2.346236559139785,0.1256692427700848,5.663965306122451,168.26237136018798,10.470530430962235,0.015927039883169014,7.270933744897957,0.10550894564606644,1.0946251290693152,-0.17548266736439194,-0.1929755944931164,-0.10904992043378325,1.050438699038831,0.3364986265215728,-0.006816030940042081,0.5466336338252294,1.7724586288416075,5.666621359223304,0.10443801890319696,-0.17153945564242845,1.3161163930512452,0.015927039883169014,7.263799281553399,0.015927039883169014,6.099577586206897,1.0796988875999702,4.197193934598036,-78.7832647462277,5.75672340425532,25.16728507337556,-0.5286277102521767,0.04327515531179551,0.42849648961886744,0.3736518444636111,0.0,0.025070245779666794,14.069148936170214,-0.051403971471482846,2.638103528484625
Result3922414,OCP(COc1ccccc1)c1ccc(C=NO)cc1,42.285,107.4672,0.0782,O=C([O-])C.[K+],CC(N(C)C)=O,"42.2849, 1.8207",0.6971767885426821,0.1453627869996672,0.1574807960088896,0.6819085487077534,3,0.09259259259259278,1.4760842589662049,3.4490740740740735,42.2849,1.8207,12.097482202338735,3.1842475386779183,0.19283703777986333,5.885760606060606,160.42222401093977,10.041402850038956,-0.772555482069371,7.516086181818182,0.07575781509153806,0.8459971292615358,0.0555343605149323,0.06842151137453154,0.03146544813211481,0.8593482605822664,0.179206871180051,-0.199503531800674,0.07696008570307124,2.896103896103896,6.090706896551724,0.07780633498132565,-0.23819528675978646,1.0579474202419379,-0.772555482069371,7.639674482758621,-0.772555482069371,6.472637837837837,0.8383473462074241,5.363781831563995,4.788142051516543,6.039454545454546,12.695940738109659,-0.5197849069764946,0.0763273370395676,0.37410185081454284,0.36412331028259587,54.59730361615449,0.012809188101401827,16.233766233766232,-0.1581599285093945,4.054107710217951
Result3922415,Cc1ccc(P(CP(CN(C)C)c2nccs2)c2ccccc2)cc1,36.839,91.6963,0.1328,O=C([O-])C.[K+],CCCC#N,"36.8385, 0.4501",0.6971767885426821,0.1453627869996672,0.1574807960088896,0.6819085487077534,1,0.0,1.3691437802907915,0.0,36.8385,0.4501,4.748712101394678,1.8524216524216524,0.12482379622593286,5.606293706293707,207.99977920660623,15.357791893872491,-0.36915123456790133,7.2596884755244755,0.133038494051669,1.0592405279843464,0.0048135053849495835,-0.0742367613249592,-0.03914358177317716,1.0008594815914311,0.30822255106243907,-0.16414614678874503,0.16935582721681647,2.6368563685636857,5.7339558139534885,0.13634688896596506,-0.15061716531012137,0.8451663048082642,-0.6594649680859994,7.33949953488372,-0.2903137335180981,6.1,0.990263016746765,5.509932839771303,7.149392485641274,5.779207317073171,26.2841872078187,-0.37651385116343905,0.06567784459862348,0.4605864843036964,0.3470015523812375,17.533629449547814,0.02164733076951453,21.926829268292682,-0.08730772806577666,2.7168822510064827
Result3922421,c1ccc(P(c2ccccc2)c2ccccc2)cc1,36.753,105.6921,0.0762,O=C([O-])C.[K+],CCCC#N,"36.7526, 1.9332",0.6971767885426821,0.1453627869996672,0.1574807960088896,0.6819085487077534,1,0.0,1.3691437802907915,0.0,36.7526,1.9332,0.0,3.5694444444444446,0.12266737519710581,5.612,232.41498194289477,15.913619688716722,-0.44598765432098797,7.177178666666666,0.1223537854323646,1.0715664487086345,-0.2134428452713452,-0.3187047619047618,-0.14474048442906573,1.078560063643596,0.17677669529663687,-0.010224106262287468,-0.027091402123113537,3.84,5.739473684210526,0.12194683472942648,-0.08217176446339644,1.0134424628342387,-0.44598765432098797,7.251174315789474,-0.44598765432098797,6.054124999999999,0.9797757933650203,5.721885917273355,-17.900807381776236,5.873719999999999,0.0,-0.3226416970818605,0.05014849143074894,0.36878628511041367,0.33485565497361364,0.0,0.011722306294206161,17.96,-0.044573337962727916,3.7432183095241576
Result3922422,O=C1CNC(P(c2ccccc2)c2cccc3cnccc23)S1,36.172,103.3592,0.0869,O=C([O-])C.[K+],CC(N(C)C)=O,"36.1718, 1.8125",0.6971767885426821,0.1453627869996672,0.1574807960088896,0.6819085487077534,3,0.09259259259259278,1.4760842589662049,3.4490740740740735,36.1718,1.8125,0.0,3.9961240310077515,0.12287498934223295,5.900110091743118,233.9376435932788,15.925868396484145,-0.675180041152263,7.471269431192659,0.08126768593441877,0.7421843047463963,-0.14415328573119632,-0.22879886506935687,-0.12564923822714677,0.693697498874083,0.4480812094368995,-0.00911836624459967,0.04471117123922872,4.306712962962963,6.031123529411765,0.08531537719562741,-0.08489893965191016,0.9875467960919556,-0.675180041152263,7.564135338235295,-0.675180041152263,6.316085365853659,0.7154858768259375,5.935534343346365,0.13929072193152647,6.063938541666665,6.544756405912575,-0.38148859339099417,0.05430551089070138,0.37374633284744324,0.3777816984395634,18.460054211687762,0.0187701618207901,23.541666666666668,-0.09348036681711427,4.070331493849682
Result3922603,CC(C)c1ccc([O-])c(C(C)C)c1-c1ccccc1P(C(C)C)C1CCCCC1,35.868,109.8235,0.1024,O=C([O-])C.[Cs+],CCCC#N,"35.8678, 0.8356",0.056742661225519415,0.1265444360281399,0.15437109729761034,0.07445192098979814,1,0.0,1.3691437802907915,0.0,35.8678,0.8356,0.0,2.2167755991285403,0.12054265455176044,5.5411285714285725,187.9054247947607,10.411067291079613,-0.25234336944654423,7.1616974,0.10876402887983418,0.8363170287661557,-0.15303608637174906,-0.2371648014489228,-0.13715300168442943,0.6538594388966485,0.3069312103843098,0.03589170219752387,0.42162159334633426,1.8869395711500976,5.610728682170541,0.10764386251553215,-0.14237722922158763,1.2831458713176611,-0.25234336944654423,7.190572372093023,-0.25234336944654423,6.00395652173913,0.8880946343788103,3.84683175439989,-146.19901597595222,5.806780701754386,0.0,-0.8887537640196894,0.0402528110847317,0.41951542920016804,0.3344956646354801,0.0,0.029239262135489837,14.885964912280702,0.054409755481147175,3.066860280397195
Result3922418,c1ccc(P(Cc2ccccn2)c2ccccc2)cc1,28.977,106.8653,0.0987,O=C([O-])C.[K+],CCCC#N,"28.9774, 3.0254",0.6971767885426821,0.1453627869996672,0.1574807960088896,0.6819085487077534,1,0.0,1.3691437802907915,0.0,28.9774,3.0254,0.0,2.982905982905983,0.1123746176507513,5.747218390804597,202.5386927255185,10.609079792477814,-0.3896604938271606,7.292566988505747,0.1218996736943548,0.9092068489110288,-0.05747733569129391,-0.08433734939759042,-0.03748326639892908,0.878484798182657,0.19001991384646116,0.013181254385671921,0.07755984676518599,3.634538152610441,5.802180327868852,0.12134558470793323,-0.06142564685435239,0.9185306565627763,-0.3896604938271606,7.313112163934427,-0.3896604938271606,6.12,0.869384987205587,5.790810809189422,42.008192348727334,5.775114457831324,0.0,-0.3826905178946279,0.04463252043377776,0.37435115919461504,0.3374559061186989,12.263210640074686,0.011978028599776236,16.83132530120482,-0.04330858128761252,2.8418460559797136
Result3922602,CC(C)P(C(C)C)C(O)c1c[c-]ccc1-c1c(C(C)(C)C)cccc1C(F)(F)F,26.519,105.6285,0.1090,O=C([O-])C.[K+],CCCC#N,"26.5194, 0.5060",0.6971767885426821,0.1453627869996672,0.1574807960088896,0.6819085487077534,1,0.0,1.3691437802907915,0.0,26.5194,0.506,0.0,3.4034188034188033,0.13484702425172826,5.943656652360518,175.30671605255608,0.0,-0.8438855820105813,7.507766454935619,0.06756234497199835,0.5788417109506948,-0.001580574138427032,-0.08782073694482569,-0.0658411580594679,0.5762764069586875,0.2035501366748341,-0.11414553942578261,0.3729565213611564,3.2117892540427753,6.059781818181821,0.06605740682866919,0.11606948182689034,0.8092048889082496,-0.8438855820105813,7.5567897454545445,-0.8438855820105813,6.252426229508197,0.5912165946564727,4.355072545515295,-2.118888888888895,6.108603286384978,0.0,-0.45681685381460246,0.04714572241064616,0.3806036712070782,0.5022389714490025,20.771211599071872,0.04560179719700765,15.708920187793428,0.1474013878785715,2.7768964449601783
Result3922426,[CH2-]c1ccc(C)cc1CP(c1ccccc1)c1cc(C)ccc1C,13.835,102.1734,0.1143,O=C([O-])C.[K+],CCCCOC(C)=O,"13.8346, 2.7434",0.6971767885426821,0.1453627869996672,0.1574807960088896,0.6819085487077534,2,-0.18199074074074065,1.0555555555555556,0.0,13.8346,2.7434,0.0,2.1519097222222223,0.12028141598946948,5.590867647058824,188.74941913044185,10.609079792477814,-0.4327880658436212,7.162937441176471,0.1183738400353513,1.132396050048349,-0.08926719313743463,-0.08396946564885494,-0.04839906700593721,1.1377121771217715,0.4184873245731758,-0.1587669714752226,0.29537743443789377,2.787955894826124,5.646476190476191,0.11719858460458507,-0.037060039661383826,1.0203259046554178,-0.4327880658436212,7.1945825,-0.4327880658436212,6.019019999999999,1.0636589842953295,6.010027723645611,55.51618227023318,5.625232824427481,0.0,-0.46533099602441236,0.044616746926267735,0.37766553675717707,0.3242252460751692,0.0,0.026270819446454225,15.083969465648854,0.08194816987349673,3.3462265871883505
