Unnamed: 0,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,yield
0.0,O=C([O-])C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CC(N(C)C)=O,0.1,105.0,5.47
1.0,O=C([O-])C(C)(C)C.[Cs+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CC(N(C)C)=O,0.1,105.0,29.16
2.0,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,90.0,10.34
3.0,O=C([O-])C(C)(C)C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.64
4.0,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,90.0,13.19
5.0,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,90.0,16.92
6.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.15
7.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,29.4
8.0,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,90.0,9.59
9.0,O=C([O-])C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CC(N(C)C)=O,0.1,105.0,7.26
,O=C([O-])C.[Cs+],CC[NH+]=C1[NH+]=C(P(c2ccccc2)C2CCCC2)N(C(C)C)C1(N)c1cc(-c2ccc(C)cc2)nn1-c1ccccc1,CCCCOC(C)=O,0.1016,106.8001,29.208799999999986
,O=C([O-])C(C)(C)C.[Cs+],Cc1cnc(C(C)c2ccnc(CP(Cc3cccnc3)C(C)O)c2)nc1C,CC(N(C)C)=O,0.1483,104.516,29.1804
,O=C([O-])C.[K+],CCP(CC)c1cn(CCOC(C)(C)C)c(N=Cc2cccc(OC)c2)n1,CC1=CC=C(C)C=C1,0.1153,107.7162,20.171100000000013
,O=C([O-])C(C)(C)C.[K+],CC(NP(CF)c1ccccc1)n1cc(NP(c2ccccc2)c2ccccc2)cn1,CCCCOC(C)=O,0.0916,108.9613,15.560200000000007
,O=C([O-])C.[Cs+],CN(C)c1ccccc1P(CCn1nnc(-c2ccccc2)n1)c1ccccc1,CCCC#N,0.0582,111.2057,12.876800000000005
,O=C([O-])C.[K+],CCCP(c1ccccc1)c1ccc(NCc2cccc(N3CCOCC3)c2)cc1,CCCCOC(C)=O,0.1486,119.4131,11.665400000000002
,O=C([O-])C(C)(C)C.[K+],CCn1cc2c(OC)nnc(P(c3ccc(OCCc4ccc(C)cc4)cc3)c3ccccc3OC)c2n1,CCCCOC(C)=O,0.1275,116.8353,8.022500000000003
,O=C([O-])C(C)(C)C.[Cs+],CP(c1ccccc1NCCCN1CCOCC1)C1CCCC1,CCCC#N,0.0997,92.9661,7.389100000000003
,O=C([O-])C(C)(C)C.[Cs+],FCCP(NP(c1ccccc1)c1cccc2ccccc12)c1ccccc1,CCCCOC(C)=O,0.1192,103.6283,6.9472000000000005
,O=C([O-])C.[Cs+],O=C(NCC1(P(c2ccccc2)c2ccccc2)CC=CN1)Nc1ccccc1,CCCCOC(C)=O,0.133,94.5131,4.0653000000000015
,O=C([O-])C.[K+],CC(C)C(c1ccccc1)c1ccc(-n2nnnc2CP(Cc2ccccc2)C(C)P)cc1,CCCCOC(C)=O,0.081,103.0531,33.15309999999999
,O=C([O-])C.[K+],CSc1cccc(P(C(C)C#N)C2CCCC2S(C)(=O)=O)c1,CC(N(C)C)=O,0.1451,110.7395,32.12449999999999
,O=C([O-])C(C)(C)C.[K+],Cc1cc(N=Cc2ccccc2P(C)C)cc(N)c1C,CCCCOC(C)=O,0.1392,93.4397,28.247300000000006
,O=C([O-])C(C)(C)C.[K+],CP(C)C(N)NC1(C)CC(C)(C)OC1(C)C,CCCC#N,0.1483,95.8904,25.12239999999999
,O=C([O-])C(C)(C)C.[Cs+],[O-]P(c1ccccc1)C1CCCO1,CCCCOC(C)=O,0.1062,118.7908,11.9891
,O=C([O-])C(C)(C)C.[K+],Cc1cc(C)c(C2OCCC2P(c2ccccc2)C2CCCOC2)cc1C,CC1=CC=C(C)C=C1,0.0572,111.5087,10.77629999999999
,O=C([O-])C(C)(C)C.[Cs+],CP(C1CCCCC1)C(c1ccccc1)C(N)N,CCCC#N,0.1418,119.467,5.470300000000002
,O=C([O-])C.[Cs+],CCP(CC)CC(CPc1ccccc1)c1ccccc1,CC1=CC=C(C)C=C1,0.101,108.5877,4.2118
,O=C([O-])C(C)(C)C.[K+],OCP(CCC[SiH2]C[SiH2]C[SiH3])C1CCCC1,CCCCOC(C)=O,0.1488,97.8187,2.8464
,O=C([O-])C.[Cs+],[C-]#C[NH2+]C(C)(C(C)C)P(C)C[Si](C)(C)C,CCCC#N,0.0993,104.4785,2.1231999999999993
