Unnamed: 0,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,yield
0.0,O=C([O-])C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CC(N(C)C)=O,0.1,105.0,5.47
1.0,O=C([O-])C(C)(C)C.[Cs+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CC(N(C)C)=O,0.1,105.0,29.16
2.0,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,90.0,10.34
3.0,O=C([O-])C(C)(C)C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.64
4.0,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,90.0,13.19
5.0,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,90.0,16.92
6.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.15
7.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,29.4
8.0,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,90.0,9.59
9.0,O=C([O-])C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CC(N(C)C)=O,0.1,105.0,7.26
,O=C([O-])C.[K+],COc1cc(CNc2ccc(Nc3cccc(P(C)C)c3)c(C)c2)cc(OC)c1,CC(N(C)C)=O,0.1412,118.0608,44.15110000000002
,O=C([O-])C(C)(C)C.[Cs+],CCNc1cccc(P(c2ccccc2)c2ccccc2)c1,CC(N(C)C)=O,0.0739,101.5757,25.5033
,O=C([O-])C(C)(C)C.[Cs+],CCNc1cc(NCCc2c[nH]nc2C(C)(C)C)nc(P(C)C(C)C)[nH+]1,CC1=CC=C(C)C=C1,0.0916,95.7206,21.30030000000001
,O=C([O-])C.[Cs+],CCN(CC)c1cc(-c2ccccc2)cc(C(C)P(CC)c2cccnc2)c1,CC1=CC=C(C)C=C1,0.1229,119.1159,18.752800000000008
,O=C([O-])C.[Cs+],COCP(CO)COCC1CCCO1,CCCC#N,0.1089,117.8172,14.504900000000005
,O=C([O-])C(C)(C)C.[Cs+],Nc1cc(P(c2ccccc2)c2ccccc2)cc(N)c1N=Cc1ccc([S-])cc1,CC1=CC=C(C)C=C1,0.0985,110.5302,11.112099999999995
,O=C([O-])C.[Cs+],CCC1=CC(c2scnc2-c2cc(O)cc(P(CC)c3ccccc3)c2)NCC1c1ccccc1,CC1=CC=C(C)C=C1,0.0883,94.8543,10.173299999999992
,O=C([O-])C(C)(C)C.[Cs+],COc1cccc(P(C2=NC([O-])C(CN)=CN2)c2cccc(P(=O)(C(N)=O)c3ccccc3)c2)c1,CCCC#N,0.0854,112.1395,8.858700000000002
,O=C([O-])C(C)(C)C.[Cs+],CCNCc1ccc(CNc2cccc(Oc3nccnc3-c3cccc(P(C(C)C)C(C)C)c3)c2)cc1,CCCC#N,0.0952,107.779,7.0089000000000015
,O=C([O-])C.[K+],CP(c1c(CNCCN)cccc1C(C)(C)C)C(C)(C)C,CCCCOC(C)=O,0.0695,111.5809,1.4086999999999992
,O=C([O-])C.[Cs+],COc1ccc(C=Nc2ccccc2P(C(C)C)C(C)C)cc1,CC(N(C)C)=O,0.1272,119.9045,38.2619
,O=C([O-])C(C)(C)C.[Cs+],Cc1cccc(NCc2ccccc2P(C)C)c1C,CC(N(C)C)=O,0.0837,109.899,28.70649999999999
,O=C([O-])C(C)(C)C.[K+],CP(c1ccccc1)c1cc(N)[nH]n1,CCCC#N,0.1081,110.3485,13.688100000000004
