Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS1se,base_GATS2pe,base_GATS3m,base_GATS3Z,solvent_SdssC,solvent_VSA_EState9,solvent_NsCH3,solvent_GATS4se,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3950863,CC(C)c1cc(CP(c2ccccc2)c2ccccc2)cc(C(C)C)c1C(C)C,49.631,109.3089,0.1268,O=C([O-])C(C)(C)C.[K+],CCCCOC(C)=O,"49.6307, 3.8153",0.1428941881283608,0.1556534312908589,0.5051641116163132,0.476153268219384,-0.18199074074074065,0.0,2,1.0555555555555556,49.6307,3.8153,0.0,1.851244687310261,0.11370683502395533,5.454600790513834,186.71908732080107,10.609079792477814,-0.41544984042999955,7.085460608695652,0.11099336411576212,1.2083856288006998,-0.21601278881056574,-0.2979985412045543,-0.16755142587746305,1.2125245802450457,0.25335988512861485,-0.016075652002717607,0.4076032538441211,1.7318007662835249,5.604905982905984,0.10945195521666676,0.2403178717494336,1.3605982981934885,-0.41544984042999955,7.170885726495726,-0.41544984042999955,5.987477272727273,1.154892083110591,5.605904422782357,-118.35991753472224,5.719837438423645,0.0,-0.34903924596207947,0.038897438456883426,0.4016152334674524,0.3348366167763244,0.0,0.027320541698737204,14.177339901477833,-0.010383038187465839,2.9606426565159185
Result3950857,c1ccc(P(c2ccccc2)C2CCOCC2)cc1,48.391,106.5009,0.1296,O=C([O-])C.[K+],CCCC#N,"48.3908, 3.0851",0.1453627869996672,0.1574807960088896,0.6971767885426821,0.6819085487077534,0.0,0.0,1,1.3691437802907915,48.3908,3.0851,0.0,2.1985815602836882,0.117993053339307,5.6030508474576255,191.99973506836704,10.609079792477814,-0.24904320987654316,7.206976542372882,0.1370078740157482,0.8986335340073309,-0.21123656557026674,-0.24234206471494615,-0.10891966759002773,0.8743003491831021,0.17677669529663687,0.04345149727777015,0.043112238403177336,2.58,5.840599999999999,0.13636261015501316,-0.039762966681824476,0.9794665724302378,-0.24904320987654316,7.400737257142857,-0.24904320987654316,6.1231875,0.8786968756684865,4.24896366938518,-18.187544885605824,5.784099999999999,13.213763929025836,-0.4173692027654555,0.047259869804795525,0.3967357862335537,0.32535637214930757,0.0,0.011722306294206161,14.62,-0.0846133377055531,3.1997063654407873
Result3950862,FC(F)(F)c1cccc(P(c2ccccc2)c2ccccc2)c1,47.971,105.4254,0.1417,O=C([O-])C(C)(C)C.[K+],CCCC#N,"47.9713, 1.4930",0.1428941881283608,0.1556534312908589,0.5051641116163132,0.476153268219384,0.0,0.0,1,1.3691437802907915,47.9713,1.493,0.0,5.074074074074074,0.12353783743684485,6.0266666666666655,239.89893248115408,15.913619688716722,-1.009351851851852,7.521672888888889,0.07208725366287502,0.48114087348740986,-0.1429800513977999,-0.13028947077670983,-0.08203763609169015,0.47595698216241245,0.2076303192968934,-0.08175531600842961,0.06512272311827198,4.841269841269842,6.505238095238095,0.0697789662921301,-0.2949044680308096,1.0066557908507632,-1.009351851851852,7.8589635555555555,-1.009351851851852,6.392,0.4780546433598561,6.401077639448242,-62.237264291318354,6.261280952380952,0.0,-0.3209568776701699,0.050811474311191276,0.3388856919742194,0.5016475866055956,60.6636706846161,0.026850091481190413,23.88095238095238,-0.016732855056099036,3.164466625708819
Result3951982,CC(c1ccc(O)cc1)N(Cc1ccccc1)c1ccccc1P(C(C)C)C(C)C,44.612,97.2239,0.1458,O=C([O-])C.[K+],CCCC#N,"44.6123, 2.1328",0.1453627869996672,0.1574807960088896,0.6971767885426821,0.6819085487077534,0.0,0.0,1,1.3691437802907915,44.6123,2.1328,5.749511833283905,2.241545893719807,0.10931295996085187,5.545051181102363,174.01212847312888,10.204449627089385,-0.28211070985321407,7.172381212598425,0.10035905708487276,1.0457471457826841,0.06524468866387957,-0.041602885193348024,-0.023360995103686635,1.0297875137334058,0.299839684279443,-0.13558729999982558,0.33683611301073385,2.0092165898617513,5.759052173913044,0.09958868205254089,-0.056917182628640525,1.2156898489958377,-0.28211070985321407,7.307529147826086,-0.28211070985321407,6.121848484848485,1.0268665749871893,6.381524896411777,-30.280562789351855,5.739668202764977,4.899909730850478,-0.4275389710597144,0.036742745494891094,0.3853135915903618,0.36564940154378833,12.13273413692322,0.026409856975445845,13.80184331797235,0.012628856462913899,2.317239400208129
Result3950860,Cc1ccccc1-c1cc(P(c2ccccc2)C(P)N(C)C)ccc1CN(C)Cc1ccc(O)cc1O,43.884,104.7542,0.0846,O=C([O-])C.[K+],CC(N(C)C)=O,"43.8836, 4.4125",0.1453627869996672,0.1574807960088896,0.6971767885426821,0.6819085487077534,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,43.8836,4.4125,11.49902366656781,2.762201453790239,0.011130041576938872,5.684619672131148,189.61617564603702,10.609079792477814,-0.6291583238731422,7.2785702868852455,-0.0029551577385600416,0.9892920408454147,-0.17290544018035325,-0.08874900193908976,-0.05309285385284633,1.0083801275074686,0.5012466493494117,-0.1407140097641404,0.266200635602422,2.5560606060606057,5.924312500000001,-0.0005933731892420087,0.0514535510631053,0.9471630957455264,-0.6291583238731422,7.4490350078124985,-0.6291583238731422,6.220473684210527,0.9588844906968602,9.14446411633925,-102.12726312351008,5.8417818181818175,21.143015948031568,-0.3732301726216289,0.004455327403968601,0.3616738663961582,0.39879952654298895,0.0,0.02751682064749292,16.6,-0.06340879602158431,1.4476467742024826
Result3950864,C=C(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,42.953,108.1094,0.1382,O=C([O-])C.[K+],CC(N(C)C)=O,"42.9527, 4.0104",0.1453627869996672,0.1574807960088896,0.6971767885426821,0.6819085487077534,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,42.9527,4.0104,0.0,3.413793103448276,0.13160216386651585,5.583428571428571,247.41679934824487,21.21815958495563,-0.6643361048122953,7.157954333333333,0.13279859380562478,1.1634821058008493,-0.0957253686196293,-0.17178212998148687,-0.08547878787878785,1.1721698113207548,0.23570226039551584,-0.0010696296594232795,-0.04979992181648626,3.7373737373737375,5.703376190476191,0.13311585694202305,-0.10803496350005999,1.1526164148907438,-1.3286722096245904,7.229304916666665,-0.6643361048122951,6.028103773584905,1.044905127845875,7.9825437371065915,1.8179160493827144,5.814333333333333,0.0,-0.32317547875888375,0.06115732075109994,0.38778097290918495,0.34352277141988485,0.0,0.014817034624020228,22.515151515151516,-0.05524727677215417,4.226610208188722
Result3950867,[C-]#Cc1ccc(P(c2ccccc2)c2ccccc2)cc1,42.911,96.5348,0.1149,O=C([O-])C.[K+],CC(N(C)C)=O,"42.9109, 2.6067",0.1453627869996672,0.1574807960088896,0.6971767885426821,0.6819085487077534,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,42.9109,2.6067,0.0,3.9941520467836256,0.10944952597790227,5.623406593406593,236.54683186545518,15.913619688716722,-0.5523843117493914,7.183494923076923,0.10909748185355374,1.008711598494332,-0.16463738694954483,-0.19604700854700846,-0.09602302459445314,1.0157760500226254,0.2248892177291057,-0.02905371856903696,0.02206573639239595,4.07977207977208,5.774137931034482,0.10868742487303844,0.05507696867068551,1.0188719778270967,-0.5523843117493914,7.270745172413794,-0.5523843117493914,6.090364864864865,0.9170035393424943,6.341586667463493,-33.28725623582766,5.884846153846153,0.0,-0.650838812579063,0.04302564864734277,0.35342619076485327,0.3292234288365141,12.13273413692322,0.013851055571989597,18.846153846153847,0.03053926900421649,3.1022929597316
Result3951977,CC(=O)P(NC(=Nc1cnnn1-c1ccccc1)NCC1CCOC1)c1ccccc1,40.714,119.5144,0.0641,O=C([O-])C.[K+],CCCC#N,"40.7135, 0.6817",0.1453627869996672,0.1574807960088896,0.6971767885426821,0.6819085487077534,0.0,0.0,1,1.3691437802907915,40.7135,0.6817,0.0,4.480314960629921,0.020458266739767354,6.2912681818181815,190.12250045301565,15.70862356332239,-1.2869814266584545,7.7986994090909105,0.12179100163407454,0.7860622937226921,-0.03468837421062238,-0.030874296435272078,-0.015742346938775527,0.7888390312040157,0.3824700035763364,-0.1537011780727017,0.22553292117309276,4.784888888888888,6.263335,0.11942237002005861,-0.02561639070839861,0.9325118836796236,-1.2869814266584545,7.737278259999998,-1.2869814266584545,6.510047457627119,0.7545796810720075,7.844669800678596,-8.302264424288223,6.3921496,19.75852033493841,-0.4165971222017427,0.006641965576205485,0.33926183166306007,0.406585345617305,60.6636706846161,0.01789366529569121,20.512,0.19530376103907643,0.4401381426740428
Result3950865,C=NN=C(N)c1ccccc1-c1ccccc1CNc1ccc(P(c2cccc3c2ccc2c(-c4cccc5ccccc45)cccc23)C(C)(N)CC)cc1,40.7,105.0677,0.0845,O=C([O-])C(C)(C)C.[K+],CCCC#N,"40.7002, 1.8819",0.1428941881283608,0.1556534312908589,0.5051641116163132,0.476153268219384,0.0,0.0,1,1.3691437802907915,40.7002,1.8819,0.0,4.034920634920635,0.1385408504132498,5.705299719887956,205.15172590326614,27.393203350808516,-0.923848329092537,7.265061294117646,0.0744963176619859,0.9868554791502362,-0.08655508429987309,-0.09230237700386956,-0.05678842295003912,1.0133707287098248,0.9489253975602497,0.06326351211793546,0.2764992536593719,3.546639231824417,5.920341477272728,0.07494229239445717,-0.0024878274363722584,1.0670052522332247,-0.923848329092537,7.392121329545454,-0.923848329092537,6.253463207547168,0.9501802444252506,15.23782062994078,-87.83570837442889,5.912114506172839,5.316788604006331,-0.3735155552877828,0.04095482109163254,0.3232833127157944,0.4014552485538554,24.26546827384644,0.022337098894809143,16.737654320987655,0.04507703299112815,4.799301233321634
Result3950868,c1ccc(P(c2ccccc2)c2ccccc2)cc1,40.149,100.5312,0.0758,O=C([O-])C(C)(C)C.[Cs+],CCCC#N,"40.1492, 2.1213",0.1243972321309733,0.15285281509040824,0.05199823768686698,0.06442562223749324,0.0,0.0,1,1.3691437802907915,40.1492,2.1213,0.0,3.5694444444444446,0.12266737519710581,5.612,232.41498194289477,15.913619688716722,-0.44598765432098797,7.177178666666666,0.1223537854323646,1.0715664487086345,-0.2134428452713452,-0.3187047619047618,-0.14474048442906573,1.078560063643596,0.17677669529663687,-0.010224106262287468,-0.027091402123113537,3.84,5.739473684210526,0.12194683472942648,-0.08217176446339644,1.0134424628342387,-0.44598765432098797,7.251174315789474,-0.44598765432098797,6.054124999999999,0.9797757933650203,5.721885917273355,-17.900807381776236,5.873719999999999,0.0,-0.3226416970818605,0.05014849143074894,0.36878628511041367,0.33485565497361364,0.0,0.011722306294206161,17.96,-0.044573337962727916,3.7432183095241576
