Unnamed: 0,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,yield
0.0,O=C([O-])C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CC(N(C)C)=O,0.1,105.0,5.47
1.0,O=C([O-])C(C)(C)C.[Cs+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CC(N(C)C)=O,0.1,105.0,29.16
2.0,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,90.0,10.34
3.0,O=C([O-])C(C)(C)C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.64
4.0,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,90.0,13.19
5.0,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,90.0,16.92
6.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.15
7.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,29.4
8.0,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,90.0,9.59
9.0,O=C([O-])C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CC(N(C)C)=O,0.1,105.0,7.26
,O=C([O-])C.[Cs+],CN(C)c1ccccc1Cn1cc2c(P(C)C)ccc(C(C)(C)C)c2n1,CCCC#N,0.1054,103.6117,59.97129999999997
,O=C([O-])C(C)(C)C.[K+],CN(O)Cc1cc(N(C)C)ccc1P(c1ccccc1)c1ccccc1Cc1ccccc1,CC(N(C)C)=O,0.1127,102.329,42.586600000000026
,O=C([O-])C.[K+],Cc1cc(C)c(P(c2ccccc2-c2ccccc2)c2ccccc2N(C)C)c(C)c1,CC(N(C)C)=O,0.0762,106.1588,38.91750000000003
,O=C([O-])C.[K+],CC(N1C=CN(c2ccccc2)[CH-]1)P(c1ccc(O)cc1)c1cccc(CO)c1,CC(N(C)C)=O,0.0902,105.3727,36.22420000000001
,O=C([O-])C.[K+],C(=CP(c1ccccc1)c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.1021,107.616,31.545800000000032
,O=C([O-])C.[K+],c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.0982,105.2264,30.02300000000001
,O=C([O-])C.[K+],c1ccc(P(CP(c2ccccc2)C2CCCCC2)c2ccccc2)cc1,CC(N(C)C)=O,0.1026,105.8842,13.055600000000005
,O=C([O-])C.[K+],c1ccc(PCPC2=NC(P(c3ccccc3)c3ccccc3)CN2)cc1,CCCC#N,0.091,106.9122,8.276799999999996
,O=C([O-])C.[K+],CC(=O)P(c1ccccc1)c1cccc(C(C)(C)C)c1Nc1c(N(C)C)cccc1N(C)C,CCCC#N,0.1025,105.9602,8.092999999999991
,O=C([O-])C.[K+],c1ccc(C(c2ccccc2)P(Cc2ccc[n-]2)c2ccccc2)cc1,CCCC#N,0.1069,103.0433,6.636600000000002
,O=C([O-])C.[K+],CN(C)c1ccccc1-c1ccccc1P(c1ccccc1N(C)C)C(C)(C)C,CC(N(C)C)=O,0.1065,100.5748,65.67629999999993
,O=C([O-])C.[K+],CC(C)c1cc([O-])cc(-c2cncc3c(P(C(C)C)C(C)C)cccc23)c1C(C)C,CC(N(C)C)=O,0.1033,113.921,47.79099999999998
,O=C([O-])C.[K+],CC(N1C=CN(c2ccccc2)[CH-]1)P(c1ccc(N)cc1)c1ccc(O)cc1,CC(N(C)C)=O,0.0932,109.3434,35.23400000000001
