Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS2pe,base_GATS3Z,base_GATS1se,base_GATS3m,solvent_GATS4se,solvent_VSA_EState9,solvent_SdssC,solvent_NsCH3,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3952260,CCCNc1nc[nH+]cc1N(CCP(CC)C1CCOC1)CC1CCCO1,29.2966,119.4717,0.1089,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"29.2966, 0.3052",0.15285281509040824,0.06442562223749324,0.1243972321309733,0.05199823768686698,1.4760842589662049,3.4490740740740735,0.09259259259259278,3,29.2966,0.3052,11.884229846296638,1.8434959349593498,0.03845380779787596,5.8278212121212105,142.8107435889075,15.200676855804018,0.02054855978742709,7.449543242424244,0.13304935131553638,0.9658509074159374,0.0171689183719023,-0.01273557214228378,-0.005608914110534653,0.986771441207864,0.28381478282798467,-0.005704252579980416,0.3026465017589787,1.5578824898196626,6.016795121951217,0.13129542279262366,-0.12681587794747667,0.9928300050861459,0.02054855978742709,7.585006471544713,0.02054855978742709,6.31166153846154,0.9392578039420713,3.5055622140089717,-63.0873280267754,5.902667539267014,61.99543350106912,-0.4201660594693062,0.012055811828364542,0.42991934009953664,0.560988440219686,0.0,0.013297056090134972,12.701570680628272,-0.12977656830677556,-0.5958623342277465
Result3952266,CCc1sccc1P(c1ccc(C)cc1)c1ccc(C)cc1,29.2829,118.9539,0.1035,O=C([O-])C(C)(C)C.[Cs+],CCCC#N,"29.2829, 0.5045",0.15285281509040824,0.06442562223749324,0.1243972321309733,0.05199823768686698,1.3691437802907915,0.0,0.0,1,29.2829,0.5045,0.0,2.7483660130718954,0.12469515722999677,5.571127272727272,208.03328944495766,15.913619688716722,-0.4499279835390948,7.1981474181818195,0.11452351227632127,1.1428558295180837,-0.19655101337093586,-0.15930819636910515,-0.0899501119574612,0.9971450261654983,0.472904987429245,-0.057957826322116386,0.24020016899427393,2.7767393561786085,5.644315789473683,0.1167318966315954,-0.17421623628700178,1.0041733775052386,-0.4499279835390948,7.228719710526318,-0.4499279835390948,6.0282,1.0386562695426456,5.071159751376482,-10.427177853895007,5.729850467289717,0.0,-0.3292338858910891,0.05526275541934763,0.412805976934665,0.34064143568646993,11.336785877934737,0.0221064415623395,18.66355140186916,-0.01731506679083795,4.105797499833525
Result3952258,[c-]1cccc(C=NN=C(Nc2ccccc2)P(c2ccccc2)c2ccccc2)c1,29.21,118.0511,0.0963,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"29.2100, 0.0609",0.1556534312908589,0.476153268219384,0.1428941881283608,0.5051641116163132,1.4760842589662049,3.4490740740740735,0.09259259259259278,3,29.21,0.0609,0.0,4.797507788161993,0.11179221945628567,6.0657868852459025,230.66033946321727,15.925868396484145,-0.9011645081558004,7.548971655737703,0.09907035549605825,0.8017728558848948,0.004171829534396273,-0.06778273809523802,-0.03002142033283899,0.7820881632077157,0.2621886974951644,-0.12491991237581444,0.08845022926819238,5.643386243386243,5.961932142857143,0.09828712200083638,0.07555782441740207,1.0078631562623046,-0.9011645081558004,7.4293223333333325,-0.9011645081558004,6.2676592592592595,0.7843625987673988,9.260844171331383,9.907400287638652,6.281223809523809,5.316788604006331,-0.4555849851007789,0.03825906142527245,0.3325881068109472,0.35433687853553125,66.73003775307771,0.011974469226891334,22.78095238095238,0.06100890440368895,2.6680556078334625
Result3952252,CC(c1ccc(N)c(OCc2ccccc2)c1)P(Cc1ccccc1)c1ccccc1,29.189,90.4993,0.1122,O=C([O-])C(C)(C)C.[K+],CC1=CC=C(C)C=C1,"29.1890, 0.0359",0.1556534312908589,0.476153268219384,0.1428941881283608,0.5051641116163132,1.0624999999999998,0.0,0.0,2,29.189,0.0359,12.356393797796823,2.469862018881627,0.12670186765104724,5.713542857142857,182.35899405647223,15.775070327201142,-0.44103913031843134,7.285059357142855,0.09706783981757351,1.0060500681231026,-0.019810358345305163,-0.022617028553082515,-0.011422216660821332,0.9981172350495727,0.3587007466386507,-0.1269864203365772,0.1834634408413016,2.7068847989093388,5.850834951456312,0.09690085455652274,-0.07932394001406114,1.1091764743984502,-0.44103913031843134,7.373112368932034,-0.44103913031843134,6.1831532258064525,0.9694930991123513,8.279726885883877,8.960597387581968,5.763945398773005,5.733667477162185,-0.5172275580049175,0.043419505548279745,0.35937622468282193,0.3859101294847654,24.26546827384644,0.01789366529569115,15.28834355828221,-0.13691011370327344,3.9971457891480267
Result3952256,CC(N)c1ccccc1P(Cc1cccnc1)c1ccccc1CN(C)C,29.1032,96.0345,0.0870,O=C([O-])C(C)(C)C.[Cs+],CCCCOC(C)=O,"29.1032, 1.0249",0.15285281509040824,0.06442562223749324,0.1243972321309733,0.05199823768686698,1.0555555555555556,0.0,-0.18199074074074065,2,29.1032,1.0249,0.0,2.347222222222222,0.1121749327944118,5.66433695652174,201.8693905974518,16.34274726964,-0.5784619341563784,7.240990869565218,0.10790234863040304,1.0940694489394787,-0.07120650152771599,-0.14062500000000006,-0.07549586776859508,1.1307563656383237,0.2754319160449886,-0.0642827398783175,0.24313317930422415,3.070906432748538,5.858896907216494,0.1070891495950632,-0.24387027326541655,0.9794168242810967,-0.5784619341563784,7.38833037113402,-0.5784619341563784,6.18511403508772,1.0470694569978445,6.638138002237742,12.228454239363334,5.836598684210527,14.09534396535438,-0.3774866445489824,0.03855612478899954,0.37319171771039056,0.3442902612734387,18.460054211687762,0.022728256085529464,17.092105263157894,-0.1231055457769007,2.412485413978682
Result3952253,CCC1NC(P(Cc2ccc(OC)c(OC)c2)Cc2ncc([S-])[nH]2)COC1c1ccccc1,29.0237,104.3400,0.1453,O=C([O-])C.[Cs+],CC(N(C)C)=O,"29.0237, 0.9665",0.15437109729761034,0.07445192098979814,0.1265444360281399,0.056742661225519415,1.4760842589662049,3.4490740740740735,0.09259259259259278,3,29.0237,0.9665,5.824404497999927,2.326466916354557,0.04587983722554608,5.790661764705883,167.6497730310731,14.790514511606428,-0.5421739721265735,7.38767356862745,0.07886428987302972,0.907561872873479,-0.11441737567104256,-0.06312649836235326,-0.03475347993337564,0.9363798752166004,0.46138893072639503,-0.05985917345470028,0.2817212861707853,2.2526164065927183,6.139041525423728,0.0810217878030852,0.01567551231933869,1.116009117064756,-0.5421739721265735,7.685453694915255,-0.5421739721265735,6.396902985074626,0.8685522660289797,7.037126175300687,-104.89577305169752,5.999515228426397,20.826477047067986,-0.7802214459170214,0.016892689322512085,0.37048053938845465,0.41257435138513726,12.13273413692322,0.01978774292573848,16.20812182741117,-0.22935943706335513,0.8773140228231462
Result3952254,CCc1cc(N(CCN(C)C(C)c2ccc(F)c(C)c2)P(C#N)C(C)C)ccc1C,28.9805,108.4030,0.1285,O=C([O-])C(C)(C)C.[K+],CC1=CC=C(C)C=C1,"28.9805, 0.1980",0.1556534312908589,0.476153268219384,0.1428941881283608,0.5051641116163132,1.0624999999999998,0.0,0.0,2,28.9805,0.198,19.699844754939274,1.82363315696649,0.004461639021274443,5.6652422330097085,147.27310763223193,4.6704161899212995,-0.93520136699149,7.283652252427184,0.11872137776478617,0.7347867251187775,0.01507943979128732,-0.021801710431496948,-0.012828178019574301,0.6937655185481785,0.33080408779623893,-0.024991668747076787,0.38443661295813464,1.60926803580832,5.843628813559323,0.11392312741192588,-0.0511271951228117,1.234702807943635,-0.93520136699149,7.388637745762711,-0.93520136699149,6.172577272727272,0.7405564149802877,5.846102333781781,-50.48285776901162,5.729969194312797,24.80760098442364,-0.41269426751943483,0.0014667719914292193,0.38957854094017647,0.36557862333832053,12.13273413692322,0.029941176559097685,12.33175355450237,-0.1276162509501076,-0.7799634089503855
Result3952268,FCCP(CCc1ccccc1)c1ccccc1,28.9673,108.4228,0.1223,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"28.9673, 0.9536",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.0624999999999998,0.0,0.0,2,28.9673,0.9536,0.0,1.6987951807228916,0.13667752147907214,5.7335421686747,150.0904219787385,5.304539896238907,-0.35454459561602425,7.343338481927711,0.11459168062941646,0.5812082014330491,0.062163679612878754,0.04362801377726752,0.018043684710351383,0.5190480483711947,0.1310943487475822,-0.03095718189737559,0.056398644429281525,1.8608058608058609,5.775841269841271,0.11255822038508854,-0.07540797047965055,0.86883312622711,-0.35454459561602425,7.326228317460319,-0.35454459561602425,6.092432432432433,0.6061224447891228,4.075535306081003,21.458657216887666,5.7024945054945055,18.99841102721075,-0.3152727100142343,0.056827384521335435,0.42159835931066203,0.319637680662893,24.26546827384644,0.010446411922565116,12.868131868131869,-0.058722395134646194,3.140789255734964
Result3952251,CC1NCC(N)[NH2+]C1([NH3+])C(C)N1CCOC(C)(P(C)c2ccccc2)C1,28.9359,102.5869,0.1075,O=C([O-])C(C)(C)C.[Cs+],CCCCOC(C)=O,"28.9359, 1.0509",0.15285281509040824,0.06442562223749324,0.1243972321309733,0.05199823768686698,1.0555555555555556,0.0,-0.18199074074074065,2,28.9359,1.0509,17.42582087382152,1.2193236714975846,0.15081354609480324,5.577619512195123,118.8095101374586,27.40545205857594,-0.41600592380299184,7.248908772357725,0.1021343231643661,1.296061637687579,0.005173682473007246,0.0068113387677168295,0.004337710016485639,1.3038524939366887,0.42522506824954104,0.11371391196593582,0.330454959103924,1.029130253849355,6.0009157024793405,0.102816878190249,-0.026070816062379196,1.1292666936580922,-0.41600592380299184,7.545802363636361,-0.41600592380299184,6.338820312500001,1.24907444283442,3.8820222559666426,21.465757120283648,5.6582513108614245,32.90597678648318,-0.4091913731785557,0.046984113384335335,0.4181655323333879,0.7721793419591874,0.0,0.035066238851408645,9.614232209737828,0.7677554301864506,3.6756040375297245
Result3952255,CCOC(C)Oc1cccc(P(c2ncc(N3CCN(CC)CC3)c(NC)[nH+]2)C(C)C)c1,28.8904,114.2652,0.1305,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"28.8904, 0.1705",0.15285281509040824,0.06442562223749324,0.1243972321309733,0.05199823768686698,1.4760842589662049,3.4490740740740735,0.09259259259259278,3,28.8904,0.1705,17.63374167958054,2.3861861861861864,0.004616631921392409,5.7501858447488585,150.70140839458907,30.80757260838481,-0.6747883167213873,7.36730197260274,0.1235012801165474,0.9708705257749664,0.004852917484352607,-0.009632580341535562,-0.005121070286712021,1.0048098290133145,0.340756117627003,0.1839183299202057,0.3933944548197188,2.0045045045045047,6.097698484848488,0.12127669332178813,-0.11080895372451857,1.129827521008235,-0.6747883167213873,7.642593303030303,-0.6747883167213873,6.347246575342465,0.9356911999453404,6.213969818369165,-65.27566057097235,5.964910360360359,56.595034311609794,-0.49784981653794963,0.0014091818414064194,0.38825439854302274,0.4842187046719789,33.158357022133124,0.022248587709132434,13.31981981981982,0.19246648591758986,-1.7035031816204098
