Unnamed: 0,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,yield
0.0,O=C([O-])C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CC(N(C)C)=O,0.1,105.0,5.47
1.0,O=C([O-])C(C)(C)C.[Cs+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CC(N(C)C)=O,0.1,105.0,29.16
2.0,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,90.0,10.34
3.0,O=C([O-])C(C)(C)C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.64
4.0,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,90.0,13.19
5.0,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,90.0,16.92
6.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.15
7.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,29.4
8.0,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,90.0,9.59
9.0,O=C([O-])C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CC(N(C)C)=O,0.1,105.0,7.26
,O=C([O-])C.[K+],[CH2-]C1N=C(P(c2ccccc2)c2ccccc2)NC1c1ccccc1,CC(N(C)C)=O,0.1136,105.1579,37.65790000000001
,O=C([O-])C(C)(C)C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1172,104.7709,35.679199999999966
,O=C([O-])C(C)(C)C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1084,105.4047,35.679199999999966
,O=C([O-])C.[K+],C(=CP(c1ccccc1)c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.0942,104.3581,31.545800000000032
,O=C([O-])C(C)(C)C.[K+],CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.0669,104.6905,28.892400000000023
,O=C([O-])C.[Cs+],Cc1ccc(P(c2ccc(C(F)(F)F)cc2)c2cc(C(F)(F)F)cc(C(=O)Oc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2F)cc1,CCCC#N,0.0578,90.1614,17.910399999999992
,O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)n(-c2ccc(C(F)(F)F)cc2P(C(C)C)C(CCO)c2ccc(C(F)(F)F)cc2)n1,CC(N(C)C)=O,0.1053,90.5587,13.235199999999995
,O=C([O-])C.[K+],c1ccc(PC2=NCNC2P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.1332,105.3087,10.7155
,O=C([O-])C(C)(C)C.[K+],CCC1(O)CCCCC1OP(C)c1ccccc1C,CCCC#N,0.1228,90.1443,7.204100000000004
,O=C([O-])C.[K+],C1CCC(CP(C2CCCCC2)C2CCCCC2)CC1,CCCC#N,0.1373,104.5295,0.5313
,O=C([O-])C(C)(C)C.[K+],CC(C)c1cc(C(C)C)c(Oc2ccccc2P(C(C)C)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1402,105.3492,57.86749999999997
,O=C([O-])C.[K+],CN(C)c1ccccc1P(c1ccccc1)c1c(N(C)C)cccc1C(C)(C)C,CC(N(C)C)=O,0.1513,104.2559,51.03499999999996
