Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS2pe,base_GATS1se,base_GATS3Z,base_GATS3m,solvent_GATS4se,solvent_SdssC,solvent_VSA_EState9,solvent_NsCH3,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3943170,CC(Cc1ccccc1)c1ccccc1[Si](C)(C)c1ccccc1CSc1cccc(P(c2ccccc2)c2ccccc2)c1,77.968,116.2318,0.1067,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"77.9682, 0.0015",0.1574807960088896,0.1453627869996672,0.6819085487077534,0.6971767885426821,1.0624999999999998,0.0,0.0,2,77.9682,0.0015,8.073872300533118,2.490437158469945,0.14596321781208169,5.4860802469135805,203.58175327222105,26.287070980091638,-0.617435617173161,7.12107299382716,0.1352701673068987,1.3224540627848593,0.019882577185089997,-0.07461359452606718,-0.041493471374488146,1.4337686317239176,0.4874294222424901,-0.030661272917698205,0.19156314694487167,2.5107142857142857,5.626909090909091,0.1351928995834302,0.06915360135201853,1.1026679458944955,-0.617435617173161,7.167504376623376,-0.617435617173161,5.998945054945051,1.1669259500284097,11.369643517877112,-6.622839172325381,5.708430357142859,0.0,-0.33851248389263394,0.08148672678209755,0.42360716091317857,0.36130996551367517,11.761884949391115,0.02060097323654016,16.582142857142856,-0.056016272009287306,7.563165720828738
Result3943178,[O-]P([O-])c1c(P)ccc(P)c1CP(C1CCOCC1)C(c1ccccc1)c1ccccc1,77.968,102.2112,0.0735,O=C([O-])C(C)(C)C.[K+],CC1=CC=C(C)C=C1,"77.9681, 0.0015",0.1556534312908589,0.1428941881283608,0.476153268219384,0.5051641116163132,1.0624999999999998,0.0,0.0,2,77.9681,0.0015,0.0,2.6340936039617775,-0.13324064456812784,5.692026666666665,199.65411285920504,25.700442894221673,-2.6777121592807207,7.296134577777777,-0.0164504800321833,0.8217897426668058,-0.061844093290672225,-0.0030451866404714867,-0.0017222222222222077,0.7439394153329023,0.35924653142864654,0.022417889203185045,0.05573515260944307,2.66537037037037,5.868880733944954,-0.016706791438806157,-0.12137845053342956,0.8011333535154774,-3.2883808835605555,7.423416201834859,-0.610668724279835,6.072900000000001,0.7736453863802473,6.334845510039237,-65.12071330589849,5.820960500000004,13.213763929025836,-0.8783547397135695,-0.08239072668452883,0.42062097887130434,0.3354387682807837,12.13273413692322,0.021864466072165484,21.14,0.5637130766301882,0.759777547142256
Result3943172,CC(C)(C)CC(C)(C)c1cccc(-c2ccc(P(c3ccccc3)c3ccccc3)cc2[O-])c1Oc1ccccc1,77.968,110.2967,0.1362,O=C([O-])C.[K+],CC(N(C)C)=O,"77.9682, 0.0015",0.1574807960088896,0.1453627869996672,0.6819085487077534,0.6971767885426821,1.4760842589662049,0.09259259259259278,3.4490740740740735,3,77.9682,0.0015,11.49902366656781,3.2395264116575593,0.08931561425239413,5.651477663230242,212.2609509436416,25.757010037357475,-0.862635070484848,7.248234487972508,0.09613865297254605,0.7496724923886021,0.08956345542773214,-0.01583873833468454,-0.010146334860129594,0.6998978744167386,0.45804563909265367,-0.19988181196256485,0.3165447855180431,3.936302681992337,5.828098591549296,0.09521643856976268,-0.09036713208454637,0.9481432440162254,-0.862635070484848,7.344780056338025,-0.862635070484848,6.142734939759037,0.7608759095333686,10.044524412432246,-13.691927733961585,6.062735344827587,0.0,-0.8884169115680383,0.028730473887108393,0.3451311134009466,0.38328323228872724,60.6636706846161,0.029811511648163234,17.163793103448278,-0.004050254855653239,2.7415368187037816
Result3943176,CCP(c1ccc(-c2ccc(C)cc2C)cc1)C(C)(C)CC,67.922,109.5943,0.0978,O=C([O-])C(C)(C)C.[K+],CCCC#N,"67.9223, 0.6449",0.1556534312908589,0.1428941881283608,0.476153268219384,0.5051641116163132,1.3691437802907915,0.0,0.0,1,67.9223,0.6449,0.0,1.3217138707334786,0.12494277933645703,5.243939393939395,136.2467167120892,5.304539896238907,-0.09100932108096993,6.959977066666666,0.12192018507807975,1.3161288193671612,0.10089797284961184,0.05653568564554935,0.03403878651323733,1.3211190655614167,0.27159151841881124,-0.12569867969507156,0.46482220150122305,0.9373385012919897,5.532408602150538,0.12015992788932359,0.20049178941198653,1.2102468568779536,-0.09100932108096993,7.128044387096774,-0.09100932108096993,5.951798076923077,1.2497270582173012,3.7207256232136565,-27.4397833691695,5.515026162790698,6.161910027467921,-0.3425769229604467,0.04554926959718158,0.42902139627283736,0.3347345713281869,0.0,0.031856196466268034,9.25,0.016384269677634875,2.627214756114126
Result3943179,CCP(c1ccc(-c2cc(C)ccc2C)cc1)C(C)(C)CC,67.922,116.1576,0.0643,O=C([O-])C.[Cs+],CCCC#N,"67.9224, 0.6449",0.15437109729761034,0.1265444360281399,0.07445192098979814,0.056742661225519415,1.3691437802907915,0.0,0.0,1,67.9224,0.6449,0.0,1.3609295570079885,0.12494277933645703,5.2962345679012355,138.37812342685,5.304539896238907,-0.09208813909651625,6.991553530864198,0.12192018507807975,1.3161288193671612,-0.028673044163407862,0.006549051055867434,0.00394302727931119,1.3211190655614167,0.27159151841881124,-0.12569867969507154,0.46482220150122305,0.954780361757106,5.532408602150538,0.12015992788932359,0.2537723299445371,1.1827217355098747,-0.09208813909651625,7.128044387096774,-0.09208813909651625,5.951798076923077,1.2497270582173012,3.7207256232136565,-38.601003412742486,5.511973837209302,6.161910027467921,-0.3426157171523561,0.04554926959718158,0.42902139627283736,0.33476951026604057,0.0,0.031856196466268034,9.511627906976743,0.016104878985271548,2.627214756114126
Result3943177,C(=CP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,34.822,101.8049,0.0842,O=C([O-])C(C)(C)C.[K+],CCCC#N,"34.8216, 0.1731",0.1556534312908589,0.1428941881283608,0.476153268219384,0.5051641116163132,1.3691437802907915,0.0,0.0,1,34.8216,0.1731,0.0,2.9246031746031744,0.13160216386651583,5.504529411764706,222.79912901879922,21.21815958495563,-0.5284715923406402,7.111472,0.13279859380562478,1.1634821058008493,-0.029139076591303603,0.019813519813519826,0.00906666666666667,1.1721698113207548,0.23570226039551584,-0.018115333402577666,-0.05144228293143328,3.1444444444444444,5.703142857142858,0.13311585694202305,0.016967311593382654,1.0998773051164858,-1.0569431846812802,7.229234333333333,-0.52847159234064,6.028103773584906,1.044905127845875,7.988571022772315,-13.621333333333338,5.746983333333333,0.0,-0.3201309054992347,0.06115732075109993,0.39382395660993186,0.34173141324768247,0.0,0.012228475871469012,20.233333333333334,-0.06045879821405171,4.226610208188722
Result3943173,CP(CPC(P)P(c1ccccc1)c1ccccc1)c1ccccc1,34.764,100.5271,0.0721,O=C([O-])C.[K+],CC(N(C)C)=O,"34.7643, 0.5128",0.1574807960088896,0.1453627869996672,0.6819085487077534,0.6971767885426821,1.4760842589662049,0.09259259259259278,3.4490740740740735,3,34.7643,0.5128,0.0,1.5286379275450312,-0.013604551199358668,5.295599999999999,192.12125904748444,15.913619688716722,-0.32597305039985813,6.988750993103448,-0.007013574660633431,1.3403050108932468,-0.09020147041923389,-0.09414637239979708,-0.04579881839357058,1.3507260644843715,0.17677669529663687,-0.05753218741574825,0.14518724036299424,1.376954732510288,5.483861904761905,-0.003636976941299821,0.0595230319562614,1.1051876672122887,-0.3873430195123315,7.095613666666666,-0.06136996911247339,5.873911764705882,1.1870360832256248,4.810107666959352,-39.091690190815555,5.497199999999999,12.567824036242369,-0.31819966588481,-0.009478816242692593,0.5087451228398082,0.33012433632190474,0.0,0.016727734677984253,20.4,-0.026367135970024953,2.791027969378572
Result3943169,CP(C)Cc1ccccc1,30.195,104.4610,0.1253,O=C([O-])C.[K+],CCCC#N,"30.1955, 4.5430",0.1574807960088896,0.1453627869996672,0.6819085487077534,0.6971767885426821,1.3691437802907915,0.0,0.0,1,30.1955,4.543,0.0,0.38787878787878793,0.1630187697363016,5.236121212121213,151.11565085105468,0.0,0.22325102880658465,6.955773333333332,0.16252821670428888,1.5373587074525839,-0.10639498428273945,-0.24239864864864877,-0.1017249527410208,1.5462633451957295,0.07216878364870322,-0.33472098495922764,0.4139611196738429,0.4270833333333333,5.385538461538462,0.16184928842002624,0.0828504572305563,1.0261547257992347,0.22325102880658465,7.037018923076926,0.22325102880658465,5.878304347826088,1.4060657281841535,1.3348156606863522,-23.094051203061913,5.526890625000002,13.329651208465071,-0.31390559108119764,0.08211763463138025,0.5896201864166494,0.30659210323230346,0.0,0.021251986213839093,12.0,-0.030985365194705405,2.782782694033746
Result3943180,ONCCP(CC1CCCC[NH2+]C1)C1CCCCC1,27.146,104.3612,0.1119,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"27.1462, 0.8598",0.1574807960088896,0.1453627869996672,0.6819085487077534,0.6971767885426821,1.0624999999999998,0.0,0.0,2,27.1462,0.8598,0.0,0.565359477124183,0.20581613743177168,5.58173202614379,119.7753306942963,10.796885202127534,0.1381018518518523,7.2393138039215685,0.12144245419385089,1.1293770069201003,-0.07810483700661441,-0.02539912917271408,-0.009140171051772544,1.019212016561753,0.1310943487475822,-0.028840963588617062,0.043391763779242254,0.8001397624039134,5.667699029126212,0.12108064333774739,-0.030564628898688634,0.8374034635361788,0.1381018518518523,7.270018796116503,0.1381018518518523,6.148300000000001,1.15378814330923,0.5554432806283423,31.392185341820095,5.4467169811320755,31.95808927267357,-0.24456817783821816,0.06934190443973752,0.5145182453002539,0.4632913995446856,0.0,0.009896600768745899,9.60377358490566,0.014252954985758905,4.076078007720818
Result3943174,OCP(c1ccccc1)C1CCCCC1,25.114,99.8870,0.1093,O=C([O-])C.[K+],CC(N(C)C)=O,"25.1141, 1.5402",0.1574807960088896,0.1453627869996672,0.6819085487077534,0.6971767885426821,1.4760842589662049,0.09259259259259278,3.4490740740740735,3,25.1141,1.5402,0.0,1.4371184371184371,0.18874986655764697,5.586987951807229,137.70056746750927,5.304539896238907,-0.31616255144032923,7.26413908433735,0.1254434484074004,1.0842254676562615,-0.09535626424231307,-0.09118773946360154,-0.03888888888888889,1.0147706489414032,0.11785113019775792,-0.044257559665231996,0.009036294660551447,1.3888888888888888,5.642125000000001,0.1263369129280491,0.043309167888904807,0.9448532294103048,-0.31616255144032923,7.243967593749999,-0.31616255144032923,6.0601,1.0807778782960382,2.078884803421924,-14.56221965910547,5.742666666666667,6.3479703690548295,-0.31064010840038003,0.07894485225305213,0.46484426937559115,0.31494475882220235,0.0,0.011413244146704353,10.8,-0.04121466388162992,4.994799458296333
