Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS1se,base_GATS2pe,base_GATS3Z,base_GATS3m,solvent_NsCH3,solvent_SdssC,solvent_VSA_EState9,solvent_GATS4se,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3938342,CC(C)P(Cc1ccccc1P(CCC(C)(C)C)c1ccccc1)C(C)(C)C,42.731,98.9007,0.0689,O=C([O-])C.[K+],CCCC#N,"42.7306, 0.5593",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,1,0.0,0.0,1.3691437802907915,42.7306,0.5593,0.0,1.1694101508916324,0.15329703776300876,5.4010750000000005,157.02110448988836,10.609079792477814,-0.31136752540522394,7.051829083333335,0.15116145405027795,1.4938139395910508,0.08873844836773133,0.04902407533986478,0.02938900018211618,1.5006587615283273,0.16596365263022672,-0.2709059882718623,0.3061230819445992,1.385477582846004,5.474126984126986,0.1497350982823226,-0.24263228722760866,0.8478362370884069,-0.37970599548118256,7.093919666666667,-0.06833847007595861,5.905282608695652,1.3972940475684252,3.2942224856212174,48.08471100858644,5.496201754385965,6.161910027467921,-0.32772264519597866,0.06461059429742239,0.4753195047024382,0.32685098082456565,0.0,0.03922189757947797,12.478070175438596,0.021895109811406365,3.044532456348417
Result3938339,Cc1cc(C)c(C)c(C[CH-]c2cc(CP(c3ccccc3)c3ccccc3)cc(P(Oc3ccccc3)C(C)(C)C)c2)c1,42.622,98.9570,0.0619,O=C([O-])C.[K+],CCCC#N,"42.6221, 1.0469",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,1,0.0,0.0,1.3691437802907915,42.6221,1.0469,13.898034721971701,2.3256549232158994,0.06994267326688283,5.570937499999999,197.6144277279998,20.43736685042854,-0.9332979258232788,7.173528763888888,0.14919530525999133,1.1125661436121468,0.012198506394683919,-0.036034978906490066,-0.02126726378134521,1.0677042295258699,0.5314790455099041,-0.23298892201209748,0.26267862157404165,2.7966475961055908,5.7095064935064945,0.14578668608708023,-0.028268340822913327,1.26088130023869,-1.4950728590022326,7.258705805194805,-0.5617749331789539,6.061756666666664,1.0430293376695328,10.088800475325854,2.9166049048868556,5.748545121951219,0.0,-0.5059277130772615,0.026861421351359837,0.37900582764008894,0.3639222741614577,6.06636706846161,0.027333920077622077,16.548780487804876,0.076086031555293,3.0282353037428575
Result3938334,CC1=NC(C)C(c2cccc(C(C)C)c2P(c2ccccc2)c2cccc(CP(C)C)c2[O-])O1,42.532,94.2193,0.0735,O=C([O-])C.[K+],CC(N(C)C)=O,"42.5319, 1.3136",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,3,0.09259259259259278,3.4490740740740735,1.4760842589662049,42.5319,1.3136,6.103966387748303,3.3789473684210525,0.12714657797147116,5.8643052208835345,226.13562037643368,21.020147083557426,-1.0677078609221462,7.4240463855421694,0.13391783394484308,0.7890148037753817,-0.08238589761638168,-0.12964551373089397,-0.0809723710326172,0.7291375645414775,0.6109091905359494,0.07840491867496431,0.4002587652993992,4.0433038791752836,5.79192,0.13371342379857953,-0.1612254613160568,1.10760432180791,-1.269879972275955,7.3528395039999985,-0.20217211135380886,6.128619718309858,0.7874435847736513,6.4484267705121106,43.20740954333802,5.972762436548221,13.329651208465071,-0.8881850681181322,0.05273783550195042,0.4229742069013494,0.3808835004430036,19.056471336613843,0.028954378210177142,20.96954314720812,0.041303306512406004,2.951975039737511
Result3938344,C[CH-]Cc1c(O)c(CP(C(C)C)C(C)C)c(P(c2ccccc2)c2ccccc2)c2cccc(-c3cc(C)c(C)cc3C)c12,41.922,104.5064,0.0592,O=C([O-])C.[K+],CCCC#N,"41.9220, 0.1507",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,1,0.0,0.0,1.3691437802907915,41.922,0.1507,5.749511833283905,3.2139003200731597,0.14461902254116485,5.68522191780822,202.87337811809013,15.913619688716722,-0.9337385863124401,7.26956149041096,0.11741328626952173,1.0910768525394001,0.02853441652168852,0.03278870558375638,0.02028061224489798,1.0352804867864733,0.5928150857926764,-0.017251871898490645,0.38369435376628297,3.243055555555556,5.642277108433737,0.11711940684979304,-0.09900516916930284,1.0644731331153352,-1.285165515556629,7.204467963855422,-0.35142692924418895,6.047468421052624,1.0628288338110954,8.809124572229155,98.23159068580311,5.781801562500001,0.0,-0.5917500316071558,0.05461872521132807,0.39216855295527203,0.38711902605810805,0.0,0.027524473900893628,17.353125,0.07114575696225134,4.2177439252429885
Result3938341,CCC(C)(CCC(C)(C)[S-])CP(CC1CCS(=O)(=O)C1)C(C)(C)CC,38.508,106.9210,0.0849,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"38.5075, 0.7357",0.1243972321309733,0.15285281509040824,0.06442562223749324,0.05199823768686698,3,0.09259259259259278,3.4490740740740735,1.4760842589662049,38.5075,0.7357,0.0,0.66217263288393,0.08309351737061729,5.509013877551022,135.95034213083588,0.0,-0.1961556227429242,7.173765914285714,0.189924144840418,0.7759389979001153,-0.26544727474108715,-0.10903881258042314,-0.07277856839687415,0.44043902424649595,0.28806630658003884,-0.26187171723025954,0.04626818459973921,0.5686826066572902,5.6147286821705436,0.18550263618070587,-0.0416791822268897,0.686860060396696,-0.1961556227429242,7.271276558139535,-0.1961556227429242,5.987436923076923,0.7928695955114397,0.2537061776178948,-46.60399737015121,5.4533848101265825,23.82952726842942,-0.8062370727410417,0.03459355521893478,0.5509563957265895,0.39100761889389546,0.0,0.051248387157318255,11.772151898734178,0.17489080508337157,2.0398157579159766
Result3938347,CC=CC1=NC(P(c2ccccc2)c2ccccc2)C2=CCc3ccccc3N21,37.744,106.7560,0.0846,O=C([O-])C.[K+],CCCC#N,"37.7441, 0.9069",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,1,0.0,0.0,1.3691437802907915,37.7441,0.9069,11.61854901944714,4.356410256410256,0.08603069189675809,5.802685897435897,219.66369103600036,15.508989523328292,-0.6535643424036282,7.332838294871794,0.1196825396825397,0.8954171392483375,-0.12191662158170108,-0.20657276995305157,-0.11390532544378695,0.9253042029422756,0.7505894329193414,-0.01798656075321536,0.23411241627199672,4.094135802469135,5.924150000000001,0.11865741149704906,-0.05435208989165982,1.0979631017044393,-0.6535643424036282,7.4049915319148925,-0.6535643424036282,6.198321428571428,0.8482460110168021,7.732860911513989,-45.88574768061947,6.0173298611111115,4.899909730850478,-0.40135277353334564,0.029970953935310702,0.34715429388147,0.36652147457915624,0.0,0.016541686876461573,19.23611111111111,0.018888265544374845,2.384680484296165
Result3938335,CCC1=NC(P(c2ccccc2)C2CCC[NH2+]C2)C(=Cc2ccccc2)N1,36.537,110.6596,0.0839,O=C([O-])C.[K+],CC(N(C)C)=O,"36.5369, 0.6430",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,3,0.09259259259259278,3.4490740740740735,1.4760842589662049,36.5369,0.643,11.61854901944714,2.5846383296047724,0.13725777657434507,5.803802808988763,188.70471473042485,15.938117104251567,-0.3924456727135299,7.362619101123594,0.1134110975059612,1.1919024965506375,-0.11704632615406983,-0.13669642297158854,-0.06725847597103353,1.2517223707662284,0.4881749781306235,0.0030640426885394706,0.2585169098904476,2.8702508960573474,5.84073679245283,0.11328109637011492,-0.015399340591175564,1.048120932704295,-0.3924456727135299,7.367865622641506,-0.3924456727135299,6.1990169491525435,1.1293807688459943,5.6168016066551445,-6.292973670949849,5.910600645161289,13.08951281182515,-0.37568852764995897,0.04692968631147327,0.39221229269226504,0.4661341209677304,0.0,0.015205395252703521,16.767741935483873,0.19329686549432973,4.032092334878536
Result3938336,CC(C)(C)c1ccc(-c2cc(CP(C(C)(C)C)C(C)(C)C)c3cccc([N-]c4ccccc4)c3n2)cc1,36.027,102.4334,0.1237,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"36.0268, 0.1725",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,2,0.0,0.0,1.0624999999999998,36.0268,0.1725,0.0,2.1539741989180192,0.08710634174650993,5.471528624535315,163.6320547903632,0.0,-0.3102433352860241,7.1117941561338265,0.10586316909937016,0.9509949338341238,0.2688174682126378,0.1803524836311723,0.12692006218684646,0.9093559376239818,0.44017417772049267,-0.31011082113954025,0.49731998536222854,2.2466752466752467,5.698863013698632,0.10422722533211476,-0.16320257486599737,0.8701985550450735,-0.3102433352860241,7.24655732876712,-0.3102433352860241,6.072731707317074,0.9517318843770082,6.9001021366615145,85.22208375121907,5.67444826254826,0.0,-0.695542180231278,0.027736027522991057,0.37006893434305704,0.366422476352609,30.33183534230805,0.04126708588739223,12.826254826254827,0.12276172939832938,2.151086361575413
Result3938337,C1CCC(P(CP(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1,32.503,103.9751,0.1042,O=C([O-])C.[K+],CCCC#N,"32.5034, 0.1518",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,1,0.0,0.0,1.3691437802907915,32.5034,0.1518,0.0,0.6453333333333334,0.18003365850391417,5.375589041095892,148.36496194734656,0.0,0.34284160577811396,7.036613232876713,0.17911634610605823,1.59435245643208,-0.07619708090717095,-0.03493567850637527,-0.014396462750985193,1.6005035927040463,0.23570226039551584,-0.014566906063047017,-0.016780136190465707,0.8159722222222223,5.479741025641023,0.17832837681760078,-0.09829745772102505,1.0191730886954884,0.6856832115562281,7.098593749999998,0.3428416057781142,5.8898289473684216,1.5047138850191355,-0.8904887072823193,30.335369710111692,5.409718749999999,5.902998432009833,-0.2625831295522828,0.07288112273908755,0.5420579865592622,0.2552701242745805,0.0,0.012681382385227124,12.4375,-0.0270180245539245,5.344555019366611
Result3938332,CC(C)C1=NC(=NO)C(c2cc(C(C)C)ccc2P(c2ccccc2)C2CCCCC2)O1,32.129,112.5228,0.1070,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"32.1288, 0.5953",0.1243972321309733,0.15285281509040824,0.06442562223749324,0.05199823768686698,3,0.09259259259259278,3.4490740740740735,1.4760842589662049,32.1288,0.5953,0.0,2.9557882489819667,0.12241292905527257,5.873739910313901,196.8109782816307,10.609079792477814,-0.5588239061056524,7.4340619730941695,0.10887845348251253,0.787089340713718,-0.08965130923450008,-0.11903494589229698,-0.06830786825987012,0.7651978676907507,0.5968559133583203,-0.005215806955886767,0.37959628388978534,3.162084765177548,5.841424409448818,0.10790628205676017,-0.11882221704709287,1.0758352464320744,-0.5588239061056524,7.381420031496062,-0.5588239061056524,6.219772857142856,0.801345675330606,5.591604434411176,-25.787477757701254,5.9193,0.0,-0.49568373104078794,0.03992022580964279,0.3816057121405649,0.4331753530353436,0.0,0.02399410192909875,17.288659793814432,-0.16132775563794272,2.869589981814372
