Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS1se,base_GATS2pe,base_GATS3Z,base_GATS3m,solvent_VSA_EState9,solvent_SdssC,solvent_NsCH3,solvent_GATS4se,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3935135,CC(C)(C)c1ccc(CC(c2ccccn2)P(CC[S-])c2ccccc2)c(O)c1,81.022,101.3336,0.1179,O=C([O-])C.[Cs+],CC1=CC=C(C)C=C1,"81.0218, 0.2732",0.1265444360281399,0.15437109729761034,0.07445192098979814,0.056742661225519415,0.0,0.0,2,1.0624999999999998,81.0218,0.2732,5.749511833283905,2.1531007751937983,0.1056888628842446,5.787711602209945,177.2684244672193,5.304539896238907,-0.5396608131421294,7.412095977900552,0.06472018174264324,0.978466245124553,-0.0025990786645200604,-0.05005674426329336,-0.02953705034561157,0.9322266884938906,0.2680257252461925,-0.16128346384547634,0.3026337325295919,2.3687423687423688,5.750394230769232,0.06718066274202679,-0.03294877933930013,1.0097185140206715,-0.5396608131421294,7.309342730769229,-0.5396608131421294,6.138608333333334,0.9579060541790176,5.7544356960333545,6.054961025234508,5.758220329670329,11.91476363421471,-0.8115901945981725,0.041420326020729335,0.39158599987124626,0.364445188040897,24.395944776997908,0.026724718929871737,16.52747252747253,0.0022714772015159507,2.9741970453486792
Result3935138,Cc1ccc(P(c2ccc(C)cc2C)c2ccccc2N(C)C)c(C)c1,50.011,100.5159,0.1074,O=C([O-])C.[Cs+],CC(N(C)C)=O,"50.0110, 3.3087",0.1265444360281399,0.15437109729761034,0.07445192098979814,0.056742661225519415,3.4490740740740735,0.09259259259259278,3,1.4760842589662049,50.011,3.3087,0.0,2.6659209545115585,0.09385965125278449,5.596521739130433,201.06262489735218,20.8135294195672,-0.607335390946502,7.18345102173913,0.12281720963811935,1.0883877632920862,-0.04633476708446141,-0.1397452229299364,-0.08626248329008418,1.1108390027247643,0.44695799197268493,-0.1146109329345187,0.3932964037336408,2.9370134465675863,5.728062500000001,0.1210047142652192,-0.15682555305537804,1.0207275033110874,-0.607335390946502,7.277549624999999,-0.607335390946502,6.074008928571429,1.0386417724253934,6.509352876166854,8.68446544395331,5.782936305732483,18.99525369620486,-0.4447179928113318,0.033276574982873064,0.37263975646837505,0.3474058692482472,0.0,0.030472911894745342,16.133757961783438,-0.09664966164402775,1.8581367281038133
Result3935142,[c-]1cccc(P(c2ccccc2)c2ccccc2)c1,46.454,103.9473,0.1144,O=C([O-])C.[K+],CC(N(C)C)=O,"46.4540, 1.9575",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,3.4490740740740735,0.09259259259259278,3,1.4760842589662049,46.454,1.9575,0.0,3.9565217391304346,0.11894024339065112,5.617209302325582,238.4800926186825,15.913619688716722,-0.47723765432098775,7.179948279069768,0.11882362543189053,1.050326139109461,-0.1794984685063611,-0.30229419703103916,-0.13712886440159167,1.0575289575289575,0.17677669529663687,-0.028965194150269713,-0.007775149692234585,4.333333333333333,5.748181818181818,0.118518113489421,-0.09018099116877616,0.9759127997437954,-0.47723765432098775,7.256030399999999,-0.47723765432098775,6.066814285714285,0.9558226282905692,5.721885917273355,-8.746862565044383,5.895402777777777,0.0,-0.45724142489397784,0.0486787859011099,0.3616306238164926,0.31953730373951694,6.06636706846161,0.011722306294206161,18.52777777777778,0.033693207826138515,3.6058299627409247
Result3935136,C1CCC(CP(C2CCCCC2)C2CCCCC2)CC1,43.792,104.3585,0.1038,O=C([O-])C.[K+],CC(N(C)C)=O,"43.7921, 9.3324",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,3.4490740740740735,0.09259259259259278,3,1.4760842589662049,43.7921,9.3324,0.0,0.6144505160898603,0.15621514180304005,5.393041666666668,137.00113403742793,0.0,0.38015432098765467,7.048325583333333,0.153853703952977,1.513634915139545,-0.11077971390603772,-0.08920481174816436,-0.03491520565614102,1.5180702978660892,0.19001991384646116,-0.042718704366331454,0.029205060128064984,0.7694283879254977,5.509128205128203,0.15241974591527913,-0.08764282531385599,0.9999635160772484,0.38015432098765467,7.116669829059828,0.38015432098765467,5.906157894736843,1.4515935136691698,-0.44524435364115966,7.47061728395062,5.4328236994219665,6.161910027467921,-0.25612885732452906,0.05420192384561437,0.5161643031718419,0.2453583421226262,0.0,0.011978028599776236,9.907514450867051,-0.023760456879651448,4.432344335784111
Result3935130,C1CCC(CP(C2CCCCC2)C2CCCCC2)CC1,43.624,106.3258,0.0929,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"43.6239, 6.7604",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,0.0,0.0,2,1.0624999999999998,43.6239,6.7604,0.0,0.6144505160898603,0.15621514180304005,5.393041666666668,137.00113403742793,0.0,0.38015432098765467,7.048325583333333,0.153853703952977,1.513634915139545,-0.11077971390603772,-0.08920481174816436,-0.03491520565614102,1.5180702978660892,0.19001991384646116,-0.042718704366331454,0.029205060128064984,0.7694283879254977,5.509128205128203,0.15241974591527913,-0.08764282531385599,0.9999635160772484,0.38015432098765467,7.116669829059828,0.38015432098765467,5.906157894736843,1.4515935136691698,-0.44524435364115966,7.47061728395062,5.4328236994219665,6.161910027467921,-0.25612885732452906,0.05420192384561437,0.5161643031718419,0.2453583421226262,0.0,0.011978028599776236,9.907514450867051,-0.023760456879651448,4.432344335784111
Result3935134,[c-]1ccc(CP(c2ccccc2)c2ccccc2)cc1,39.633,104.5795,0.0890,O=C([O-])C.[K+],CCCC#N,"39.6327, 2.9578",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,0.0,0.0,1,1.3691437802907915,39.6327,2.9578,0.0,2.7242798353909468,0.12086541789496327,5.648636363636363,204.3124463469245,10.609079792477814,-0.34104938271604945,7.197754,0.12024868689034196,1.0685996696257103,-0.11839959425624282,-0.11176470588235293,-0.049673202614379096,1.075327306148479,0.19001991384646116,-0.09334601814520088,0.05823688665026723,3.279738562091503,5.711540983606557,0.11969496883265762,-0.0914034486190953,0.8521412239429114,-0.34104938271604945,7.23357380327869,-0.34104938271604945,6.054236842105263,0.9807735134733876,5.705049164867748,18.127152873037648,5.703370588235293,0.0,-0.47096946318836536,0.04844249710044444,0.37389360888819057,0.32301141113763987,12.13273413692322,0.011978028599776236,16.235294117647058,0.035261951387972064,3.59546635815744
Result3935128,c1ccc(P(c2ccccc2)c2ccccc2)cc1,39.217,102.7706,0.1025,O=C([O-])C.[K+],CC(N(C)C)=O,"39.2169, 0.2702",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,3.4490740740740735,0.09259259259259278,3,1.4760842589662049,39.2169,0.2702,0.0,3.5694444444444446,0.12266737519710581,5.612,232.41498194289477,15.913619688716722,-0.44598765432098797,7.177178666666666,0.1223537854323646,1.0715664487086345,-0.2134428452713452,-0.3187047619047618,-0.14474048442906573,1.078560063643596,0.17677669529663687,-0.010224106262287468,-0.027091402123113537,3.84,5.739473684210526,0.12194683472942648,-0.08217176446339644,1.0134424628342387,-0.44598765432098797,7.251174315789474,-0.44598765432098797,6.054124999999999,0.9797757933650203,5.721885917273355,-17.900807381776236,5.873719999999999,0.0,-0.3226416970818605,0.05014849143074894,0.36878628511041367,0.33485565497361364,0.0,0.011722306294206161,17.96,-0.044573337962727916,3.7432183095241576
Result3935133,c1ccc(P(c2ccccc2)c2ccccc2)cc1,37.441,107.4846,0.0829,O=C([O-])C.[K+],CC(N(C)C)=O,"37.4415, 2.4521",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,3.4490740740740735,0.09259259259259278,3,1.4760842589662049,37.4415,2.4521,0.0,3.5694444444444446,0.12266737519710581,5.612,232.41498194289477,15.913619688716722,-0.44598765432098797,7.177178666666666,0.1223537854323646,1.0715664487086345,-0.2134428452713452,-0.3187047619047618,-0.14474048442906573,1.078560063643596,0.17677669529663687,-0.010224106262287468,-0.027091402123113537,3.84,5.739473684210526,0.12194683472942648,-0.08217176446339644,1.0134424628342387,-0.44598765432098797,7.251174315789474,-0.44598765432098797,6.054124999999999,0.9797757933650203,5.721885917273355,-17.900807381776236,5.873719999999999,0.0,-0.3226416970818605,0.05014849143074894,0.36878628511041367,0.33485565497361364,0.0,0.011722306294206161,17.96,-0.044573337962727916,3.7432183095241576
Result3935132,C(=NN=C1NC(CP(c2ccccc2)c2ccccc2)CS1)c1ccccc1,33.963,98.9856,0.1107,O=C([O-])C.[K+],CC(N(C)C)=O,"33.9631, 0.8341",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,3.4490740740740735,0.09259259259259278,3,1.4760842589662049,33.9631,0.8341,0.0,2.9636243386243386,0.12210097726477094,5.833239344262294,204.30827427404893,15.925868396484145,-0.39924251625680607,7.40287050819672,0.10036828812485817,0.8153452242219643,-0.062177701627063965,-0.06973760184769359,-0.03191192660550458,0.7778186476016691,0.3559835664766879,-0.07022086127697351,0.12811447881617744,3.3832823649337413,5.915166666666667,0.10234107366491069,-0.04771798581457153,1.0111577402730985,-0.39924251625680607,7.4436549425287355,-0.39924251625680607,6.2492754716981125,0.7969329511040353,7.090742703251905,-37.10279506172841,6.007977981651376,11.91476363421471,-0.33903116854586884,0.0488186959704208,0.38149758932948363,0.351318918508574,30.33183534230805,0.013431101043298069,19.128440366972477,0.00855223826920854,3.3885836226219044
Result3935129,c1ccc(PCP(c2ccccc2)c2ccccc2)cc1,33.42,112.2251,0.1331,O=C([O-])C.[K+],CCCC#N,"33.4205, 2.1337",0.1453627869996672,0.1574807960088896,0.6819085487077534,0.6971767885426821,0.0,0.0,1,1.3691437802907915,33.4205,2.1337,0.0,1.9224806201550386,0.05238700915515614,5.470774193548387,195.3134694140186,15.913619688716722,-0.26220920466952213,7.091178774193548,0.056146905399689834,1.1714264472366887,0.007500259844419114,0.01899007337073803,0.008265239034469806,1.1800352024138796,0.19001991384646116,-0.05208605586443004,0.05259410939746043,2.402930402930403,5.630478787878788,0.05794283819651808,-0.05828367195430599,1.09117416294938,-0.26220920466952213,7.185029166666668,-0.26220920466952213,5.9794024390243905,1.0539730134932537,5.586353437666363,32.0,5.566719780219779,5.902998432009833,-0.3187394702352804,0.027770258888442322,0.4275232636477863,0.3286122941657006,0.0,0.011407646285501092,18.252747252747252,-0.037328991675283994,3.325732903856398
