Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS2pe,base_GATS1se,base_GATS3m,base_GATS3Z,solvent_SdssC,solvent_VSA_EState9,solvent_GATS4se,solvent_NsCH3,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3950827,c1ccc(P(c2ccccc2)c2ccccc2)cc1,66.838,112.0530,0.1137,O=C([O-])C.[K+],CCCC#N,"66.8379, 1.4612",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.0,0.0,1.3691437802907915,1,66.8379,1.4612,0.0,3.5694444444444446,0.12266737519710581,5.612,232.41498194289477,15.913619688716722,-0.44598765432098797,7.177178666666666,0.1223537854323646,1.0715664487086345,-0.2134428452713452,-0.3187047619047618,-0.14474048442906573,1.078560063643596,0.17677669529663687,-0.010224106262287468,-0.027091402123113537,3.84,5.739473684210526,0.12194683472942648,-0.08217176446339644,1.0134424628342387,-0.44598765432098797,7.251174315789474,-0.44598765432098797,6.054124999999999,0.9797757933650203,5.721885917273355,-17.900807381776236,5.873719999999999,0.0,-0.3226416970818605,0.05014849143074894,0.36878628511041367,0.33485565497361364,0.0,0.011722306294206161,17.96,-0.044573337962727916,3.7432183095241576
Result3950820,c1ccc(P(c2ccccc2)c2ccccc2)cc1,66.428,112.9124,0.1420,O=C([O-])C.[K+],CC(N(C)C)=O,"66.4281, 2.0159",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.09259259259259278,3.4490740740740735,1.4760842589662049,3,66.4281,2.0159,0.0,3.5694444444444446,0.12266737519710581,5.612,232.41498194289477,15.913619688716722,-0.44598765432098797,7.177178666666666,0.1223537854323646,1.0715664487086345,-0.2134428452713452,-0.3187047619047618,-0.14474048442906573,1.078560063643596,0.17677669529663687,-0.010224106262287468,-0.027091402123113537,3.84,5.739473684210526,0.12194683472942648,-0.08217176446339644,1.0134424628342387,-0.44598765432098797,7.251174315789474,-0.44598765432098797,6.054124999999999,0.9797757933650203,5.721885917273355,-17.900807381776236,5.873719999999999,0.0,-0.3226416970818605,0.05014849143074894,0.36878628511041367,0.33485565497361364,0.0,0.011722306294206161,17.96,-0.044573337962727916,3.7432183095241576
Result3950829,Oc1ccc(P(c2ccccc2)c2ccccc2)cc1,62.624,105.0995,0.1053,O=C([O-])C.[K+],CCCC#N,"62.6237, 6.3038",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.0,0.0,1.3691437802907915,1,62.6237,6.3038,5.749511833283905,3.652046783625731,0.1610958164403793,5.671560439560441,228.60494358204073,15.913619688716722,-0.5694855967078192,7.234038065934066,0.0917306843664724,0.9912623555443383,-0.21125209234241363,-0.21364737325649388,-0.10708529565672424,0.970394795024648,0.2492969859635601,-0.02632646606549338,-0.02345282828730088,3.8304843304843303,5.847413793103448,0.09329773051815712,-0.11877727988969515,0.9822120144862466,-0.5694855967078192,7.349432275862069,-0.5694855967078192,6.180499999999999,0.9596448815641319,5.962361895407655,-22.683628117913834,5.8786487179487175,0.0,-0.3204108077726312,0.06502033916695096,0.3581273812541648,0.3646281725907032,24.26546827384644,0.01644384847362832,18.71794871794872,0.021655275814477053,4.976393345696983
Result3950832,c1ccc(P(c2ccccc2)c2ccccc2)cc1,59.313,109.1172,0.1149,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"59.3126, 1.6070",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.0,0.0,1.0624999999999998,2,59.3126,1.607,0.0,3.5694444444444446,0.12266737519710581,5.612,232.41498194289477,15.913619688716722,-0.44598765432098797,7.177178666666666,0.1223537854323646,1.0715664487086345,-0.2134428452713452,-0.3187047619047618,-0.14474048442906573,1.078560063643596,0.17677669529663687,-0.010224106262287468,-0.027091402123113537,3.84,5.739473684210526,0.12194683472942648,-0.08217176446339644,1.0134424628342387,-0.44598765432098797,7.251174315789474,-0.44598765432098797,6.054124999999999,0.9797757933650203,5.721885917273355,-17.900807381776236,5.873719999999999,0.0,-0.3226416970818605,0.05014849143074894,0.36878628511041367,0.33485565497361364,0.0,0.011722306294206161,17.96,-0.044573337962727916,3.7432183095241576
Result3950822,c1ccc(P(c2ccccc2)c2ccccc2)cc1,58.025,113.8422,0.1464,O=C([O-])C.[K+],CCCC#N,"58.0249, 1.7232",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.0,0.0,1.3691437802907915,1,58.0249,1.7232,0.0,3.5694444444444446,0.12266737519710581,5.612,232.41498194289477,15.913619688716722,-0.44598765432098797,7.177178666666666,0.1223537854323646,1.0715664487086345,-0.2134428452713452,-0.3187047619047618,-0.14474048442906573,1.078560063643596,0.17677669529663687,-0.010224106262287468,-0.027091402123113537,3.84,5.739473684210526,0.12194683472942648,-0.08217176446339644,1.0134424628342387,-0.44598765432098797,7.251174315789474,-0.44598765432098797,6.054124999999999,0.9797757933650203,5.721885917273355,-17.900807381776236,5.873719999999999,0.0,-0.3226416970818605,0.05014849143074894,0.36878628511041367,0.33485565497361364,0.0,0.011722306294206161,17.96,-0.044573337962727916,3.7432183095241576
Result3950836,Cc1ccccc1P(c1ccccc1N(C)C)c1c(C)cc(C)c2cccc(N(C)CN)c12,57.055,101.5728,0.1468,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"57.0548, 6.3924",0.1556534312908589,0.1428941881283608,0.5051641116163132,0.476153268219384,0.09259259259259278,3.4490740740740735,1.4760842589662049,3,57.0548,6.3924,0.0,3.377777777777778,0.09440985575779731,5.73692796934866,210.60007057026746,31.447106627579863,-0.8082107163853189,7.285944988505747,0.10788764062013387,1.124835836318893,-0.10152858249082418,-0.1653803044479286,-0.10440806032644902,1.1896866965372133,0.5206971681966722,0.027119656288721875,0.39354974433223744,3.4067370537958777,5.869807499999999,0.10675023363336977,-0.22703939442137347,1.0747790838532223,-0.8082107163853189,7.391618766666666,-0.8082107163853189,6.185407142857143,1.0645895360852309,8.507605340701602,1.5799938945405674,5.858024886877827,37.61152659863167,-0.44472660673878034,0.0308928263694629,0.35421831560154204,0.3758646797682223,0.0,0.02765971369315231,17.79185520361991,-0.09083825230703274,2.263351520003551
Result3950821,c1ccc(P(c2ccccc2)c2ccccc2)cc1,55.428,110.9419,0.1525,O=C([O-])C.[K+],CC(N(C)C)=O,"55.4279, 3.2623",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.09259259259259278,3.4490740740740735,1.4760842589662049,3,55.4279,3.2623,0.0,3.5694444444444446,0.12266737519710581,5.612,232.41498194289477,15.913619688716722,-0.44598765432098797,7.177178666666666,0.1223537854323646,1.0715664487086345,-0.2134428452713452,-0.3187047619047618,-0.14474048442906573,1.078560063643596,0.17677669529663687,-0.010224106262287468,-0.027091402123113537,3.84,5.739473684210526,0.12194683472942648,-0.08217176446339644,1.0134424628342387,-0.44598765432098797,7.251174315789474,-0.44598765432098797,6.054124999999999,0.9797757933650203,5.721885917273355,-17.900807381776236,5.873719999999999,0.0,-0.3226416970818605,0.05014849143074894,0.36878628511041367,0.33485565497361364,0.0,0.011722306294206161,17.96,-0.044573337962727916,3.7432183095241576
Result3950819,CN(C)c1ccccc1P(c1ccccc1)C(C)(C)c1ccccc1CO,50.166,94.3340,0.1380,O=C([O-])C.[K+],CCCCOC(C)=O,"50.1660, 4.4686",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,-0.18199074074074065,0.0,1.0555555555555556,2,50.166,4.4686,0.0,2.699305555555555,0.11667912262418018,5.644810344827587,192.83913873900204,15.508989523328292,-0.6983641975308639,7.257780413793104,0.10285958507981197,1.0274702572496734,-0.014062876615615809,-0.1877782851923737,-0.11446715963462378,1.0200445696864933,0.2557428417293622,-0.1012219930701935,0.2437706322286527,2.4760233918128653,5.827257731958762,0.10244641445067475,-0.19582193163717024,1.1750777451639598,-0.6983641975308639,7.368528185567008,-0.6983641975308639,6.155692982456141,1.001699916796435,6.59563528472723,-42.97745128048159,5.833521578947369,18.99525369620486,-0.44479647739909206,0.04090541858695224,0.3660572574486906,0.3477182512333434,12.13273413692322,0.026246343470517155,15.957894736842105,-0.13717998178997934,2.553091959827545
Result3950818,CC(C)c1ccc(-c2ccccc2P(C(C)C)C2CCCCC2)c(C(C)C)c1,49.234,105.3866,0.1418,O=C([O-])C.[Cs+],CC(N(C)C)=O,"49.2340, 1.3981",0.15437109729761034,0.1265444360281399,0.056742661225519415,0.07445192098979814,0.09259259259259278,3.4490740740740735,1.4760842589662049,3,49.234,1.3981,0.0,1.6846405228758168,0.1205236270502869,5.459125,174.34592645491173,5.304539896238907,-0.12911473059731415,7.0873583671875,0.11764960533341025,1.300926750563362,-0.1386814092921152,-0.19654471544715446,-0.10770773000668302,1.304841237592152,0.2730017401615745,0.01375477703361643,0.4393701528655719,1.4864864864864864,5.560341085271318,0.11602357040929048,-0.12402961804387276,1.318367326081351,-0.12911473059731415,7.145359162790698,-0.12911473059731415,5.958130434782609,1.2494469381559121,3.5749046111270637,-85.69434199923542,5.644337837837838,0.0,-0.3431282188522666,0.04043223233253167,0.42977821126300747,0.3384655716536269,0.0,0.027694962744920337,13.175675675675675,-0.0045186888382748635,3.150111701940225
Result3950825,CCOC([NH-])c1cccc2c(=O)c(P(C)OC3CCCCC3)coc12,45.012,94.6577,0.1324,O=C([O-])C.[K+],CC(N(C)C)=O,"45.0123, 0.8046",0.1574807960088896,0.1453627869996672,0.6971767885426821,0.6819085487077534,0.09259259259259278,3.4490740740740735,1.4760842589662049,3,45.0123,0.8046,11.8461831372813,4.236675700090334,-0.0073251012929414,5.978338983050847,172.23940961904654,10.733330288139449,-1.0086163222147564,7.584273661016949,0.1472596873997628,0.842901677051354,-0.11468718031026728,-0.09421575585521645,-0.0531,0.8506278835900227,0.35783802174444396,-0.01982536990557776,0.2882741038749512,3.0166666666666666,6.130851063829787,0.14351599124082065,-0.089708474400325,1.0830396786552805,-1.0086163222147564,7.680121042553192,-1.0086163222147564,6.364559615384615,0.8094352577124114,4.295837227470771,-42.04434567901235,6.1114375,13.271707568745454,-0.8113133261196054,-0.002576256892605748,0.391384570385465,0.4649833322225473,13.58856280392316,0.02235285437771619,16.65,0.007514909300866672,1.1716449362969996
