Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS1se,base_GATS3m,base_GATS2pe,base_GATS3Z,solvent_SdssC,solvent_VSA_EState9,solvent_GATS4se,solvent_NsCH3,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3935615,[c-]1ccccc1PCP(c1ccccc1)c1ccccc1,29.4,105.7644,0.0986,O=C([O-])C.[K+],CCCC#N,"29.3997, 0.0029",0.1453627869996672,0.6971767885426821,0.1574807960088896,0.6819085487077534,0.0,0.0,1.3691437802907915,1,29.3997,0.0029,0.0,2.054869684499314,0.046087502977517375,5.470131868131867,201.65604411048176,15.913619688716722,-0.28220920466952215,7.090597384615385,0.050028063085817004,1.1502127074504227,0.029865159662306805,0.00897246130511851,0.003908364377368104,1.1590227817745804,0.19001991384646116,-0.033449150034431364,0.09398307452036005,2.6973180076628354,5.63455625,0.051927657690767716,-0.014769755398890253,1.158090591829815,-0.28220920466952215,7.187135328125001,-0.28220920466952215,5.9886375,1.0301525203559,5.586353437666361,34.25915666358878,5.6003850574712635,5.902998432009833,-0.467063484505978,0.02456285490863436,0.4214274905855686,0.32347873501556235,12.13273413692322,0.011407646285501177,18.885057471264368,0.05187586121438977,3.180872295687262
Result3935613,c1ccc(PC2=NC(P(c3ccccc3)c3ccccc3)C(c3ccccc3)N2)cc1,29.281,110.2134,0.1255,O=C([O-])C.[K+],CC(N(C)C)=O,"29.2809, 0.3782",0.1453627869996672,0.6971767885426821,0.1574807960088896,0.6819085487077534,0.09259259259259278,3.4490740740740735,1.4760842589662049,3,29.2809,0.3782,11.359637423989053,3.947945457895707,0.06071995702121852,5.798249999999999,218.07096106046208,21.23040829272305,-0.6617316377854296,7.345393987804877,0.054653341661461616,0.9904649151875934,-0.03286892269998401,-0.07731310609350119,-0.038439309608140744,1.014670925825893,0.5415890741398742,-0.071049529253096,0.05509678963063543,4.127739984882842,5.878994845360825,0.05630302712218782,0.04207075532920843,0.8930287585920164,-0.6617316377854296,7.375238927835048,-0.6617316377854296,6.151211864406779,0.9263015824268194,8.65920475070535,11.429678604224062,5.992435374149659,0.0,-0.37345680147735494,0.02676162774574647,0.36861317588152276,0.35976519502771614,0.0,0.014905510619753036,20.92517006802721,0.014867494822344883,3.281455945784836
Result3935619,[c-]1cccc(P(c2ccccc2)c2ccccc2)c1,29.218,107.1398,0.0985,O=C([O-])C.[K+],CCCC#N,"29.2181, 0.0427",0.1453627869996672,0.6971767885426821,0.1574807960088896,0.6819085487077534,0.0,0.0,1.3691437802907915,1,29.2181,0.0427,0.0,3.9565217391304346,0.11894024339065112,5.617209302325582,238.4800926186825,15.913619688716722,-0.47723765432098775,7.179948279069768,0.11882362543189053,1.050326139109461,-0.1794984685063611,-0.30229419703103916,-0.13712886440159167,1.0575289575289575,0.17677669529663687,-0.028965194150269713,-0.007775149692234585,4.333333333333333,5.748181818181818,0.118518113489421,-0.09018099116877616,0.9759127997437954,-0.47723765432098775,7.256030399999999,-0.47723765432098775,6.066814285714285,0.9558226282905692,5.721885917273355,-8.746862565044383,5.895402777777777,0.0,-0.45724142489397784,0.0486787859011099,0.3616306238164926,0.31953730373951694,6.06636706846161,0.011722306294206161,18.52777777777778,0.033693207826138515,3.6058299627409247
Result3935622,[c-]1ccccc1P(c1ccccc1)c1ccccc1,29.193,97.5905,0.0818,O=C([O-])C.[K+],CC(N(C)C)=O,"29.1933, 0.1217",0.1453627869996672,0.6971767885426821,0.1574807960088896,0.6819085487077534,0.09259259259259278,3.4490740740740735,1.4760842589662049,3,29.1933,0.1217,0.0,4.1940298507462686,0.11894024339065114,5.6551219512195114,242.0156205114872,15.913619688716722,-0.5015432098765431,7.202459707317073,0.11882362543189053,1.050326139109461,-0.25396170878745483,-0.3415268941584731,-0.15492588219860945,1.0575289575289575,0.17677669529663687,0.01392905510406988,0.012760157188486552,4.457142857142857,5.748181818181819,0.118518113489421,-0.1121731111824266,0.964237868087371,-0.5015432098765431,7.2560304,-0.5015432098765431,6.066814285714285,0.9558226282905692,5.721885917273355,-22.479701617748766,5.903557142857142,0.0,-0.46523871551194473,0.048678785901109904,0.3621099622327467,0.3230144616925248,12.13273413692322,0.011722306294206161,18.885714285714286,0.034326857859683604,3.6058299627409256
Result3935618,CN(C)c1ccccc1-c1ccccc1P(c1ccccc1)C(C)(C)C,29.17,98.2955,0.1068,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"29.1699, 0.1240",0.1428941881283608,0.5051641116163132,0.1556534312908589,0.476153268219384,0.09259259259259278,3.4490740740740735,1.4760842589662049,3,29.1699,0.124,0.0,2.4950773558368495,0.09385965125278449,5.523302884615385,207.1059851304431,15.508989523328292,-0.48651444528428667,7.134732528846152,0.12281720963811936,1.088387763292086,-0.14305756169429404,-0.22441717791411045,-0.13852912216920396,1.1108390027247643,0.25137565482875424,-0.16942464523737594,0.33508686611062377,2.3810497614178594,5.737229166666669,0.1210047142652192,-0.14610792787146143,1.177818277019586,-0.48651444528428667,7.2834160625,-0.48651444528428667,6.074008928571429,1.0386417724253931,6.231746248685474,-114.93332655929827,5.846430061349693,18.99525369620486,-0.44485059065254784,0.033276574982873064,0.37306711819292554,0.3512959327818864,0.0,0.029974928715994362,16.570552147239265,-0.10131314861692654,1.8581367281038406
Result3935624,Cc1cccc(P(c2ccc[nH+]c2)C2CCC(P(c3ccc[nH+]c3)C3CCCCO3)N2)c1,28.504,106.9618,0.0865,O=C([O-])C.[K+],CCCC#N,"28.5038, 2.6656",0.1453627869996672,0.6971767885426821,0.1574807960088896,0.6819085487077534,0.0,0.0,1.3691437802907915,1,28.5038,2.6656,0.0,2.681426305262432,0.1531675675852422,5.736897540983607,189.41421258676155,31.198365334617467,-0.48655822497037216,7.3350475245901645,0.13806071135336342,1.0798139196358731,-0.10174169694739989,-0.17483732024176182,-0.08979810294073921,1.0728926724325196,0.5046411013920356,-0.046677787640806115,0.11105198629689655,2.5494137353433834,5.877325806451613,0.13876541161812972,0.05026714662137623,1.0109349105684977,-0.9190623104523015,7.429354451612903,-0.4325040854819293,6.217130434782608,1.0339927716440263,6.556268907549278,-71.18927606107094,5.992770351758795,6.606881964512918,-0.4111963147192717,0.06386181944504328,0.4112627259204902,0.5346149397035941,12.393687143226153,0.017230850834043306,16.964824120603016,0.25682804299091255,4.486865056751614
Result3935620,CC(C)c1ccc(C(C2=C([O-])C(CO)=C([O-])NC2)c2cc(P(C(C)C)C(c3c(F)cc(F)cc3F)C(C#N)C(C)C)ccc2O)cc1,28.139,90.5908,0.1049,O=C([O-])C(C)(C)C.[K+],CCCC#N,"28.1393, 1.1966",0.1428941881283608,0.5051641116163132,0.1556534312908589,0.476153268219384,0.0,0.0,1.3691437802907915,1,28.1393,1.1966,23.20117435642159,4.772486772486773,0.1326737827266798,6.136539358600582,201.87463713478917,20.83438328992665,-1.603026900209288,7.6551953702623905,0.042031550108709397,0.6162108916538929,-0.06272068323998592,-0.12703521393411585,-0.08865107676047033,0.6253201957274142,0.624045364494409,-0.06987520574664197,0.2866880482925773,4.149142431021625,6.0515220125786175,0.04260813988208652,0.009873985552728221,0.9059106825485148,-1.603026900209288,7.547539622641508,-1.603026900209288,6.394788888888886,0.6186559131323927,9.455138820357002,4.9644472499098775,6.108758724832215,13.151638370425493,-0.8887405799778232,0.04122073262370375,0.341318943041273,0.42505442564112195,51.960417072608934,0.032989165722752144,18.453020134228186,0.40504139353154994,3.491953005830247
Result3935614,CP(CP(CP(CP(CC#CP(c1cccnc1)C1CCCCC1)c1cccnc1)c1cccnc1)C1CCCCC1)c1ccccc1,27.63,102.9408,0.1058,O=C([O-])C.[K+],CCCC#N,"27.6297, 2.5320",0.1453627869996672,0.6971767885426821,0.1574807960088896,0.6819085487077534,0.0,0.0,1.3691437802907915,1,27.6297,2.532,0.0,1.5080655568460448,0.15605130467746378,5.480695061728396,187.0326260249986,21.21815958495563,-0.5208122779133602,7.114504037037037,0.16317254233609715,1.1026302467682338,-0.04411063245460657,0.011305493706547907,0.005268991027749733,1.0157138385777444,0.3535533905932738,-0.049556098404706234,0.15627581203160074,1.697551789077213,5.590771891891893,0.16430063398674533,-0.007857593220032679,0.8288014661685994,-1.5958680988485543,7.187031778378379,-0.08183551372981857,6.008344660194174,1.053770744748294,7.39589116143755,-24.13468153701391,5.599521355932204,30.535730927729958,-0.40612219162813434,0.08350904636479585,0.49649421657754017,0.36097021774997656,18.59053071483923,0.014331197581379315,18.84406779661017,-0.17871915708556732,4.5526327852759865
Result3935617,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,27.262,111.4327,0.1024,O=C([O-])C.[K+],CCCC#N,"27.2618, 2.7330",0.1453627869996672,0.6971767885426821,0.1574807960088896,0.6819085487077534,0.0,0.0,1.3691437802907915,1,27.2618,2.733,0.0,0.7212475633528265,0.1604411701162514,5.35942857142857,142.7534304683886,0.0,0.3848456790123461,7.029104,0.1582952815829528,1.5139684722540552,-0.14308807159910514,-0.17547043652688896,-0.07027902468883902,1.5186049526772982,0.17677669529663687,-0.02170773126268103,0.005252015608518247,0.7586206896551724,5.50762162162162,0.1569594127514907,-0.05278359096964088,1.1674628839575534,0.3848456790123461,7.116083675675675,0.3848456790123461,5.906083333333333,1.4488873443043222,-0.4142135623730958,-11.749726057418371,5.497603448275862,0.0,-0.25977629464886576,0.05676701024819956,0.5130133214527443,0.2469374324919789,0.0,0.011722306294206161,9.931034482758621,-0.017483203233440284,4.653052482560114
Result3935612,[NH3+]OP(c1ccccc1)c1ccco1,27.175,91.4123,0.1158,O=C([O-])C.[K+],CCCC#N,"27.1747, 1.6231",0.1453627869996672,0.6971767885426821,0.1574807960088896,0.6819085487077534,0.0,0.0,1.3691437802907915,1,27.1747,1.6231,0.0,4.434108527131784,0.07750455734282813,5.770620000000001,180.5382207883419,16.702851190932318,-0.8894032921810702,7.397599759999999,0.15723039722233695,1.020484525689312,-0.20419538161874365,-0.30678793256433007,-0.14431304347826085,0.9707354352218386,0.16596365263022672,-0.1613520134033962,0.031794468950792645,2.869565217391304,6.202541463414635,0.15410586662640716,0.14224643019317673,1.2021776064597454,-0.8894032921810702,7.763086097560979,-0.8894032921810702,6.545026923076924,0.9759545684386428,3.952899426060294,-77.06962962962965,6.5409891304347845,0.0,-0.5286522600881983,0.035846404913891045,0.3735642295920526,0.9544556519518482,42.46456947923127,0.01222847587146895,16.869565217391305,-0.006126174688004745,5.6309038572116314
