Unnamed: 0,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,yield
0.0,O=C([O-])C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CC(N(C)C)=O,0.1,105.0,5.47
1.0,O=C([O-])C(C)(C)C.[Cs+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CC(N(C)C)=O,0.1,105.0,29.16
2.0,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,90.0,10.34
3.0,O=C([O-])C(C)(C)C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.64
4.0,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,90.0,13.19
5.0,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,90.0,16.92
6.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.15
7.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,29.4
8.0,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,90.0,9.59
9.0,O=C([O-])C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CC(N(C)C)=O,0.1,105.0,7.26
,O=C([O-])C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.1115,104.3247,81.83579999999998
,O=C([O-])C(C)(C)C.[K+],CC(C)c1ccc([O-])c(-c2ncccc2-c2ccccc2P(C(C)C)C(C)C)c1,CCCC#N,0.084,110.12899999999999,46.87590000000003
,O=C([O-])C.[K+],CCC(C)(C)P(c1cc(C)cc(C)c1C)c1scnc1-c1cc(C)c([S-])c(C)c1,CC(N(C)C)=O,0.1085,109.5241,40.589299999999966
,O=C([O-])C(C)(C)C.[K+],Cc1cc(C)c(P(c2ccccc2-c2ccccc2)c2ccccc2N(C)C)c(C)c1,CC(N(C)C)=O,0.1005,99.95700000000001,40.108000000000025
,O=C([O-])C.[K+],[c-]1cccc(P(c2ccccc2)c2ccccc2)c1,CC(N(C)C)=O,0.1199,105.4819,37.572800000000036
,O=C([O-])C.[K+],[c-]1ccccc1P(c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.1225,100.2809,35.25330000000004
,O=C([O-])C.[K+],c1ccc(CON2C(P(c3ccccc3)c3ccccc3)=NCC2c2ccccc2)cc1,CCCC#N,0.1124,110.0339,10.986400000000005
,O=C([O-])C.[K+],c1ccc(P(CPC2CCCCC2)c2ccccc2)cc1,CC(N(C)C)=O,0.0828,107.9861,9.4745
,O=C([O-])C.[K+],c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,CCCC#N,0.0963,109.8438,4.804500000000004
,O=C([O-])C.[K+],c1ccc(P(CCP(C2CCCCC2)C2CCCCC2)C2CCCCC2)cc1,CCCC#N,0.1094,105.5385,0.16140000000000002
,O=C([O-])C.[K+],[c-]1cccc(P(C2=CCc3ccccc32)c2ccccc2)c1,CC(N(C)C)=O,0.1054,99.914,41.198400000000035
,O=C([O-])C.[K+],[c-]1cccc(P(c2ccccc2)c2ccccc2)c1,CC(N(C)C)=O,0.1152,102.4081,37.572800000000036
,O=C([O-])C.[K+],[c-]1ccccc1P(c1ccccc1)c1ccccc1,CC(N(C)C)=O,0.1286,104.7353,34.83210000000004
,O=C([O-])C.[K+],c1ccc(PCC2NCC(P(c3ccccc3)c3ccccc3)S2)cc1,CC(N(C)C)=O,0.1072,99.0486,34.77030000000001
