Unnamed: 0,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,yield
0.0,O=C([O-])C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CC(N(C)C)=O,0.1,105.0,5.47
1.0,O=C([O-])C(C)(C)C.[Cs+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CC(N(C)C)=O,0.1,105.0,29.16
2.0,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,90.0,10.34
3.0,O=C([O-])C(C)(C)C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.64
4.0,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,90.0,13.19
5.0,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,90.0,16.92
6.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.15
7.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,29.4
8.0,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,90.0,9.59
9.0,O=C([O-])C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CC(N(C)C)=O,0.1,105.0,7.26
,O=C([O-])C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1292,104.9132,84.46809999999985
,O=C([O-])C(C)(C)C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CCCC#N,0.0993,104.9619,64.32919999999997
,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccccc1-c1ccccc1P(c1ccccc1)C(C)(C)C,CC(N(C)C)=O,0.1037,105.4398,39.15330000000001
,O=C([O-])C.[K+],CP1C2(C)CC3(C)OC(C)(CC1(c1ccccc1)O3)O2,CC(N(C)C)=O,0.1095,90.472,20.378600000000027
,O=C([O-])C.[K+],c1ccc(P(CP(c2ccccc2)C2CCCCC2)c2ccccc2)cc1,CC(N(C)C)=O,0.1001,104.9985,13.055600000000005
,O=C([O-])C.[K+],c1ccc(P(CP(c2ccccc2)C2CCCCC2)c2ccccc2)cc1,CC(N(C)C)=O,0.102,105.0029,13.055600000000005
,O=C([O-])C.[K+],c1ccc(P(CP(c2ccccc2)C2CCCCC2)c2ccccc2)cc1,CC(N(C)C)=O,0.13699999999999998,104.9277,11.349999999999996
,O=C([O-])C(C)(C)C.[K+],COCc1c(F)c(F)c(F)c(-c2onc(C(C)(C)P(C(C)C)C(c3ccccc3)c3ccc(C(F)(F)F)cc3)c2C([O-])c2cc(C(F)F)ccc2[O-])c1F,CCCC#N,0.1174,90.0065,7.440300000000005
,O=C([O-])C.[K+],c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCCC#N,0.1322,104.2173,6.521399999999996
,O=C([O-])C.[K+],C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,CCCC#N,0.1049,104.9655,0.096
,O=C([O-])C.[Cs+],CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(N(C)C)=O,0.1026,104.9119,86.82959999999996
,O=C([O-])C(C)(C)C.[K+],c1ccc(P(c2ccccc2)c2ccccn2)cc1,CC(N(C)C)=O,0.2674,105.5481,62.765900000000016
,O=C([O-])C(C)(C)C.[K+],CN(C)c1ccccc1-c1ccccc1P(C)C(C)(C)C,CC(N(C)C)=O,0.0645,105.4053,37.0018
