Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS2pe,base_GATS3Z,base_GATS1se,base_GATS3m,solvent_GATS4se,solvent_SdssC,solvent_NsCH3,solvent_VSA_EState9,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3935785,c1ccc(CP(c2ccccc2)c2ccccc2)cc1,42.389,111.9704,0.1369,O=C([O-])C.[K+],CC(N(C)C)=O,"42.3886, 0.6980",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,42.3886,0.698,0.0,2.5793650793650795,0.12391020464418756,5.618593406593406,203.27086692859422,10.609079792477814,-0.3271604938271606,7.179759999999999,0.12313079577099348,1.089607794990848,-0.10069529068412958,-0.11123011015911874,-0.04939949377410094,1.0961538461538463,0.19001991384646116,-0.07531473626111351,0.03937765024064772,3.228682170542635,5.704825396825397,0.12249402647463603,-0.11624536455538266,0.9250115716850255,-0.3271604938271606,7.229893111111112,-0.3271604938271606,6.0428461538461535,1.0040588509597543,5.705049164867748,27.611638665692713,5.70228488372093,0.0,-0.3202912349650409,0.04954014802949421,0.38072401285056984,0.3294903372191694,0.0,0.011978028599776236,16.11627906976744,-0.04319244458695729,3.704551307383845
Result3935787,CC(C)c1ccccc1P(c1ccccc1N=Cc1ccccc1)c1nn(C)cc1N,40.352,97.0113,0.1285,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"40.3524, 0.7782",0.1556534312908589,0.476153268219384,0.1428941881283608,0.5051641116163132,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,40.3524,0.7782,5.435016399390373,4.09692671394799,0.11660014710294012,5.944004519774013,222.0331634477873,21.777763669030374,-0.9711633796179651,7.448182915254236,0.10342759731290381,0.9054942289003555,-0.0522455665344109,-0.12064732965979376,-0.06946904802349005,0.9078748724499742,0.5469181019309959,0.0069635194824853724,0.30615010130297865,4.708994708994709,5.9331108910891075,0.10262764652882865,-0.09266519363787117,0.9676493806645229,-0.9711633796179651,7.427659643564355,-0.9711633796179651,6.265460655737706,0.883014369607901,8.270521130337091,66.57262811761422,6.05268775510204,5.733667477162185,-0.4339225040713891,0.03892895245494619,0.3455315108207283,0.38282343529862645,43.724584407672026,0.023112892474674237,19.877551020408163,-0.20058030170475344,2.809312526753529
Result3935782,CNc1c(C)cccc1P(Cc1oncc1C)c1ccccc1-c1ccccc1,38.974,102.1401,0.0860,O=C([O-])C.[K+],CC(N(C)C)=O,"38.9736, 0.6467",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,38.9736,0.6467,5.760247418874442,3.292483660130719,0.11850395696743707,5.802672316384181,206.2206579179594,15.925868396484145,-0.7011289577559414,7.356483129943502,0.11377230909268224,0.757872342170363,0.006440570909528763,0.0037827169775856507,0.0021235623087475,0.7145574353171854,0.4420340799719841,-0.0762367788822499,0.34771375919507724,3.89957264957265,5.891368421052632,0.11245679535752631,-0.11446187336115732,1.187010174101949,-0.7011289577559414,7.40491496842105,-0.7011289577559414,6.256615789473685,0.759412253734091,7.870855139561982,117.67174719300921,5.8373910256410255,12.36446058668352,-0.46548825646881586,0.04106463252491922,0.35342189494129694,0.37879123456261315,7.04767198267719,0.01973592118522307,17.794871794871796,-0.12434098042353645,2.8793769144603067
Result3935783,[c-]1ccc(P(c2ccccc2)c2ccccc2)cc1,36.652,98.4258,0.0807,O=C([O-])C.[K+],CC(N(C)C)=O,"36.6521, 0.2180",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.4760842589662049,0.09259259259259278,3,3.4490740740740735,36.6521,0.218,0.0,3.7407407407407405,0.11894024339065115,5.614545454545455,233.71520270197462,15.913619688716722,-0.46598765432098777,7.1785320000000015,0.11882362543189054,1.050326139109461,-0.19726792808102675,-0.30670751723383305,-0.13913086640359368,1.0575289575289575,0.17677669529663687,-0.028965194150269713,-0.00777514969223459,4.108108108108108,5.748181818181818,0.118518113489421,-0.018647882318075203,0.9534042052697658,-0.46598765432098777,7.256030399999999,-0.46598765432098777,6.066814285714285,0.9558226282905692,5.721885917273355,-16.44911516965389,5.8879864864864855,0.0,-0.4651974996178141,0.04867878590110991,0.3616306238164925,0.32304942599786335,12.13273413692322,0.011722306294206161,18.0,0.03341054531254019,3.6058299627409256
Result3935786,CN(C)c1cccc(N(Cc2ccccc2)c2c(-c3ccccc3)cccc2-c2ccccc2P(C)C)c1N,35.74,107.6107,0.1032,O=C([O-])C.[K+],CCCC#N,"35.7395, 1.1937",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.3691437802907915,0.0,1,0.0,35.7395,1.1937,0.0,3.750269687162891,0.09127507586815137,5.749269090909089,209.58049714357264,20.83802683510205,-0.30776322837119263,7.294412494545453,0.0997210390545324,1.0881990240624233,0.07813202389772696,0.018457455995729063,0.010716809116809087,1.1624382678150882,0.4917793256860935,-0.11119220879380211,0.39324327343688814,3.806267806267807,5.883401515151514,0.09876723764708857,-0.026222180407245835,1.1730271357742605,-0.30776322837119263,7.384943545454543,-0.30776322837119263,6.19893670886076,1.023221146781842,10.539689739274175,-12.797840329218111,5.963921367521368,42.958482112682596,-0.4422788386360341,0.029082063406260943,0.3608036555268045,0.3810152109841215,14.09534396535438,0.02286707856902418,17.47008547008547,-0.22670893940799958,2.5631154367471125
Result3935781,CC(=C(C)P(c1ccccc1)c1ccccc1)n1cccn1,35.632,105.2497,0.1015,O=C([O-])C(C)(C)C.[K+],CC1=CC=C(C)C=C1,"35.6315, 1.3415",0.1556534312908589,0.476153268219384,0.1428941881283608,0.5051641116163132,1.0624999999999998,0.0,2,0.0,35.6315,1.3415,0.0,3.072879330943847,0.1048356166908014,5.670387596899223,196.3341748032488,10.609079792477814,-0.5374279835390947,7.248191007751936,0.12951792176333807,0.7814380028133648,-0.14705348301352494,-0.17305167681107525,-0.09079808384733395,0.7225590665946473,0.2492969859635601,0.062475175946314986,0.24554734341038975,2.853801169590643,5.870328571428572,0.127885270753245,0.018931760206296926,1.1948755341192179,-0.5374279835390947,7.378563600000002,-0.5374279835390947,6.1949674418604666,0.7795457364562387,5.924394898083409,-33.766261998663346,5.840956140350876,0.0,-0.4247119526875185,0.03962800537541297,0.36210415119611233,0.34976736638474376,23.141857146832947,0.018243482479272745,16.29824561403509,-0.05967659135127913,1.726653011112287
Result3935872,c1ccc(P(CNP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,34.395,105.8157,0.0917,O=C([O-])C.[K+],CCCC#N,"34.3947, 0.2744",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.3691437802907915,0.0,1,0.0,34.3947,0.2744,0.0,2.775894538606403,0.10013269031316026,5.5380666666666665,204.0978843597043,26.305454648032782,-0.5979160367850846,7.153609386666667,0.1460136513968054,1.3262488459784436,0.02273611287002827,0.022077922077922064,0.010101010101010093,1.3872477446619578,0.23570226039551584,-0.13573258730273433,-0.04350642455134338,2.8585858585858586,5.752508045977012,0.14507860575719805,0.08833830729131094,1.1773154572599502,-1.05694318468128,7.281841701149424,-0.45902714789619536,6.0833351851851845,1.1761618475045332,7.858170242904144,-19.572016460905353,5.833325757575756,6.285844810454487,-0.31760423336946236,0.046194318279617314,0.396744292418881,0.3408311173178125,0.0,0.012228475871469012,19.12121212121212,-0.07510341418073135,4.208549633849685
Result3935871,c1ccc(PCP(c2ccccc2)C2CCCCC2)cc1,32.713,104.5669,0.0818,O=C([O-])C.[K+],CCCC#N,"32.7125, 1.3031",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.3691437802907915,0.0,1,0.0,32.7125,1.3031,0.0,1.0915032679738563,0.08172206118798456,5.3969344262295085,165.92067167106927,10.609079792477814,0.014735239774922748,7.048388803278688,0.08455322355657453,1.3053891141329699,-0.03580118021811898,0.009447674418604644,0.004012345679012343,1.312921639854696,0.19001991384646116,-0.019821101701468637,0.11554727463118099,1.423148148148148,5.551709523809526,0.08582683988599327,-0.06284604202660708,0.9882825081252016,0.014735239774922748,7.139698916666664,0.014735239774922748,5.932244680851065,1.2008437053482555,3.6041431747780495,22.244444444444444,5.461129166666665,5.902998432009833,-0.31343313656645505,0.04142113417710603,0.4714184486215391,0.31855552155218786,0.0,0.011407646285501092,14.891666666666667,-0.029645504262865576,3.9463873765911983
Result3935776,CP(C1CCCCC1)C1CCC(c2ccccc2)CC1O,15.455,111.3641,0.1037,O=C([O-])C.[K+],CCCC#N,"15.4550, 2.6563",0.1574807960088896,0.6819085487077534,0.1453627869996672,0.6971767885426821,1.3691437802907915,0.0,1,0.0,15.455,2.6563,0.0,1.0895622895622896,0.17037683442190774,5.456603773584905,127.54403792348742,0.0,0.0058016409581671535,7.151203044025158,0.12361467489217672,1.1008509060282616,0.012401204641743397,0.015094795314575535,0.0073964497041420114,1.0232086779546183,0.2644599320735737,-0.06947460540878173,0.17424354074668186,0.9953977646285339,5.639500000000002,0.12378182513897609,0.10147430156016349,0.9609051979525616,0.0058016409581671535,7.222909639999999,0.0058016409581671535,6.033096153846154,1.1042870322237395,1.7170623682842319,-0.16120493827160232,5.57239349112426,6.664825604232536,-0.3153952568265701,0.061677112198553874,0.46222673165062117,0.31241926934081593,0.0,0.01991396985474316,9.497041420118343,-0.04051093347523739,4.941083931568996
Result3935775,CCC(C)(C)C(OC(COC)c1ccc(Cl)cc1C)C(c1ccc(P(C(C)C)C(C)C)cc1[O-])c1cc(C(C)(C)C)ccc1C(C)C,14.773,91.5118,0.1043,O=C([O-])C(C)(C)C.[K+],CCCC#N,"14.7725, 1.4648",0.1556534312908589,0.476153268219384,0.1428941881283608,0.5051641116163132,1.3691437802907915,0.0,1,0.0,14.7725,1.4648,6.103966387748303,2.242587601078167,0.05621232467730788,5.708592105263163,166.3829710154781,10.411067291079613,-0.46813103958324653,7.325260903508773,0.06766957569805604,0.8246329047163007,0.058627194749127455,0.01959909766955147,0.012869469225916896,0.7333280535804702,0.43456338643351655,-0.14473190785352352,0.43746859246366476,2.4282238442822384,5.754798029556648,0.06670412980061184,-0.04346473650069594,1.093291742263717,-0.46813103958324653,7.3453939507389165,-0.46813103958324653,6.099831818181813,0.8230805480430023,6.974326143935649,65.29206675811602,5.847469829683697,13.716679505790452,-0.8887416602731929,0.017137881964445517,0.39424676168219713,0.3620926608571027,18.19910120538483,0.039160699869911865,13.340632603406325,-0.12077628138104698,1.0246853927348258
