Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS3Z,base_GATS3m,base_GATS1se,base_GATS2pe,solvent_NsCH3,solvent_SdssC,solvent_VSA_EState9,solvent_GATS4se,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3941275,C(=CP(c1ccccc1)C1CCCCC1)c1ccccc1,50.129,104.8335,0.0961,O=C([O-])C.[K+],CCCC#N,"50.1292, 4.4301",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,1,0.0,0.0,1.3691437802907915,50.1292,4.4301,0.0,1.5992063492063493,0.13286262181210676,5.506432432432432,174.5874843752426,5.304539896238907,-0.17816599479297857,7.114089999999996,0.13124377225954753,1.1922777752208873,-0.0630807212014171,-0.014213684378636104,-0.0060716513332293685,1.1978760986613888,0.19001991384646114,-0.01704129581415964,0.10578379772667217,1.9276729559748427,5.635975308641977,0.13019034450241057,-0.08233980498144908,0.9858686995980633,-0.17816599479297857,7.190454987654316,-0.17816599479297857,5.99638043478261,1.1186536530544793,4.197564516793968,5.201152943577188,5.586523584905659,0.0,-0.31711601454780364,0.050903738146899136,0.4121689558971607,0.32523309711052995,0.0,0.011407646285501177,13.81132075471698,-0.03630167077787805,3.913273005458665
Result3941274,C1CCC(CP(C2CCCCC2)C2CCCCC2)CC1,47.624,108.1763,0.1022,O=C([O-])C.[K+],CCCC#N,"47.6242, 4.2763",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,1,0.0,0.0,1.3691437802907915,47.6242,4.2763,0.0,0.6144505160898603,0.15621514180304005,5.393041666666668,137.00113403742793,0.0,0.38015432098765467,7.048325583333333,0.153853703952977,1.513634915139545,-0.11077971390603772,-0.08920481174816436,-0.03491520565614102,1.5180702978660892,0.19001991384646116,-0.042718704366331454,0.029205060128064984,0.7694283879254977,5.509128205128203,0.15241974591527913,-0.08764282531385599,0.9999635160772484,0.38015432098765467,7.116669829059828,0.38015432098765467,5.906157894736843,1.4515935136691698,-0.44524435364115966,7.47061728395062,5.4328236994219665,6.161910027467921,-0.25612885732452906,0.05420192384561437,0.5161643031718419,0.2453583421226262,0.0,0.011978028599776236,9.907514450867051,-0.023760456879651448,4.432344335784111
Result3941287,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1,44.731,92.8445,0.0765,O=C([O-])C.[K+],CC(N(C)C)=O,"44.7313, 2.9680",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,3,0.09259259259259278,3.4490740740740735,1.4760842589662049,44.7313,2.968,0.0,0.7212475633528265,0.1604411701162514,5.35942857142857,142.7534304683886,0.0,0.3848456790123461,7.029104,0.1582952815829528,1.5139684722540552,-0.14308807159910514,-0.17547043652688896,-0.07027902468883902,1.5186049526772982,0.17677669529663687,-0.02170773126268103,0.005252015608518247,0.7586206896551724,5.50762162162162,0.1569594127514907,-0.05278359096964088,1.1674628839575534,0.3848456790123461,7.116083675675675,0.3848456790123461,5.906083333333333,1.4488873443043222,-0.4142135623730958,-11.749726057418371,5.497603448275862,0.0,-0.25977629464886576,0.05676701024819956,0.5130133214527443,0.2469374324919789,0.0,0.011722306294206161,9.931034482758621,-0.017483203233440284,4.653052482560114
Result3941277,c1ccc(P(CP(c2ccccc2)C2CCCCC2)c2ccccc2)cc1,42.117,96.1573,0.0978,O=C([O-])C.[K+],CC(N(C)C)=O,"42.1174, 2.1110",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,3,0.09259259259259278,3.4490740740740735,1.4760842589662049,42.1174,2.111,0.0,1.7472035794183445,0.15119754113736478,5.513854748603352,192.98718655712193,15.913619688716722,-0.3098624758545394,7.117036648044693,0.15171523258846506,1.2776459951586099,-0.05389344748242286,-0.02223208123829246,-0.010186335403726725,1.2855935915889602,0.23570226039551584,0.007497327267502604,0.07578710419254438,2.231193926846101,5.594545098039217,0.1516692809900996,-0.12192557033589749,0.9489424244360667,-0.4415957000083979,7.164826205882351,-0.13173322415385846,5.9766724137931035,1.1679771039112583,5.463467541070549,53.801730435669846,5.5749440993788815,5.902998432009833,-0.31919282197792076,0.06939044258332779,0.4410990611196309,0.3307144527632393,0.0,0.012681382385227124,17.285714285714285,-0.04485675463105893,4.89908616271772
Result3941276,Oc1ccc(CP(c2ccccc2)C2CCCC2)cc1,39.546,108.4840,0.1190,O=C([O-])C.[K+],CCCCOC(C)=O,"39.5455, 1.6624",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,2,-0.18199074074074065,0.0,1.0555555555555556,39.5455,1.6624,5.749511833283905,1.838095238095238,0.16881751325989539,5.579122807017546,178.78467985036653,5.304539896238907,-0.12444885361552016,7.185801456140348,0.11206903988888274,1.034434924520604,-0.11260075234190234,-0.14454814745157038,-0.0703393126801812,0.9890905874356708,0.30822255106243907,-0.08339725742277704,0.13132009826838992,2.088675213675214,5.6979736842105275,0.11289055939597721,-0.12195544108480713,0.8238625078399021,-0.12444885361552016,7.2529826052631545,-0.12444885361552016,6.100895348837209,1.0187317495566484,3.9633148801137335,-10.511974794544702,5.662745192307693,0.0,-0.31403618748081535,0.06587124850519231,0.40999126988099044,0.35958853906419896,12.13273413692322,0.017285686093908615,13.817307692307692,0.028475719146970363,5.159459840599459
Result3941278,CCP(Cc1ccc2ccccc2n1)c1ccccc1,38.584,106.0998,0.0636,O=C([O-])C.[K+],CC(N(C)C)=O,"38.5835, 1.6372",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,3,0.09259259259259278,3.4490740740740735,1.4760842589662049,38.5835,1.6372,0.0,2.2017879948914434,0.11765641945559159,5.574611764705883,167.08098963251544,5.304539896238907,-0.14772345049130742,7.188824470588236,0.12767805442964675,0.9366087369438455,-0.0227290416420167,-0.028362698753760244,-0.014063498828041782,0.8977977693416165,0.32111426259404335,-0.025923522750103588,0.29860446222111103,1.943833943833944,5.736985074626865,0.1269427786068819,0.07433006116690558,1.1652557275515105,-0.14772345049130742,7.270711343283583,-0.14772345049130742,6.094500000000001,0.903895284734573,4.998350128120085,-21.528812284121607,5.678763736263735,6.161910027467921,-0.3932870883616329,0.04635435768390158,0.3965808286757403,0.36749708071035764,0.0,0.015385445970869372,13.659340659340659,-0.022903045931305353,3.0318376080564606
Result3941279,Cc1cc(C)cc(OC(C)(C)c2cnoc2P(C)c2cccc(C)c2C)c1,33.804,104.8748,0.1078,O=C([O-])C.[K+],CCCCOC(C)=O,"33.8039, 0.5307",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,2,-0.18199074074074065,0.0,1.0555555555555556,33.8039,0.5307,11.350562644267594,2.621212121212121,0.09390548209803537,5.716763975155278,163.3945843208075,15.542738673455311,-0.6520838757313623,7.336475850931676,0.12546271023173372,0.7242228548808117,0.08390803419612682,-0.06492248062015507,-0.04429752066115703,0.7107017406933515,0.6604253390206065,-0.13343967628900988,0.5444985825061828,2.3043771043771044,5.851010101010103,0.12327383440762099,-0.09958042268344257,1.1721293954994456,-0.6520838757313623,7.408811313131314,-0.6520838757313623,6.226519298245615,0.7347154386060931,5.886080229345573,-71.21661054994387,5.9661606060606065,6.664825604232536,-0.5177302123321148,0.032698759456153345,0.37935068835509456,0.4034922305475106,6.196843571613076,0.03651243812843408,13.733333333333333,0.013468291911750902,1.4416389980796291
Result3941282,CC(C)c1cccc(C(C)O)c1P(c1ccccc1O)C(C)C,33.747,90.9768,0.0710,O=C([O-])C.[K+],CC(N(C)C)=O,"33.7475, 0.7116",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,3,0.09259259259259278,3.4490740740740735,1.4760842589662049,33.7475,0.7116,5.749511833283905,2.575020275750202,0.17361867798647487,5.7863316582914575,195.47600455734622,10.609079792477814,-0.7471913580246914,7.380211537688441,0.08332576468569929,1.0467696561216557,-0.3219548431185222,-0.5038112143677561,-0.3073248407643312,1.0123334682667415,0.24929698596356004,0.04351655846293424,0.32139283778713484,2.3184713375796178,5.7273258426966285,0.08439148638654445,-0.14400686645184668,1.210697232898964,-0.7471913580246914,7.300922292134831,-0.7471913580246914,6.14178431372549,1.04411808580331,4.220216868662338,-88.10024691358025,5.89691719745223,0.0,-0.3313969994608654,0.06281499440457186,0.40139633180925705,0.36739323278894426,37.255572541998674,0.03239573258798242,16.0,0.01870175966310574,4.137063742363509
Result3941281,c1ccc(COP(c2ccccc2)C2CCCCC2)cc1,24.645,119.3714,0.1192,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"24.6449, 0.7153",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,2,0.0,0.0,1.0624999999999998,24.6449,0.7153,0.0,1.9289289289289289,0.01841171124920004,5.591657657657657,176.11971920269605,5.304539896238907,-0.49761043923742365,7.2024982162162186,0.17654693285490722,1.0999905645478272,-0.05253959422412488,-0.04711003627569525,-0.020123966942148745,1.0483442308777107,0.19001991384646116,-0.11718742041087041,0.04738121854799741,2.1833333333333336,5.783195121951222,0.1708854781141571,-0.08108666173340758,1.3120728959554087,-0.49761043923742365,7.340624951219509,-0.49761043923742365,6.088089130434784,1.034466181033572,4.177275382074706,-17.906438118559333,5.848339999999997,0.0,-0.39288080696842814,0.00701361249652179,0.4031839970068834,0.3320320216690321,0.0,0.011407646285501092,15.05,-0.09676011550156191,2.5285735026976504
Result3941283,CCOP(c1ccc(OC)cc1C)C(O)P(C)O,23.703,95.0519,0.0701,O=C([O-])C.[Cs+],CCCC#N,"23.7029, 1.2108",0.07445192098979814,0.056742661225519415,0.1265444360281399,0.15437109729761034,1,0.0,0.0,1.3691437802907915,23.7029,1.2108,11.335655030116033,2.7790849673202613,0.028688526459266103,5.847705882352941,164.72211245821074,10.041402850038956,-1.4317746534484848,7.511813098039218,0.19045741324921142,1.1354841212736835,-0.3119139957834784,-0.32403476854659413,-0.1831110603421196,1.1031111779994012,0.1554376142423653,0.0629720018146648,0.12771344200986787,1.688430698739977,5.9832125000000005,0.1876848508093203,-0.11246136117356838,1.0860089988396142,-2.647728714085085,7.635173109375001,-1.2159540606366004,6.332347368421051,1.085704357144521,2.856312639439004,-111.38158749700763,6.1341144329896915,20.38150511002299,-0.5293484849112997,0.015627132199446087,0.48965356603749144,0.37115566233704295,32.046575604766076,0.027431991506943674,17.216494845360824,-0.2047512376796697,1.6785591971719336
