Unnamed: 0,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Temp_C,yield
0.0,O=C([O-])C.[K+],CC(C)C1=CC(C(C)C)=C(C(C(C)C)=C1)C2=C(P(C3CCCCC3)C4CCCCC4)C(OC)=CC=C2OC,CC(N(C)C)=O,0.1,105.0,5.47
1.0,O=C([O-])C(C)(C)C.[Cs+],CC(C1=C(C2=CC=CC=C2P(C3CCCCC3)C4CCCCC4)C(C(C)C)=CC(C(C)C)=C1)C,CC(N(C)C)=O,0.1,105.0,29.16
2.0,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,90.0,10.34
3.0,O=C([O-])C(C)(C)C.[K+],CN(C)C1=CC=CC(N(C)C)=C1C2=CC=CC=C2P(C(C)(C)C)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.64
4.0,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,90.0,13.19
5.0,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,90.0,16.92
6.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,28.15
7.0,O=C([O-])C.[K+],P(C1=CC=CC=C1)(C2CCCCC2)C3=CC=CC=C3,CC(N(C)C)=O,0.1,105.0,29.4
8.0,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,90.0,9.59
9.0,O=C([O-])C.[K+],P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,CC(N(C)C)=O,0.1,105.0,7.26
,O=C([O-])C.[K+],C1=C(P(c2ccccc2)c2ccccc2)Cc2ccccc21,CC(N(C)C)=O,0.1296,113.6408,47.28849999999998
,O=C([O-])C.[K+],CC(C)(C)c1cc(Cc2ccccc2OP(C(C)(C)C)C(C)(C)C)c2ncccc2c1,CC(N(C)C)=O,0.114,100.6413,46.31209999999997
,O=C([O-])C.[K+],[c-]1ccccc1P(c1ccccc1)C1CCCCC1,CC(N(C)C)=O,0.0976,100.3074,31.61430000000002
,O=C([O-])C.[Cs+],CC(C)c1cc(CP(c2ccccc2)C2CCCCC2)c(OCc2ccccc2)c(C(C)C)c1,CC(N(C)C)=O,0.0857,106.1706,31.460699999999992
,O=C([O-])C.[K+],c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,CC(N(C)C)=O,0.0823,105.8337,28.355900000000002
,O=C([O-])C.[K+],Cc1ccc([O-])c(P(c2cc(C(C)C)cc(C(C)C)c2OC(C)C)c2cccc3cccnc23)c1,CC1=CC=C(C)C=C1,0.1122,103.4572,17.42990000000001
,O=C([O-])C.[K+],CC(C)c1ccccc1-c1[c-]c(O)cc(C(C)C)c1P(C(C)C)C(F)(F)F,CCCC#N,0.1092,109.6837,11.476800000000003
,O=C([O-])C.[K+],C(=CP(c1ccccc1)c1ccccc1)Pc1ccccc1,CCCC#N,0.0971,104.2032,5.559600000000002
,O=C([O-])C.[K+],[CH2-]c1cccc(P(C(C)C)C2CC(C)CC[NH+](C(C)C)C2)c1,CC(N(C)C)=O,0.1004,90.9954,5.502999999999998
,O=C([O-])C.[K+],CCOC([SiH3])[Si](C)(C)C([CH-]CCP(C)O)c1ccccc1,CCCC#N,0.1109,91.76,2.7710999999999997
