Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS2pe,base_GATS3m,base_GATS1se,base_GATS3Z,solvent_NsCH3,solvent_SdssC,solvent_GATS4se,solvent_VSA_EState9,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3949347,Cc1ccc(C)c(CP(c2ccccc2[S-])C(c2ccccc2)C(C)C)c1O,61.775,100.3499,0.1141,O=C([O-])C(C)(C)C.[Cs+],CCCC#N,"61.7745, 1.2219",0.15285281509040824,0.05199823768686698,0.1243972321309733,0.06442562223749324,1,0.0,1.3691437802907915,0.0,61.7745,1.2219,5.749511833283905,2.02710027100271,0.11615739616933642,5.58533009708738,191.07042550400698,5.304539896238907,-0.6410082304526747,7.2067016699029125,0.063435456485718,1.0391652133360627,0.045139729945442915,-0.02843691148775893,-0.017120181405895687,0.9631373505579506,0.39632179759726704,-0.06144158661110605,0.32478558752200676,2.4580246913580246,5.692160000000002,0.0660827058747832,-0.12285553262192582,1.1534054821786688,-0.6410082304526747,7.2551280600000005,-0.6410082304526747,6.098362068965517,1.0104603594595911,6.13731459271488,18.074074074074062,5.75191388888889,0.0,-0.8001546753395422,0.046527323293912855,0.3904544579647324,0.36080291281580557,25.122838405075452,0.027694962744920337,16.477777777777778,0.056193771078039606,3.677872660885033
Result3949344,CC(C)c1cccc([O-])c1P(c1ccccn1)c1c(C(C)C)cccc1C(C)C,57.034,101.7310,0.1355,O=C([O-])C.[K+],CCCC#N,"57.0342, 4.0980",0.1574807960088896,0.6971767885426821,0.1453627869996672,0.6819085487077534,1,0.0,1.3691437802907915,0.0,57.0342,4.098,0.0,3.5682730923694783,0.10492952157337143,5.8984867256637195,214.43700047891176,21.150623586708893,-1.0501543209876545,7.432105840707962,0.10537951363301407,0.7474406032196548,-0.1496811937087968,-0.2784739404581371,-0.1710294117647059,0.6340332774506818,0.32338549717245263,0.08013457438928341,0.3949499194558289,3.786096256684492,5.727506422018351,0.10430919105908755,-0.09396780406290181,0.9201710283804994,-1.0501543209876545,7.276815522935779,-1.0501543209876545,6.088741935483872,0.7755682268344981,5.980429962782469,56.32544581618653,5.914107486631018,0.0,-0.8883937636445558,0.035914057696163994,0.3803253267413277,0.34640239087263935,24.395944776997908,0.029239262135489837,18.32620320855615,0.013928907305503377,2.3423542637265613
Result3949348,CCC(c1cccnc1)c1cccc(CP(Cc2cccnc2)CC2CCOC2)c1,53.437,105.8866,0.1024,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"53.4372, 4.7395",0.15285281509040824,0.05199823768686698,0.1243972321309733,0.06442562223749324,3,0.09259259259259278,1.4760842589662049,3.4490740740740735,53.4372,4.7395,0.0,1.6711366538952745,0.08160019531704103,5.5991599999999995,183.32845530230387,0.0,-0.14677346075604447,7.22656924,0.12100530569436739,0.8481588189831438,0.06668436902957932,-0.05678794789399123,-0.026768626876124857,0.8496913546055745,0.2970580013778089,-0.09619702483427546,0.23852295801344556,2.2181818181818183,5.86015789473684,0.11957677214905375,-0.1666564737391705,0.9955877097113589,-0.14677346075604447,7.404153210526317,-0.14677346075604447,6.176179687500001,0.8370526394589952,6.030849264105756,-29.877326219886463,5.779290909090908,19.375673956493756,-0.4167149516649965,0.027476108139863543,0.3906107209850452,0.346374259455285,30.853741354913915,0.014807305887806954,14.963636363636363,-0.1758347992761927,1.8737825760392726
Result3949346,CCC(C)P(CC)CC1=C(C(C)(C)C)CCCC1c1ccccc1C,51.3,113.9542,0.1377,O=C([O-])C(C)(C)C.[K+],CCCC#N,"51.3003, 2.0320",0.1556534312908589,0.5051641116163132,0.1428941881283608,0.476153268219384,1,0.0,1.3691437802907915,0.0,51.3003,2.032,0.0,1.0825545171339566,0.11963466631803728,5.324671755725192,143.66979746218593,0.0,0.09911055471571384,7.006180083969467,0.11606458292525954,1.4152437611779862,0.024648247067461736,-0.018590794669869057,-0.010343852796052632,1.4193086733221763,0.25286277913617883,-0.08567913384547238,0.49511208964453424,0.9460188933873145,5.505609756097561,0.11406226953394141,-0.13958041681343442,1.243354746372939,0.09911055471571384,7.112250764227642,0.09911055471571384,5.924630769230769,1.3605241681628462,1.9941693285066435,-7.731300636574073,5.480856275303644,12.323820054935842,-0.3388722713843458,0.04020889485177011,0.4650704229768754,0.31624025851185383,5.573104530069267,0.031838853465934534,11.06072874493927,0.0060040099901376275,2.3451159484078534
Result3949082,CC(C)c1ccccc1C(C)P(C#N)CC(O)(c1c(F)c(F)c(F)c(F)c1F)C(O)n1nc(C(C)C)c(C(C)C)c1C(O)CCO,50.284,90.0631,0.0647,O=C([O-])C.[K+],CCCC#N,"50.2838, 5.0165",0.1574807960088896,0.6971767885426821,0.1453627869996672,0.6819085487077534,1,0.0,1.3691437802907915,0.0,50.2838,5.0165,5.601050810983688,5.253731343283582,0.13729549205171776,6.286517927170869,187.73256252244732,0.0,-2.200507180066813,7.822441288515407,0.029522552838585354,0.6421210399764232,-0.12887933753401254,-0.17922047576367367,-0.1344449546024757,0.6750266474733586,0.7839845913445322,0.03381382079273981,0.33561271326417874,4.4950495049504955,6.226284276729561,0.030100653111063084,0.0016346592619186661,0.8895373551336015,-2.200507180066813,7.709434364779875,-2.200507180066813,6.542197752808985,0.6400668957276432,8.329889486010995,-75.92075865004914,6.529134653465347,12.768791991980839,-0.4151369808922658,0.042049066196440624,0.3466024544055472,0.502278669659968,19.913841467842857,0.037386692861926855,20.488448844884488,-0.28969490368827616,2.912123402140506
Result3949077,C1CCC(P(C2CCCCC2)C2CCOC2)CC1,49.908,98.5236,0.0984,O=C([O-])C(C)(C)C.[K+],CCCCOC(C)=O,"49.9077, 0.7248",0.1556534312908589,0.5051641116163132,0.1428941881283608,0.476153268219384,2,-0.18199074074074065,1.0555555555555556,0.0,49.9077,0.7248,0.0,0.9947089947089948,0.14181661543272633,5.487872340425533,143.59798927232987,0.0,0.2768827160493832,7.17144059574468,0.16423934593226774,1.0178278483047898,-0.13067968750511716,-0.19050783629617335,-0.07985978108205362,0.930026730003376,0.21407617506269555,-0.04637708203259961,0.04198792093064892,0.9743589743589743,5.65216,0.16306068700334653,0.0021408899508306546,0.8110397202638413,0.2768827160493832,7.263676679999999,0.2768827160493832,6.010714285714288,1.0352997283776297,0.08538796692075401,-10.944765800960159,5.616,13.213763929025836,-0.4162109740824273,0.05159494288064623,0.4925315009848627,0.28581999730621704,0.0,0.012373545532773169,10.538461538461538,-0.08855318101816437,3.8782010398651137
Result3949075,CC(C)P(c1ccccc1-c1c(N)c(N)nn1-c1ccccc1-c1ccccc1)C(O)c1ccccc1-n1cccn1,49.782,119.9042,0.1077,O=C([O-])C.[K+],CCCC#N,"49.7816, 1.9598",0.1574807960088896,0.6971767885426821,0.1453627869996672,0.6819085487077534,1,0.0,1.3691437802907915,0.0,49.7816,1.9598,11.532441066973778,4.771604938271605,0.14960845309044613,5.943742545454545,216.2045049637845,16.77187485056328,-1.147720482557544,7.472984196363635,0.07613364390118821,0.9353359692755756,-0.12522783552013805,-0.10987438149856875,-0.0673114877589454,0.9546204752331454,0.8573673420492808,0.014852001207462068,0.29452383478011773,4.283898305084746,6.0645977272727265,0.07690675043650912,-0.027262860575930973,1.1660291225735695,-1.147720482557544,7.529709606060604,-1.147720482557544,6.4000900000000005,0.9102141011859101,11.365478854123237,-119.25251906721533,6.1819529661016945,11.46733495432437,-0.42004126710043227,0.045911191139072986,0.32700350235950004,0.40944666358465,95.80778546522083,0.02328133486171293,20.483050847457626,-0.14390947540256202,4.3296495847436915
Result3949342,Fc1ccccc1P(c1cccc2c1Oc1ccccc1O2)C1CCCC1,49.123,107.3352,0.1235,O=C([O-])C.[K+],CC(N(C)C)=O,"49.1232, 4.2187",0.1574807960088896,0.6971767885426821,0.1453627869996672,0.6819085487077534,3,0.09259259259259278,1.4760842589662049,3.4490740740740735,49.1232,4.2187,5.817220841045895,4.753411306042885,0.09381114702290902,6.179605442176871,237.42997721713948,20.082805700077913,-0.8567718044007726,7.694735047619045,0.10719575241022783,0.6317973781252024,-0.19918630564080494,-0.30065756606040994,-0.1723098590459388,0.6623849941150927,0.6309569309120917,-0.045644673727365664,0.25650630897803567,4.836657169990503,6.070696629213482,0.10607321763130133,0.04133481646095568,1.093123160213325,-0.8567718044007726,7.560771640449433,-0.8567718044007726,6.348000000000002,0.621563715964283,6.406373330363918,-110.66250300398482,6.329615384615386,0.0,-0.49219343744714233,0.03467929076379529,0.34957839768828924,0.43355604813050086,48.53093654769288,0.01979816571421407,21.60683760683761,-0.3097713828525311,2.997286229565426
Result3949343,CC(C)n1c(C(C)(C)C)nc2c(P(CCc3cc[nH]n3)C(C)C)cccc21,49.026,107.9158,0.1233,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"49.0262, 0.5021",0.1556534312908589,0.5051641116163132,0.1428941881283608,0.476153268219384,3,0.09259259259259278,1.4760842589662049,3.4490740740740735,49.0262,0.5021,5.824404497999927,1.7203907203907203,0.08808415864930463,5.610255924170616,176.79011047458516,5.304539896238907,-0.3032476694381454,7.219256672985781,0.12837677288257784,0.9137582756273677,-0.19444545151742934,-0.28679062791300763,-0.18633424408014573,0.8924652209576553,0.6684474326952501,-0.1486072993566041,0.5575145297811755,1.5397692774741956,5.802016814159293,0.1262004289226595,-0.019449447389171617,1.4551221813253252,-0.3032476694381454,7.349249115044249,-0.3032476694381454,6.185679032258065,0.9147479938817784,4.326102109654732,-192.82304526748976,5.834877595628416,6.161910027467921,-0.4463490299072351,0.028967598790686045,0.39867569112137935,0.38632199058066025,6.196843571613076,0.03610435903613121,14.546448087431694,-0.00841222473857373,0.8983397822029056
Result3949086,N=C1CNCC(c2ccccc2)(P(c2ccccc2)c2ccccc2)O1,48.797,91.7557,0.1479,O=C([O-])C.[K+],CC(N(C)C)=O,"48.7970, 1.9816",0.1574807960088896,0.6971767885426821,0.1453627869996672,0.6819085487077534,3,0.09259259259259278,1.4760842589662049,3.4490740740740735,48.797,1.9816,0.0,4.446280991735537,0.130876751385399,5.893289017341042,226.10010505799838,15.925868396484145,-0.8817644032921812,7.428788393063581,0.10123546798029555,0.9498325187382788,-0.16727316044161356,-0.2887871057513916,-0.16106188967212057,0.9599885305338605,0.32438428348777737,0.0689788822772232,0.09624351435489437,4.554761904761905,6.034048192771085,0.10172551855714793,-0.10011641357090736,1.0505172793308382,-0.8817644032921812,7.526141807228907,-0.8817644032921812,6.281440000000001,0.9107259619414877,7.072464650053565,-24.654320987654334,6.164485714285712,13.08951281182515,-0.49595684362555476,0.04704154905648933,0.3471370289708844,0.3789525583052041,30.33183534230805,0.0178366635549894,20.057142857142857,-0.0700837720441979,4.069971786129481
