Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS3Z,base_GATS3m,base_GATS1se,base_GATS2pe,solvent_SdssC,solvent_VSA_EState9,solvent_NsCH3,solvent_GATS4se,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3950024,OP(O)CC1COC(c2ccccc2)=N1,44.213,113.2211,0.1524,O=C([O-])C.[K+],CCCC#N,"44.2126, 0.0769",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,0.0,0.0,1,1.3691437802907915,44.2126,0.0769,6.606881964512918,3.6142557651991614,-0.084695848572215,5.75135,175.97976927357212,0.0,-1.886528605955412,7.400914500000001,0.17770955773713748,1.1399597980659084,-0.037779520278991466,-0.15062916358253148,-0.0797570056829316,1.1249957239488941,0.25137565482875424,-0.07410665052368241,-0.007596127868126954,4.21957671957672,6.367,0.17188927233471601,-0.1984170242923796,1.19152234282152,-1.886528605955412,7.86821543478261,-1.886528605955412,6.552078571428574,1.077870627656097,3.167544784759701,-31.59310064522684,6.619159523809523,12.768791991980839,-0.506191778031148,-0.03763980871515489,0.3812792780515677,0.3852543992651375,30.33183534230805,0.022146224463307027,18.80952380952381,0.16544432589738675,2.6971656311082177
Result3950015,[c-]1cc2ccccc2cc1P(c1ccccc1)c1ccccc1,40.743,99.5947,0.1287,O=C([O-])C.[K+],CCCC#N,"40.7426, 1.0378",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,0.0,0.0,1,1.3691437802907915,40.7426,1.0378,0.0,4.174968071519796,0.11303198567794034,5.662516129032257,235.4537352335313,15.913619688716722,-0.5747503569328969,7.205069225806451,0.11275592027159298,0.9834464017754688,-0.14272711521290862,-0.10877081248294063,-0.05420662449840169,0.9898273736128241,0.37121101532637285,-0.013487451684251339,0.061391577316712256,4.440613026819924,5.793283582089553,0.11240849557255314,-0.1082304152860462,1.0118372160928883,-0.5747503569328969,7.281736238805972,-0.5747503569328969,6.096928571428572,0.9013926247072808,6.9281418697566295,-12.926802542187165,5.8423908045976995,0.0,-0.4706634418785086,0.04304772862784559,0.3465003748179589,0.32514239239228643,0.0,0.01488684019135358,19.39080459770115,0.04208051275548909,3.7307006095600497
Result3950129,CP(C)C#Cc1ccccc1P(C)C,38.585,109.6635,0.1348,O=C([O-])C.[Cs+],CC1=CC=C(C)C=C1,"38.5849, 0.6793",0.07445192098979814,0.056742661225519415,0.1265444360281399,0.15437109729761034,0.0,0.0,2,1.0624999999999998,38.5849,0.6793,0.0,1.1215277777777777,0.16791605128590495,5.334499999999999,181.9369897056388,5.304539896238907,-0.1097140337616529,7.014685961538462,0.17148125384142587,1.672602156640181,-0.15038421706387142,-0.26889920424403185,-0.13863247863247868,1.6840551181102368,0.10703808753134778,-0.18704463200392601,0.5434178072254198,0.8392687559354226,5.31328,0.172857603960276,-0.3744206961158535,1.4554342347475453,-0.15220343075501774,6.992309880000004,-0.04248939699336485,5.842900000000003,1.490418118466899,1.6888257463962324,-61.144471879286726,5.613723076923076,26.659302416930142,-0.3996448186583997,0.1056772067555556,0.645396728692071,0.33847939414791517,0.0,0.027939475506605242,18.307692307692307,-0.013279509056690559,3.975572648674002
Result3950127,[c-]1ccccc1CP(c1ccccc1)c1ccccc1,38.06,101.8430,0.0858,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"38.0600, 0.8547",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,0.0,0.0,2,1.0624999999999998,38.06,0.8547,0.0,2.982905982905983,0.12086541789496327,5.624045977011494,207.47876600827874,10.609079792477814,-0.3584104938271604,7.182616459770114,0.12024868689034196,1.0685996696257103,-0.06445521223977552,-0.08433734939759038,-0.037483266398929065,1.0753273061484787,0.19001991384646116,-0.06564217168335457,0.07755984676518599,3.634538152610441,5.711540983606557,0.11969496883265762,-0.13410878161484519,0.9185306565627763,-0.3584104938271604,7.23357380327869,-0.3584104938271604,6.054236842105263,0.9807735134733876,5.705049164867749,42.008192348727334,5.714897590361445,0.0,-0.47089312488956947,0.04844249710044444,0.37435115919461504,0.3230023061989058,12.13273413692322,0.011978028599776147,16.542168674698797,0.0355720628706249,3.59546635815744
Result3950019,Cc1[c-]c(-c2ccccc2P(C)C)c(P(C(C)C)C(C)C)cc1,37.162,108.3532,0.0988,O=C([O-])C.[Cs+],CCCC#N,"37.1616, 0.6117",0.07445192098979814,0.056742661225519415,0.1265444360281399,0.15437109729761034,0.0,0.0,1,1.3691437802907915,37.1616,0.6117,0.0,1.8873456790123457,0.16017405396632428,5.34822105263158,181.5404647181956,10.609079792477814,-0.1862726757369615,7.020898115789474,0.15969516932067299,1.472598431039529,0.017872184494572955,-0.08597901621474315,-0.05122492423149083,1.480921847900352,0.24283384674075342,-0.05864236278334276,0.5140153724053166,1.4822342667871125,5.447829787234043,0.1590739764671446,-0.29400526406860067,1.4182367182691482,-0.31101589401192564,7.076471404255318,-0.12474321827496415,5.910226415094339,1.35330630906354,3.3506185885398425,-88.46592154284463,5.666948780487804,13.329651208465071,-0.44489751348977646,0.07603138566957415,0.5028651767480682,0.28873140409470865,0.0,0.03312776530126979,15.49390243902439,0.11537456379880662,3.6628339228869633
Result3950125,[c-]1ccccc1P(c1ccccc1)c1ccccc1,37.161,103.7263,0.1503,O=C([O-])C.[K+],CC(N(C)C)=O,"37.1613, 0.4495",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,37.1613,0.4495,0.0,4.1940298507462686,0.11894024339065114,5.6551219512195114,242.0156205114872,15.913619688716722,-0.5015432098765431,7.202459707317073,0.11882362543189053,1.050326139109461,-0.25396170878745483,-0.3415268941584731,-0.15492588219860945,1.0575289575289575,0.17677669529663687,0.01392905510406988,0.012760157188486552,4.457142857142857,5.748181818181819,0.118518113489421,-0.1121731111824266,0.964237868087371,-0.5015432098765431,7.2560304,-0.5015432098765431,6.066814285714285,0.9558226282905692,5.721885917273355,-22.479701617748766,5.903557142857142,0.0,-0.46523871551194473,0.048678785901109904,0.3621099622327467,0.3230144616925248,12.13273413692322,0.011722306294206161,18.885714285714286,0.034326857859683604,3.6058299627409256
Result3950018,c1ccc(-c2nc3c(P(c4ccccc4)c4ccccc4)cccc3o2)cc1,37.012,101.9217,0.0862,O=C([O-])C(C)(C)C.[K+],CC(N(C)C)=O,"37.0120, 1.0015",0.476153268219384,0.5051641116163132,0.1428941881283608,0.1556534312908589,0.09259259259259278,3.4490740740740735,3,1.4760842589662049,37.012,1.0015,5.516700717616262,5.230936819172113,0.0859446618534364,5.944180327868852,252.55497383639548,15.913619688716722,-0.7238485648031505,7.44333793442623,0.10734869696317054,0.79601183147677,-0.14444924957980085,-0.22192588433464347,-0.1149483786534826,0.8204849218789795,0.6209665528995175,-0.08829041831850443,0.14611669960547458,5.780982905982905,6.033375,0.1070330315480465,-0.06974621413463931,1.1315443837917554,-0.7238485648031505,7.4939073499999935,-0.7238485648031505,6.266880000000001,0.7592834014728213,8.547925911368552,-30.69534878293544,6.184687499999997,0.0,-0.5080217953459706,0.030549108263329964,0.33106221278558756,0.42739538954596157,36.39820241076966,0.01590121702881208,21.923076923076923,-0.03670660756003716,2.5228935487250497
Result3950022,Cc1cccc(P(c2ccccc2)C(C)Cc2ccccc2)c1C,35.222,106.6435,0.0576,O=C([O-])C(C)(C)C.[Cs+],CCCC#N,"35.2218, 1.9684",0.06442562223749324,0.05199823768686698,0.1243972321309733,0.15285281509040824,0.0,0.0,1,1.3691437802907915,35.2218,1.9684,0.0,1.9406276505513147,0.12186280349410601,5.4937818181818185,180.22566337782777,10.609079792477814,-0.37280591248845174,7.107009733333333,0.11986961498574263,1.151379322366488,-0.07985352780719895,-0.1308724832214765,-0.06944254211751814,1.1565839605984576,0.3064608223014558,-0.08500482897513198,0.25270716893804684,2.0089485458612977,5.63887356321839,0.11865168846161939,-0.011426481943381826,1.1982189031383341,-0.37280591248845174,7.1912475402298845,-0.37280591248845174,6.010999999999999,1.0839287728689804,5.834943223919865,-10.286135920732619,5.6338758389261745,0.0,-0.34115646982541425,0.044997657822812676,0.38541436718808963,0.3302099086136486,0.0,0.021146240184443665,13.95973154362416,-0.0248925152619683,3.3949898695552747
Result3950014,O=P(CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,34.942,101.8066,0.0947,O=C([O-])C.[Cs+],CC1=CC=C(C)C=C1,"34.9419, 0.7663",0.07445192098979814,0.056742661225519415,0.1265444360281399,0.15437109729761034,0.0,0.0,2,1.0624999999999998,34.9419,0.7663,7.1418927340993115,3.3333333333333335,0.09943239559119182,5.735544303797468,218.27296348493812,21.21815958495563,-0.7492126480221715,7.313004405063292,0.18513725223077446,0.9538686519542678,-0.02369980276124459,-0.0516012743125419,-0.027740845070422522,0.7726752331745872,0.21991320281372367,-0.046526076717697276,-0.07117285289110545,3.7276995305164315,5.771972413793104,0.1827875651875809,-0.08913395371099306,1.0995100418258892,-0.7492126480221715,7.30334644827586,-0.7492126480221715,6.047558490566037,0.891001134799036,7.881918991586576,67.35778765432099,5.8516619718309855,5.902998432009833,-0.4072686073428159,0.04642269923586967,0.41197113344186387,0.3805557919363442,72.79640482153933,0.017371736491027225,20.929577464788732,-0.10476801151954866,4.397730072385828
Result3950011,c1ccc(P(c2ccccc2)c2ccccc2)cc1,33.28,104.6241,0.1091,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"33.2804, 0.4535",0.6819085487077534,0.6971767885426821,0.1453627869996672,0.1574807960088896,0.0,0.0,2,1.0624999999999998,33.2804,0.4535,0.0,3.5694444444444446,0.12266737519710581,5.612,232.41498194289477,15.913619688716722,-0.44598765432098797,7.177178666666666,0.1223537854323646,1.0715664487086345,-0.2134428452713452,-0.3187047619047618,-0.14474048442906573,1.078560063643596,0.17677669529663687,-0.010224106262287468,-0.027091402123113537,3.84,5.739473684210526,0.12194683472942648,-0.08217176446339644,1.0134424628342387,-0.44598765432098797,7.251174315789474,-0.44598765432098797,6.054124999999999,0.9797757933650203,5.721885917273355,-17.900807381776236,5.873719999999999,0.0,-0.3226416970818605,0.05014849143074894,0.36878628511041367,0.33485565497361364,0.0,0.011722306294206161,17.96,-0.044573337962727916,3.7432183095241576
