Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS1se,base_GATS3m,base_GATS3Z,base_GATS2pe,solvent_SdssC,solvent_NsCH3,solvent_GATS4se,solvent_VSA_EState9,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3953361,[NH3+]C(c1ccc(-c2ccccc2P(c2cccc(CO)c2)C2CCOCC2)cc1)c1ccc2ccccc2n1,44.4247,110.8663,0.1530,O=C([O-])C.[Cs+],CC1=CC=C(C)C=C1,"44.4247, 0.8998",0.1265444360281399,0.056742661225519415,0.07445192098979814,0.15437109729761034,0.0,2,1.0624999999999998,0.0,44.4247,0.8998,5.693927994848461,3.0755555555555554,0.14755814530484418,5.701246861924689,196.8236347767882,16.34274726964,-0.6221254070772995,7.270450552301255,0.08067784428937831,1.008544107066598,-0.10432933697609816,-0.09562841530054646,-0.05254269093638581,1.0135380588404974,0.6117736274887169,0.008794685537973081,0.1874280996431211,3.078132927447996,5.969674074074074,0.08191919400555704,-0.12748140232648728,1.0821678906121555,-0.6221254070772995,7.475718340740738,-0.6221254070772995,6.280064102564103,0.9743782553362267,9.855879912337203,-28.857940131912738,5.841975342465753,13.213763929025836,-0.4173834608488687,0.04732338114558747,0.3463613215305018,0.7174943418380386,18.19910120538483,0.01852236734658615,16.34246575342466,0.3081595204621105,5.134827420760491
Result3953362,O=C1CC(P(c2ccccc2)c2ccccc2)c2ccccc2N1,44.4228,108.2424,0.1471,O=C([O-])C.[Cs+],CCCCOC(C)=O,"44.4228, 0.8939",0.1265444360281399,0.056742661225519415,0.07445192098979814,0.15437109729761034,-0.18199074074074065,2,1.0555555555555556,0.0,44.4228,0.8939,0.0,3.6907756813417185,0.13396397123149373,5.79819696969697,217.2540678251476,15.925868396484145,-0.6430967078189298,7.3517100909090916,0.10138787436084724,0.7609765216551727,-0.07590607292954656,-0.1639078221356702,-0.08808651665794523,0.6802614959074956,0.3910872083714791,0.021263211266199632,0.08629884255647238,4.287749287749287,5.91056,0.10205861382881382,-0.09861706388469763,1.0114626014276284,-0.6430967078189298,7.399727786666665,-0.6430967078189298,6.214222222222222,0.7498469676576772,6.568846833684901,41.345427059712776,5.931175213675211,5.316788604006331,-0.3620338079845733,0.05012195768658638,0.35257614410595484,0.37457012830952685,24.26546827384644,0.017988071744923843,18.23931623931624,0.11988327725305434,4.230471299830595
Result3953370,O=P([O-])([O-])c1cn(C(=S)P(c2ccccc2)c2ncc[nH]2)cn1,44.3959,98.6177,0.1436,O=C([O-])C.[K+],CCCC#N,"44.3959, 0.9044",0.1453627869996672,0.6971767885426821,0.6819085487077534,0.1574807960088896,0.0,1,1.3691437802907915,0.0,44.3959,0.9044,16.62240348358648,7.044444444444445,-0.11679217098674642,6.346177777777778,257.8018608952523,26.09187240367607,-1.179859116486101,7.907098805555555,0.12209821428571425,0.9487882045634184,-0.23946713995060762,-0.1921245421245421,-0.13337571519389702,0.8681577030768547,0.4732730879423386,0.033140840694994476,-0.18996808988824707,6.5335232668566,6.711317857142858,0.12391011111091435,-0.16175237245440013,0.755640417522817,-1.179859116486101,8.154306267857143,-1.179859116486101,6.5852514285714285,0.8709944964433539,6.152828748268116,-36.19706605901892,6.60342,0.0,-0.8385523245021524,-0.07053549664437103,0.3853017931663771,0.37531497905173394,30.33183534230805,0.030733413110626853,34.38461538461539,0.7705549235687619,0.2032347286537565
Result3953368,NN1CC(=O)CCC12C=COC(P(C1=CCCC=C1)c1cccc3ccccc13)C2,42.2835,100.0471,0.1145,O=C([O-])C(C)(C)C.[Cs+],CC1=CC=C(C)C=C1,"42.2835, 1.1095",0.1243972321309733,0.05199823768686698,0.06442562223749324,0.15285281509040824,0.0,2,1.0624999999999998,0.0,42.2835,1.1095,11.628299738655155,3.0678294573643416,0.13539917554321643,5.880744444444444,179.09958831234135,11.147210166505147,-0.7391333354329384,7.4680127222222215,0.10785486912473073,0.7706212844159177,-0.01082206252653655,0.027801003344481563,0.016908212560386448,0.7414250622504124,0.6370212407334911,0.03353533377497606,0.19031097700773214,3.1660628019323664,6.000807339449541,0.10797302990046595,-0.1410331614913646,0.9393804768848008,-0.7391333354329384,7.507656844036694,-0.7391333354329384,6.295140983606557,0.7653369479506659,5.999113570310612,55.81539999012042,5.8880989130434775,6.544756405912575,-0.5232443856323841,0.04611832275347106,0.35537697895705905,0.3746676833320026,6.26208044842079,0.022759328528334902,16.277173913043477,-0.1940187371314397,4.266674221203441
Result3953366,CC(N)Oc1c(P(C)c2ccccc2)ccc(CO)c1C=N,42.2261,90.0006,0.1495,O=C([O-])C.[K+],CCCC#N,"42.2261, 1.0595",0.1453627869996672,0.6971767885426821,0.6819085487077534,0.1574807960088896,0.0,1,1.3691437802907915,0.0,42.2261,1.0595,11.977413004018775,3.5962596259625963,0.1899876978891316,5.8214537190082645,182.57472718076502,21.07961022344005,-0.6270157260435036,7.414611421487603,0.07245955860541471,1.0468651837761678,-0.25167446900057233,-0.29365751906655363,-0.1680311818130956,1.042312915772301,0.20885171025161609,0.0791413168116072,0.22582464558471801,2.9272030651340994,6.0155416666666675,0.07457436762586124,-0.057292224828996124,1.172108639662616,-0.6270157260435036,7.555545722222224,-0.6270157260435036,6.343477272727273,1.021513384956477,5.247880314112399,-73.33050230688596,6.105206034482757,6.664825604232536,-0.5068402339920478,0.07022642461933243,0.3848821831302526,0.3865153817886546,30.33183534230805,0.023058918275161377,17.836206896551722,0.046680328921072343,5.119209860560312
Result3953360,[CH2-]C1=C(P(C2=CC=CCC2)c2ccc(C)c(C)c2)C=C(C)CC1,42.1449,95.4834,0.1098,O=C([O-])C(C)(C)C.[K+],CCCC#N,"42.1449, 1.0471",0.1428941881283608,0.5051641116163132,0.476153268219384,0.1556534312908589,0.0,1,1.3691437802907915,0.0,42.1449,1.0471,0.0,2.2526748971193413,0.12794398428342282,5.617669064748202,183.78324149596492,5.304539896238907,-0.4360596707818929,7.180113899280576,0.12592053536874184,1.1973626417755732,-0.23659215104409723,-0.1375707284238867,-0.07895562839155182,1.2025103034844513,0.40965851220662625,-0.09569406363399809,0.285309468843692,2.4605475040257647,5.615666666666667,0.12468024948473223,-0.19799756367330507,0.9865794356852164,-0.4360596707818929,7.177705688888889,-0.4360596707818929,5.9935,1.1300511428287032,3.908683445833427,27.533630534602352,5.603942028985506,0.0,-0.49182854081034244,0.047345422518361165,0.3916308287500799,0.31303417524007743,0.0,0.026680996274317196,14.333333333333334,0.08651850289508768,3.6268566999054315
Result3953358,CC(C)[N-]c1cc(N)cc(P(c2ccccc2)c2ccccc2)c1NC(C)N,42.1037,111.5817,0.1527,O=C([O-])C(C)(C)C.[Cs+],CC1=CC=C(C)C=C1,"42.1037, 1.0857",0.1243972321309733,0.05199823768686698,0.06442562223749324,0.15285281509040824,0.0,2,1.0624999999999998,0.0,42.1037,1.0857,0.0,3.7456790123456787,0.1704678201353411,5.917186170212767,229.18486945492467,32.69774324704742,-0.8128391912320485,7.44243319148936,0.08156248489962195,1.2252139800826742,-0.18926451779010772,-0.29387133612485716,-0.16642713423397523,1.2740357767843424,0.2840491208401313,0.1948444686606598,0.2659110159902235,4.189358372456964,5.892545360824743,0.08249992390982083,-0.18005617752090416,1.037166211777125,-0.8128391912320485,7.4020473402061855,-0.8128391912320485,6.246344827586207,1.1677302004259333,6.897200045492838,-43.80709876543213,6.103579577464789,11.050456081168516,-0.71632907138907,0.05755810993800144,0.36070299129647554,0.34628000860009756,25.122838405075456,0.025707716578283683,20.866197183098592,0.23709238947540587,4.886323971961809
Result3953355,OCC#CC1OCC(O)C1OCCP(CO)C1CCCCC1,39.7846,117.5695,0.0901,O=C([O-])C.[K+],CCCCOC(C)=O,"39.7846, 1.1953",0.1453627869996672,0.6971767885426821,0.6819085487077534,0.1574807960088896,-0.18199074074074065,2,1.0555555555555556,0.0,39.7846,1.1953,24.918781127757825,1.7675213675213675,0.15630973626446698,5.871403225806453,129.01751749672616,0.0,-0.4043043103729831,7.567822806451612,0.08187723868446758,0.9648922068511637,0.02154609307069168,0.042269792728508344,0.019189535224520656,0.9852134963045468,0.33934589588423975,-0.07243933860119982,0.06435853934399739,1.7580246913580246,6.08159574468085,0.08391333537710517,0.061563759123502836,0.8120170258169436,-0.4043043103729831,7.685224765957447,-0.4043043103729831,6.4006799999999995,0.9503973479773055,2.0762538994607826,4.810793856469266,5.948842222222222,32.330526290061506,-0.40848634609511003,0.05442825725866655,0.4302179365369717,0.3923889506584256,0.0,0.014939245777248662,12.155555555555555,-0.3326837743341511,3.0236796503712573
Result3953371,CC(O)(O)Oc1cccc(P(Cc2cnccn2)C2CCCC([NH3+])(c3ccccc3)[NH2+]2)c1,39.7192,114.4124,0.0885,O=C([O-])C.[Cs+],CCCC#N,"39.7192, 1.2044",0.1265444360281399,0.056742661225519415,0.07445192098979814,0.15437109729761034,0.0,1,1.3691437802907915,0.0,39.7192,1.2044,11.532441066973778,2.1280701754385967,0.17573728188740023,5.792156221198158,165.43085797712598,21.091858931207472,-0.6981333459309651,7.3927188110599085,0.06280935036423513,1.0907143700359325,-0.00631464331358795,0.005262600218980663,0.0032644297654649524,1.0987543968586748,0.38574002447007044,0.0375067505939247,0.2676835993063603,2.37788513150832,6.154750862068965,0.06557882699836537,-0.05234664238313429,0.8249999403828848,-0.6981333459309651,7.65574139655172,-0.6981333459309651,6.452636363636363,1.0556647503605558,7.171267827914058,25.665406903502145,5.861647826086958,0.0,-0.47316394779547477,0.05642041051322617,0.36368519262005117,0.7736641028455511,24.395944776997904,0.029218244165674274,14.840579710144928,1.4141120197638886,5.210898021338489
Result3953364,CC(C)CN1CCC(P(O)CCNC(C)CO)C1,39.7057,102.4169,0.0922,O=C([O-])C(C)(C)C.[K+],CCCC#N,"39.7057, 1.2116",0.1428941881283608,0.5051641116163132,0.476153268219384,0.1556534312908589,0.0,1,1.3691437802907915,0.0,39.7057,1.2116,0.0,0.9408473221422862,0.03437445031494878,5.4813100840336135,121.0429804022825,5.316788604006331,-0.8547726127488029,7.2088981680672255,0.1422245012120084,1.207075672530228,0.040499731392402386,-0.03030913978494624,-0.013610985362909311,1.1687625800102133,0.2123789490413836,-0.15999494036982673,0.026021812658936137,0.7611111111111111,5.851168539325841,0.138213028149435,-0.018663055981126952,1.0401216644278592,-0.8547726127488029,7.444160382022472,-0.8547726127488029,6.222151063829787,1.1805483208981866,1.1646460841140245,-8.521804738192246,5.631225000000001,38.94781761563114,-0.3708082280025436,0.011719582066998838,0.4775257514428758,0.28502958027510605,6.923737199690624,0.02645209760666359,10.4,-0.1382768574195085,-0.057105651491287775
