Folder Name,Ligand_SMILES,Fitness,temperature,concentration,base_SMILES,solvent_SMILES,Reaction_yield,base_GATS3m,base_GATS1se,base_GATS3Z,base_GATS2pe,solvent_GATS4se,solvent_NsCH3,solvent_SdssC,solvent_VSA_EState9,yield_pred,yield_Std,ligand_PEOE_VSA10,ligand_AATS4dv,ligand_MATS1p,ligand_AATS6are,ligand_AATS5v,ligand_SlogP_VSA1,ligand_MINsssP,ligand_AATS6se,ligand_MATS1Z,ligand_GATS1are,ligand_MATS6v,ligand_MATS5d,ligand_AATSC5d,ligand_GATS1se,ligand_Xch-7d,ligand_MATS3i,ligand_MATS1dv,ligand_AATS5dv,ligand_AATS2are,ligand_MATS1m,ligand_MATS7i,ligand_GATS4dv,ligand_SsssP,ligand_AATS2se,ligand_MAXsssP,ligand_AATS1pe,ligand_GATS1pe,ligand_ETA_eta_FL,ligand_ATSC5dv,ligand_AATS5pe,ligand_SMR_VSA6,ligand_BCUTc-1l,ligand_AATSC1p,ligand_AXp-1dv,ligand_BCUTc-1h,ligand_EState_VSA7,ligand_AETA_eta_BR,ligand_AATS5Z,ligand_ATSC2c,ligand_AATSC1v
Result3950780,CCOC1CC(C)(CC(C)(C)CC(C)P(C2CCCCC2)C2CCOCC2)OC2(CCOCC2)C1,68.877,118.5298,0.0808,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"68.8769, 1.6442",0.05199823768686698,0.1243972321309733,0.06442562223749324,0.15285281509040824,1.4760842589662049,3,0.09259259259259278,3.4490740740740735,68.8769,1.6442,0.0,1.197197197197197,0.053765133123103395,5.454336283185842,143.06432888393218,0.0,0.04247354445539231,7.14168127876106,0.1310582970701715,0.888962286040452,0.03536365430835996,-0.0824703459309586,-0.046112123052013766,0.8825314540190985,0.43821973380314727,-0.033606651337008187,0.2772864308113899,1.0634486945962356,5.856502673796793,0.12884386028139339,-0.06461057393335773,0.9720968767079836,0.04247354445539231,7.453388919786096,0.04247354445539231,6.140290322580641,0.8980616830226095,1.490069032064504,-44.54361225422953,5.70935655737705,33.03440982256459,-0.41829899064175285,0.015832197882549498,0.43495223814036904,0.3196705534384416,0.0,0.029308276369901534,10.672131147540984,-0.08899772684524992,1.2500152312987716
Result3950789,[CH-]=C(c1cccnc1)P(CP)c1ccccc1,64.435,119.2425,0.0793,O=C([O-])C.[K+],CCCC#N,"64.4353, 1.2006",0.6971767885426821,0.1453627869996672,0.6819085487077534,0.1574807960088896,1.3691437802907915,1,0.0,0.0,64.4353,1.2006,0.0,2.6888888888888887,-0.06869867092755969,5.477777464788732,193.6802596153343,5.304539896238907,-0.47364197530864205,7.125663464788731,-0.059652683806946265,0.9059635065571761,-0.10598274340879431,-0.1254501800720288,-0.062137654229225514,0.8761620603015073,0.11785113019775792,0.009179370321921168,0.1847494456714169,2.395238095238095,5.720192,-0.05680889552708871,0.08578647116136846,1.244346151823672,-0.47364197530864205,7.268896820000001,-0.47364197530864205,6.025875000000002,0.8475738546155587,3.9451609360637256,-24.54494418108709,5.672957142857142,5.902998432009833,-0.5270720073315254,-0.04079445721740332,0.42700929298975276,0.310975639503795,24.395944776997908,0.015324415275153403,18.47142857142857,0.0056374550618088866,-0.034659136914533484
Result3950777,CCP(CP(c1ccccc1)c1ccccc1)c1ccccc1,63.347,119.9941,0.0681,O=C([O-])C.[K+],CC(N(C)C)=O,"63.3475, 0.8979",0.6971767885426821,0.1453627869996672,0.6819085487077534,0.1574807960088896,1.4760842589662049,3,0.09259259259259278,3.4490740740740735,63.3475,0.8979,0.0,1.8836967808930425,0.1483850766075184,5.505545454545455,191.4033849838452,15.913619688716722,-0.29088718820861637,7.112707499999999,0.1497808806647944,1.3084717651022362,-0.07451833742625284,-0.10049627791563281,-0.04645161290322583,1.3176492642234514,0.17677669529663687,-0.011525440700811056,0.10943082277659837,2.129032258064516,5.566482051282051,0.1501535980726055,-0.11519869166202186,1.0713190612031243,-0.4022397539262612,7.146969987179486,-0.11135256571764485,5.967542553191492,1.1789682463202533,5.446630788664941,25.44865721688767,5.574177419354837,12.064908459477754,-0.3191800358517413,0.07420436745168205,0.4519067465062711,0.3294277847301782,0.0,0.01264661595703398,17.06451612903226,-0.03971771673648382,4.531300769933897
Result3950781,CC(C)c1ccc(P(c2ccccc2)c2ccccc2)c(-c2ccc(C(C)C)cc2C(C)C)c1,61.928,115.3978,0.0623,O=C([O-])C.[Cs+],CCCC#N,"61.9281, 0.6701",0.056742661225519415,0.1265444360281399,0.07445192098979814,0.15437109729761034,1.3691437802907915,1,0.0,0.0,61.9281,0.6701,0.0,2.7610273590173087,0.10850825256893613,5.602788135593222,202.91594134629648,15.913619688716722,-0.6738314938458236,7.170727415254236,0.1061891557812448,1.1224307877670157,-0.09234879636706526,-0.10296543225480287,-0.06013295627021215,1.1262340339572992,0.35355339059327373,0.021283074574018283,0.38391096290981147,2.8821705426356594,5.659069767441862,0.10487549052337475,-0.15133321796689939,1.0834209275914224,-0.6738314938458236,7.202895472868217,-0.6738314938458236,6.019033783783785,1.0741589330355887,7.495663794337908,-20.327455604781555,5.733346511627908,0.0,-0.3451495126778493,0.03617298123204548,0.37540603100386744,0.3525217436916319,0.0,0.026327425343205434,16.106976744186046,-0.023289208166560577,3.2521992053588953
Result3950784,CP(C=CPCP(C)c1ccccc1)c1ccccc1,59.013,116.2148,0.1448,O=C([O-])C.[K+],CC(N(C)C)=O,"59.0131, 1.3568",0.6971767885426821,0.1453627869996672,0.6819085487077534,0.1574807960088896,1.4760842589662049,3,0.09259259259259278,3.4490740740740735,59.0131,1.3568,0.0,0.9052631578947369,0.09125313199646821,5.264433734939758,150.61622803252806,10.609079792477814,-0.12721673991956162,6.971949855421685,0.09665800661313184,1.5209628478389583,0.03135772357247757,0.013321045576407524,0.00591165972635337,1.5318681318681318,0.11785113019775792,-0.11406486242889016,0.18406585792678584,0.9129372427983539,5.422573913043478,0.09918397711264226,0.1270314762468554,1.0910878437710594,-0.11972668971566636,7.059581811594205,0.00749005020389526,5.862535714285715,1.352129788207201,3.560913996669629,0.79118837258834,5.388896874999998,19.232649640474904,-0.3135610965010218,0.06016912329818419,0.5633137352731017,0.3194291758187872,0.0,0.01576783072719993,14.90625,-0.03577092824093035,4.001165399221585
Result3950787,ON=C1CC[NH2+]CC(c2ccccc2)(P(c2ccccc2)C2CCCOC2)C1,53.955,115.9530,0.0652,O=C([O-])C.[Cs+],CC(N(C)C)=O,"53.9548, 0.9963",0.056742661225519415,0.1265444360281399,0.07445192098979814,0.15437109729761034,1.4760842589662049,3,0.09259259259259278,3.4490740740740735,53.9548,0.9963,0.0,2.450323339212228,0.1607683457886353,5.839762264150942,184.90209063189084,10.621328500245237,-0.5502160493827157,7.425001962264149,0.10607903599925513,0.9013517945003758,-0.12581396579927812,-0.16811820910666722,-0.0871575971111854,0.8734905726792694,0.21991320281372367,0.0019536104611441747,0.15927515086707897,2.73015873015873,5.906864864864862,0.10619203495500759,-0.1092251680393989,1.057242768674017,-0.5502160493827157,7.448719765765765,-0.5502160493827157,6.2865590163934435,0.8983348359104635,5.635430732448961,12.600460944495833,5.913139170506914,26.303276740850986,-0.4166494117113504,0.054353439332353745,0.38449264100089353,0.4714273817011197,0.0,0.015205301784605049,16.15668202764977,-0.011513908378652377,4.405340075713657
Result3950791,Cc1nc(C(C)(C)P(CCO)C(C)c2ccc(O)cc2)sc1C,51.475,98.2807,0.1261,O=C([O-])C.[K+],CC1=CC=C(C)C=C1,"51.4754, 1.4484",0.6971767885426821,0.1453627869996672,0.6819085487077534,0.1574807960088896,1.0624999999999998,2,0.0,0.0,51.4754,1.4484,10.75713553013667,1.5462315462315463,0.16668031277443246,5.678603448275862,153.67051204904465,0.0,-0.510205026455026,7.362186367816093,0.08997326560620245,1.0050818168540967,-0.12748741176381734,-0.11267311988086372,-0.07414557659798612,0.9835124922915925,0.44789876813839286,-0.10283291072776643,0.31145976331156117,1.4411764705882353,5.755588636363637,0.09261940419842522,0.029761298405932588,1.1238332492317396,-0.510205026455026,7.366871000000001,-0.510205026455026,6.2054599999999995,0.9931924185605477,3.5290750306829404,-23.640227065883025,5.695805882352941,12.768791991980839,-0.3683537629385898,0.06937273755373526,0.42888691666794404,0.3616651547429269,12.13273413692322,0.035570470481028287,13.823529411764707,0.047664415581671095,4.007143029129792
Result3950795,CC(C)Nc1ccc(P(c2ccccc2)c2ccccc2)cc1,47.942,118.2351,0.0644,O=C([O-])C.[K+],CCCC#N,"47.9423, 1.0587",0.6971767885426821,0.1453627869996672,0.6819085487077534,0.1574807960088896,1.3691437802907915,1,0.0,0.0,47.9423,1.0587,0.0,2.8369678089304258,0.12944506950402718,5.542975999999999,212.64162217890697,21.23040829272305,-0.5064895649617873,7.142532848,0.11523861171366599,1.157335245339485,-0.1300107793102431,-0.12781954887218053,-0.0647619047619048,1.2049678608799637,0.2248892177291057,0.1264103957741889,0.1721247211270341,3.068783068783069,5.771076923076923,0.11460290203737374,-0.071761437404185,1.0071152870396016,-0.5064895649617873,7.2950198974358935,-0.5064895649617873,6.102244680851066,1.0837054101108137,6.073380548139297,-30.623502514860547,5.829058095238093,5.316788604006331,-0.3259846876537299,0.04833684909528595,0.37394285051262843,0.3434979967855118,0.0,0.018914353015444085,16.63809523809524,0.022240410976941436,3.541163718534345
Result3950794,CNC(CN(C)C)P(c1ccccc1)c1ccccc1,44.709,118.9555,0.0925,O=C([O-])C(C)(C)C.[Cs+],CC(N(C)C)=O,"44.7088, 1.7630",0.05199823768686698,0.1243972321309733,0.06442562223749324,0.15285281509040824,1.4760842589662049,3,0.09259259259259278,3.4490740740740735,44.7088,1.763,0.0,2.258284600389864,0.10234591087347385,5.660157142857142,180.41813397761717,15.925868396484145,-0.39969135802469125,7.247156,0.1299750855621092,1.1680315666423993,-0.2187586256215223,-0.2902739571164789,-0.14003481327631104,1.2099595330026685,0.11785113019775792,-0.05128683021212778,0.1444125298675778,2.319327731092437,5.835389333333333,0.12840950424482994,-0.06935628296597882,0.8762537049746855,-0.39969135802469125,7.3915414399999975,-0.39969135802469125,6.139863636363637,1.1110715839184744,4.8655896764871684,-25.93497986899825,5.88410924369748,27.687772353944144,-0.37890515918374734,0.03837301560886866,0.3973896687077477,0.3270905913930458,0.0,0.01833341047801277,14.84873949579832,-0.17252959049709404,0.9453933911765428
Result3950785,CC(C)Oc1c(OCC(O)P(c2ccccc2)C2CCCCC2)cccc1C(C)C,43.655,94.0372,0.1132,O=C([O-])C.[K+],CCCC#N,"43.6546, 1.0895",0.6971767885426821,0.1453627869996672,0.6819085487077534,0.1574807960088896,1.3691437802907915,1,0.0,0.0,43.6546,1.0895,12.451936756803134,2.3060109289617485,0.0989627424341926,5.865431111111111,170.14571185436918,14.778265803839005,-0.6881191794276009,7.500543493333334,0.10555234772579626,0.9249017197996315,-0.15159369117124472,-0.24511054421768708,-0.12711457940271226,0.9215319882679169,0.2533598851286149,0.013918564469937895,0.3163603105471997,2.0249433106575965,5.8388412698412715,0.10473964318109048,-0.040111559785092364,1.1984018178806,-0.6881191794276009,7.416364031746031,-0.6881191794276009,6.176833333333333,0.9207097472741277,4.8050033729960795,-154.10913371231186,6.0585204081632655,6.606881964512918,-0.521924208046671,0.03257752096239307,0.4027612477518255,0.41277510605080875,32.046575604766076,0.02343264372621124,14.790816326530612,-0.2948608163487767,2.146793367041565
